source_reading_id	surface	position_id	page	locus	token_ordinal	left_surface	old_lexical_core_de	v89_lexical_core_de	v89_context_realization_de	old_score	v89_score	old_level	v89_level	family_ids	score_credit_family_ids	decomposition	repair_mode	resolved_debt_atom	evidence_class	evidence_de	counterevidence_de	open_semantic_slots	local_context_hypothesis	component_global_export_allowed	historical_confirmation
aiir#1	aiir	P136	f114r	f114r.24	8	chos	Drogenanteil III	Anteil III	Anteil III der vorstehenden trockenen Zubereitung	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	AIIR_SHARE_III	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_IDENTITY	EXACT_SELECTED_R_SHARE	GDT693 waehlt fuer die exakte AIIR-Zelle den indexierten Anteil III und bindet P136 als R-Share; GDT711 liefert genau einmal F_R.	AIIR benennt keinen Drogenstoff; die trockene Zubereitung stammt nur aus dem unmittelbaren CHOS-Kontext und bleibt eine lokale Referenz.	SHARE_MATERIAL_IDENTITY|HISTORICAL_SHARE_UNIT|AIIR_INTERNAL_BOUNDARY	PRECEDING_CHOS_AS_LOCAL_REFERENT	0	H0_NONE
oar#1	oar	P385	f86v5	f86v5.24	1	<BOS>	Anteil I des Ansatzes	Zubereitungsanteil I	Anteil I der Zubereitung	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	O_PREP+AR_SHARE_I	GENERIC_ANSATZ_NOUN_NORMALIZATION	ANSATZ_AS_FIXED_PRODUCT_IDENTITY	EXACT_SELECTED_R_SHARE	GDT693 bindet O+AR an den ausgewaehlten Anteil I im Zubereitungsrahmen; GDT711 liefert genau einmal F_R.	O traegt nur einen gebundenen Zubereitungsrahmen, keinen bestimmten Ansatz, Auszug oder Stoff; AR bleibt kein freies Wort.	PREPARATION_CONTENT|PREPARATION_PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	O_PREP_FRAME_WITHOUT_FIXED_PRODUCT	0	H0_NONE
oair#1	oair	P039	f105v	f105v.1	2	polairy	Anteil II des Ansatzes	Zubereitungsanteil II	Anteil II der Zubereitung	26	34	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	O_PREP+AIR_SHARE_II	GENERIC_ANSATZ_NOUN_NORMALIZATION	ANSATZ_AS_FIXED_PRODUCT_IDENTITY	EXACT_SELECTED_R_SHARE	GDT693 bindet O+AIR an den ausgewaehlten Anteil II im Zubereitungsrahmen und bildet die direkte Schwester zu OAR; GDT711 liefert genau einmal F_R.	O waehlt keinen bestimmten Ansatz oder Pulverstoff; die benachbarte Pulverfolge ist nur Fundstellenkontext.	PREPARATION_CONTENT|PREPARATION_PRODUCT_TYPE|HISTORICAL_SHARE_UNIT	LOCAL_POWDER_SEQUENCE_PREP_REFERENT_OPEN	0	H0_NONE
otar#1	otar	P475	f95v1	f95v1.7	7	tar	Anteil I des kalten Ansatzes	kalter Zubereitungsanteil I	Anteil I der kalten Zubereitung	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	O_PREP+T_COLD+AR_SHARE_I	GENERIC_ANSATZ_NOUN_NORMALIZATION	ANSATZ_AS_FIXED_PRODUCT_IDENTITY	EXACT_SELECTED_R_SHARE	GDT693 bindet O-T-AR als kalten Zubereitungsrahmen mit Anteil I; GDT711 liefert genau einmal F_R.	Kalte Zubereitung kann lokal Ansatz oder Auszug sein; T ist ein gebundener Zustand und keine Kuehlhandlung.	PREPARATION_CONTENT|ANSATZ_OR_EXTRACT|COLD_STATE_OR_PROCESS|HISTORICAL_SHARE_UNIT	LOCAL_COLD_SHARE_SERIES	0	H0_NONE
otarar#1	otarar	P008	f104v	f104v.2	7	qokamdy	Unteranteil I des Anteils I des kalten Ansatzes	kalter Unteranteil I von Zubereitungsanteil I	Unteranteil I des Anteils I der kalten Zubereitung	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	O_PREP+T_COLD+AR_SHARE_I+AR_SUBSHARE_I	GENERIC_ANSATZ_NOUN_NORMALIZATION_AND_RECURSION	ANSATZ_AS_FIXED_PRODUCT_IDENTITY	EXACT_SELECTED_RECURSIVE_R_SHARE	GDT693 bindet beide sichtbaren R-Selektoren als Anteil I und Unteranteil I im kalten Zubereitungsrahmen; GDT711 liefert F_R nur einmal.	Die Rekursion identifiziert weder physische Trennung noch Stoff oder Auszug; beide AR bleiben gebunden und nicht frei exportierbar.	PREPARATION_CONTENT|PHYSICAL_SEPARATION_STATUS|HISTORICAL_SHARE_UNIT|SECOND_AR_SCOPE	LOCAL_COLD_PREPARATION_RECURSION	0	H0_NONE
otardy#1	otardy	P479	f95v1	f95v1.7	11	dolkain	fertiger Anteil I des kalten Ansatzes	fertiger kalter Zubereitungsanteil I	fertiger Anteil I der kalten Zubereitung	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	O_PREP+T_COLD+AR_SHARE_I+DY_FINISHED	GENERIC_ANSATZ_NOUN_NORMALIZATION	ANSATZ_AS_FIXED_PRODUCT_IDENTITY	EXACT_SELECTED_R_SHARE_WITH_FINISHED_TAIL	GDT693 bindet O-T-AR-DY als kalten Anteil I mit erreichtem Endpunkt; GDT711 liefert genau einmal F_R.	DY liefert nur den gebundenen Endpunkt; weder Ansatzidentitaet noch ein freier Abschlussbefehl ist bewiesen.	PREPARATION_CONTENT|DY_ENDPOINT_SCOPE|RESULT_OR_ENTRY|HISTORICAL_SHARE_UNIT	LOCAL_FINISHED_COLD_SHARE	0	H0_NONE
qodar#1	qodar	P408	f86v6	f86v6.25	4	olkar	Drogenanteil I abmessen	Anteil I abmessen	den vorstehenden heißen Holzanteil I abmessen	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	QO_FRAME+D_MEASURE+AR_SHARE_I	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_IDENTITY	EXACT_SELECTED_R_SHARE_ACTION	GDT693 bindet QODAR als exakte Messaktion auf Anteil I und bewahrt den Verbordinal; GDT711 liefert genau einmal F_R.	QO und D bleiben gebunden; der heiße Holzanteil stammt nur aus dem unmittelbar vorstehenden OLKAR-Kontext und ist keine QODAR-Wortbedeutung.	PATIENT_OUTSIDE_LOCAL_OLKAR|QO_COMMAND_SCOPE|D_MEASURE_SCOPE|HISTORICAL_SHARE_UNIT	PRECEDING_OLKAR_AS_PATIENT	0	H0_NONE
qokaiir#1	qokaiir	P049	f105v	f105v.14	3	chckhdy	nimm den heißen Drogenanteil III	heißen Anteil III nehmen	hiervon den heißen Anteil III nehmen	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	QO_FRAME+K_HOT+AIIR_SHARE_III	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_IDENTITY	EXACT_SELECTED_R_SHARE_ACTION	GDT693 bindet QOKAIIR als exakte Nehmen-Aktion mit heißem Anteil III und bewahrt den Verbordinal; GDT711 liefert genau einmal F_R.	Der Patient und das Antezedens bleiben lokal; K kann Heisszustand statt Erhitzung sein und QO wird nicht frei exportiert.	REFERENCE_ANTECEDENT|PATIENT_IDENTITY|HOT_STATE_OR_PROCESS|QO_COMMAND_SCOPE	PRECEDING_DRY_MIXTURE_AS_REFERENCE_ONLY	0	H0_NONE
char#1	char	P092	f10r	f10r.2	3	cthoor	trockener Drogenanteil I	trockener Anteil I	trockener Anteil I der vorstehenden Krautansatzportion	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	CH_DRY+AR_SHARE_I	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_IDENTITY	EXACT_RESIDUAL_R_SHARE	GDT694 bindet CHAR exakt als CH+AR mit Trockenmerkmal und Anteil I; die Komposition bleibt exact-card-only und GDT711 liefert genau einmal F_R.	CH und AR werden nicht frei exportiert; Kraut und Portion stammen ausschliesslich aus dem unmittelbaren CTHOOR-Kontext.	PATIENT_OUTSIDE_LOCAL_CTHOOR|CH_DRY_SCOPE|HISTORICAL_SHARE_UNIT	PRECEDING_CTHOOR_AS_LOCAL_REFERENT	0	H0_NONE
chair#1	chair	P095	f10r	f10r.2	6	os	trockener Drogenanteil II	trockener Anteil II	trockener Anteil II der vorstehenden Zubereitung	30	38	W1_WEAK_WORKING	W1_WEAK_WORKING	F_R	F_R	CH_DRY+AIR_SHARE_II	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_IDENTITY	EXACT_RESIDUAL_R_SHARE	GDT694 bindet CHAIR exakt als CH+AIR mit Trockenmerkmal und Anteil II; die Komposition bleibt exact-card-only und GDT711 liefert genau einmal F_R.	CH und AIR werden nicht frei exportiert; die Zubereitung stammt nur aus dem unmittelbaren OS-Kontext.	PATIENT_OUTSIDE_LOCAL_OS|CH_DRY_SCOPE|HISTORICAL_SHARE_UNIT	PRECEDING_OS_AS_LOCAL_REFERENT	0	H0_NONE
