case_id	edition	page	direction	representation	required_rows	status	known_mask_units	upper_units	maximum_known_required_rows	unknown_rows_required_at_least
ZL3b|f103r|f103r.1-f103r.4|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.1-f103r.4|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.1-f103r.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.1-f103r.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.5-f103r.7|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.8-f103r.12|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.13-f103r.15|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.13-f103r.15|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f106r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f106r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f106r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f106r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f106v	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	UNKNOWN_ONLY		a | lk	3	4
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f106v	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f106v	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	UNKNOWN_ONLY		a | lk	3	4
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f106v	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f107v	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f107v	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f107v	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f107v	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f113r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f113r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f113r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f113r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f113r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f113r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f113r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f113r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL|FINAL_UNITS	ZL3b	f113v	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED|FINAL_UNITS	ZL3b	f113v	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	ZL3b	f113v	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED|FINAL_UNITS	ZL3b	f113v	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.1-f103r.4|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.1-f103r.4|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.1-f103r.4|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.1-f103r.4|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.5-f103r.7|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.5-f103r.7|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.5-f103r.7|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.8-f103r.12|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.8-f103r.12|MATERIAL|REVERSED|FINAL_UNITS	IT2a	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.8-f103r.12|PLANT_IDENTITY|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED|FINAL_UNITS	IT2a	f103r	REVERSED	FINAL_UNITS	1,6,8,9,11,12,15	CONTRADICTED			0	NO_COMPLETION
IT2a|f103r|f103r.13-f103r.15|MATERIAL|ORIGINAL|FINAL_UNITS	IT2a	f103r	ORIGINAL	FINAL_UNITS	1,4,5,7,8,10,15	CONTRADICTED			0	NO_COMPLETION
