event_id	page	record	statement_id	locus	owner_de	component_recipe	marked_device	observed_card	observed_surface	observed_variant	locus_position	statement_position	statement_events	entry_frame	boundary_prior_prediction	boundary_prior_correct	copy_instruction_de
E008	f10r	H1	H1-S001	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	OK+Y	ITEM_CARRIER_CH	PROC008	oky	PLAIN	MIDDLE	MIDDLE	10	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E011	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	OK+Y	ITEM_CARRIER_CH	PROC011	qokchy	MARKED_CARRIER	FIRST	FIRST	4	q	MARKED_CARRIER	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	MIDDLE	3	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	OK+Y	ITEM_CARRIER_CH	PROC008	choky	PLAIN	MIDDLE	MIDDLE	9	ch	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	OK+Y	ITEM_CARRIER_CH	PROC008	choky	PLAIN	MIDDLE	MIDDLE	4	ch	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	OK+Y	ITEM_CARRIER_CH	PROC011	okchy	MARKED_CARRIER	FIRST	FIRST	3	BARE	MARKED_CARRIER	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	OK+Y	ITEM_CARRIER_CH	PROC011	chokchy	MARKED_CARRIER	MIDDLE	MIDDLE	4	ch	PLAIN	NO	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	CHD+DY	CHD_E_JOINT	PROC076	schedy	MARKED_CARRIER	MIDDLE	LAST	19	s	PLAIN	NO	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	FIRST	3	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OK+CHD+DY	CHD_E_JOINT	PROC082	qokchdy	PLAIN	FIRST	ONLY	1	q	MARKED_CARRIER	NO	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E140	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	LAST	LAST	2	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E145	f81v	B1	B1-S014	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	FIRST	5	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E151	f81v	B1	B1-S015	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	OK+CHD+DY	CHD_E_JOINT	PROC091	okchedy	MARKED_CARRIER	MIDDLE	LAST	2	BARE	PLAIN	NO	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E158	f81v	B1	B1-S017	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	CHD+DY	CHD_E_JOINT	PROC094	dchdy	PLAIN	MIDDLE	LAST	3	d	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E167	f82r	B2	B2-S001	f82r.2	oberes Beckenpaar mit Zylinder	CHD+DY	CHD_E_JOINT	PROC076	dchedy	MARKED_CARRIER	FIRST	ONLY	1	d	MARKED_CARRIER	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E188	f82r	B2	B2-S006	f82r.4	oberes Beckenpaar mit Zylinder	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	LAST	LAST	4	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E195	f82r	B2	B2-S010	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	MIDDLE	MIDDLE	4	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E239	f83r	B3	B3-S005	f83r.6	mittlere Randfigur im runden Gefäß	CHD+DY	CHD_E_JOINT	PROC076	schedy	MARKED_CARRIER	FIRST	ONLY	1	s	MARKED_CARRIER	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E240	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	CHD+Y	ITEM_CARRIER_CH	PROC133	chedchy	MARKED_CARRIER	MIDDLE	FIRST	3	BARE	PLAIN	NO	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E244	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	MIDDLE	3	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E247	f83r	B3	B3-S009	f83r.6	mittlere Randfigur im runden Gefäß	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	LAST	ONLY	1	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E251	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	MIDDLE	MIDDLE	4	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E252	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	MIDDLE	4	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E264	f83r	B3	B3-S016	f83r.14	unverbundener Zwischenbereich	OK+CHD+DY	CHD_E_JOINT	PROC091	qokchedy	MARKED_CARRIER	FIRST	LAST	2	q	MARKED_CARRIER	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E283	f83r	B3	B3-S024	f83r.16	unverbundener Zwischenbereich	CHD+DY	CHD_E_JOINT	PROC076	tchedy	MARKED_CARRIER	FIRST	ONLY	1	t	MARKED_CARRIER	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E284	f83r	B3	B3-S025	f83r.16	unverbundener Zwischenbereich	OK+CHD+DY	CHD_E_JOINT	PROC082	qokchdy	PLAIN	MIDDLE	ONLY	1	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E287	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	MIDDLE	7	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E298	f83r	B3	B3-S030	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	MIDDLE	FIRST	4	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E304	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	MIDDLE	5	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E319	f83r	B4	B4-S003	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	FIRST	7	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E323	f83r	B4	B4-S003	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	OK+Y	ITEM_CARRIER_CH	PROC008	qoky	PLAIN	MIDDLE	MIDDLE	7	q	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
E328	f83r	B4	B4-S005	f83r.27	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	CHD+Y	ITEM_CARRIER_CH	PROC042	chedy	PLAIN	MIDDLE	MIDDLE	3	BARE	PLAIN	YES	Am Locusanfang Traeger/Gelenkform bevorzugen; sonst schlichte Form; Ausnahmezettel hat Vorrang.
