scope	model_stage	cha_feature	cha_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GDT525_BASE	BASE	0.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W025	BONUS_PLUS_ONE	0.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W050	BONUS_PLUS_ONE	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W060	BONUS_PLUS_ONE	0.6	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W070	BONUS_PLUS_ONE	0.7	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W075	BONUS_PLUS_ONE	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W080	BONUS_PLUS_ONE	0.8	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W085	BONUS_PLUS_ONE	0.85	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W090	BONUS_PLUS_ONE	0.9	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W100	BONUS_PLUS_ONE	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BP1_W125	BONUS_PLUS_ONE	1.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W050	BONUS_ONLY	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W075	BONUS_ONLY	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W100	BONUS_ONLY	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W125	BONUS_ONLY	1.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W150	BONUS_ONLY	1.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W200	BONUS_ONLY	2.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BON_W250	BONUS_ONLY	2.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BIN_W025	BINARY	0.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BIN_W050	BINARY	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BIN_W075	BINARY	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BIN_W100	BINARY	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BIN_W125	BINARY	1.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	BIN_W150	BINARY	1.5	1558	1441	1098	1328	1386	1418	2109	22
CURRENT_159_OLD26_TO_NEW4	GDT525_BASE	BASE	0.0	159	159	145	154	158	158	184	9
CURRENT_159_OLD26_TO_NEW4	BP1_W025	BONUS_PLUS_ONE	0.25	159	159	145	155	158	158	183	9
CURRENT_159_OLD26_TO_NEW4	BP1_W050	BONUS_PLUS_ONE	0.5	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BP1_W060	BONUS_PLUS_ONE	0.6	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BP1_W070	BONUS_PLUS_ONE	0.7	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BP1_W075	BONUS_PLUS_ONE	0.75	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BP1_W080	BONUS_PLUS_ONE	0.8	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BP1_W085	BONUS_PLUS_ONE	0.85	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BP1_W090	BONUS_PLUS_ONE	0.9	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BP1_W100	BONUS_PLUS_ONE	1.0	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BP1_W125	BONUS_PLUS_ONE	1.25	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BON_W050	BONUS_ONLY	0.5	159	159	145	154	158	158	184	9
CURRENT_159_OLD26_TO_NEW4	BON_W075	BONUS_ONLY	0.75	159	159	145	155	158	158	183	9
CURRENT_159_OLD26_TO_NEW4	BON_W100	BONUS_ONLY	1.0	159	159	145	155	158	158	183	9
CURRENT_159_OLD26_TO_NEW4	BON_W125	BONUS_ONLY	1.25	159	159	145	155	158	158	183	9
CURRENT_159_OLD26_TO_NEW4	BON_W150	BONUS_ONLY	1.5	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BON_W200	BONUS_ONLY	2.0	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BON_W250	BONUS_ONLY	2.5	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BIN_W025	BINARY	0.25	159	159	145	154	158	158	184	9
CURRENT_159_OLD26_TO_NEW4	BIN_W050	BINARY	0.5	159	159	145	155	158	158	183	9
CURRENT_159_OLD26_TO_NEW4	BIN_W075	BINARY	0.75	159	159	145	155	158	158	183	9
CURRENT_159_OLD26_TO_NEW4	BIN_W100	BINARY	1.0	159	159	146	155	158	158	182	9
CURRENT_159_OLD26_TO_NEW4	BIN_W125	BINARY	1.25	159	159	147	155	158	158	181	9
CURRENT_159_OLD26_TO_NEW4	BIN_W150	BINARY	1.5	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	GDT525_BASE	BASE	0.0	159	159	146	154	158	158	183	9
CURRENT_159_FAMILY_REVISED	BP1_W025	BONUS_PLUS_ONE	0.25	159	159	146	155	158	158	182	9
CURRENT_159_FAMILY_REVISED	BP1_W050	BONUS_PLUS_ONE	0.5	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	BP1_W060	BONUS_PLUS_ONE	0.6	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	BP1_W070	BONUS_PLUS_ONE	0.7	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	BP1_W075	BONUS_PLUS_ONE	0.75	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	BP1_W080	BONUS_PLUS_ONE	0.8	159	159	148	155	158	158	180	9
CURRENT_159_FAMILY_REVISED	BP1_W085	BONUS_PLUS_ONE	0.85	159	159	148	155	158	158	180	9
CURRENT_159_FAMILY_REVISED	BP1_W090	BONUS_PLUS_ONE	0.9	159	159	148	155	158	158	180	9
CURRENT_159_FAMILY_REVISED	BP1_W100	BONUS_PLUS_ONE	1.0	159	159	148	155	158	158	180	9
CURRENT_159_FAMILY_REVISED	BP1_W125	BONUS_PLUS_ONE	1.25	159	159	148	155	158	158	180	9
CURRENT_159_FAMILY_REVISED	BON_W050	BONUS_ONLY	0.5	159	159	146	154	158	158	183	9
CURRENT_159_FAMILY_REVISED	BON_W075	BONUS_ONLY	0.75	159	159	146	155	158	158	182	9
CURRENT_159_FAMILY_REVISED	BON_W100	BONUS_ONLY	1.0	159	159	146	155	158	158	182	9
CURRENT_159_FAMILY_REVISED	BON_W125	BONUS_ONLY	1.25	159	159	146	155	158	158	182	9
CURRENT_159_FAMILY_REVISED	BON_W150	BONUS_ONLY	1.5	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	BON_W200	BONUS_ONLY	2.0	159	159	147	155	158	158	181	9
CURRENT_159_FAMILY_REVISED	BON_W250	BONUS_ONLY	2.5	159	159	148	155	158	158	180	9
CURRENT_159_FAMILY_REVISED	BIN_W025	BINARY	0.25	159	159	146	154	158	158	183	9
