paragraph	grammar	operation	form	meaning	patient	patient_form	coingredient	rule	debts	shared_run	additional_grammar_assumption	row_status
f6v|f6v.6-f6v.21	B	f6v.7:1	ychos	zerkleinere	f6v.6:2	shocthol		PARAGRAPH_CARRY	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION			recorded
f6v|f6v.6-f6v.21	B	f6v.7:2	ychol	trockne	f6v.7:4	cthol		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	B	f6v.8:3	okchey	zerstoße fein	f6v.8:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	B	f6v.8:4	qokom	erwärme portionsweise	f6v.8:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	B	f6v.9:1	oeeo	miss ab	f6v.9:3	chor		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	B	f6v.10:1	qokchod	trockne vollständig	f6v.9:4	cthom		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION			recorded
f6v|f6v.6-f6v.21	B	f6v.10:2	ychear	durcharbeiten [U] / zwei Materialien vermischen [D]	f6v.10:3	kchdy		LOCAL_RIGHT	MISSING_COINGREDIENT			recorded
f6v|f6v.6-f6v.21	B	f6v.12:3	qokam	erwärme	f6v.12:4	cthy		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	B	f6v.14:1	qokor	erhitze	f6v.13:4	chor		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION			recorded
f6v|f6v.6-f6v.21	B	f6v.14:2	chol	erhitze	f6v.14:3	cthol		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	B	f6v.15:1	chockhy	durcharbeiten [U] / zwei Materialien vermischen [D]	f6v.14:3	cthol		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT			recorded
f6v|f6v.6-f6v.21	B	f6v.16:1	ochy	kühle	f6v.16:2	cthar		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	B	f6v.17:3	ckhal	presse aus	f6v.17:4	cthodam		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	B	f6v.18:2	ches	stampfe	f6v.18:1	ytchocthol		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	B	f6v.19:2	kchos	zerreibe	f6v.19:1	ocholy		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	B	f6v.21:3	octham	bewahre auf	f6v.21:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	J	f6v.7:1	ychos	zerkleinere	f6v.6:2	shocthol		PARAGRAPH_CARRY	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION			recorded
f6v|f6v.6-f6v.21	J	f6v.7:2	ychol	trockne	f6v.7:4	cthol		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	J	f6v.8:3	okchey	zerstoße fein	f6v.8:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	J	f6v.8:4	qokom	erwärme portionsweise	f6v.8:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	J	f6v.9:1	oeeo	miss ab	f6v.9:3	chor		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	J	f6v.10:1	qokchod	trockne vollständig	f6v.10:3	kchdy		SHARED_RIGHT_J		f6v.10:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	J	f6v.10:2	ychear	durcharbeiten [U] / zwei Materialien vermischen [D]	f6v.10:3	kchdy		SHARED_RIGHT_J	MISSING_COINGREDIENT	f6v.10:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	J	f6v.12:3	qokam	erwärme	f6v.12:4	cthy		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	J	f6v.14:1	qokor	erhitze	f6v.14:3	cthol		SHARED_RIGHT_J		f6v.14:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	J	f6v.14:2	chol	erhitze	f6v.14:3	cthol		SHARED_RIGHT_J		f6v.14:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	J	f6v.15:1	chockhy	durcharbeiten [U] / zwei Materialien vermischen [D]	f6v.14:3	cthol		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT			recorded
f6v|f6v.6-f6v.21	J	f6v.16:1	ochy	kühle	f6v.16:2	cthar		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	J	f6v.17:3	ckhal	presse aus	f6v.17:4	cthodam		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	J	f6v.18:2	ches	stampfe	f6v.18:1	ytchocthol		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	J	f6v.19:2	kchos	zerreibe	f6v.19:1	ocholy		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	J	f6v.21:3	octham	bewahre auf	f6v.21:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	M	f6v.7:1	ychos	zerkleinere	f6v.7:4	cthol		SHARED_RIGHT_M		f6v.7:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	M	f6v.7:2	ychol	trockne	f6v.7:4	cthol		SHARED_RIGHT_M		f6v.7:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	M	f6v.8:3	okchey	zerstoße fein	f6v.8:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	M	f6v.8:4	qokom	erwärme portionsweise	f6v.8:2	chor		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	M	f6v.9:1	oeeo	miss ab	f6v.9:3	chor		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	M	f6v.10:1	qokchod	trockne vollständig	f6v.10:3	kchdy		SHARED_RIGHT_M		f6v.10:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	M	f6v.10:2	ychear	durcharbeiten [U] / zwei Materialien vermischen [D]	f6v.10:3	kchdy		SHARED_RIGHT_M	MISSING_COINGREDIENT	f6v.10:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	M	f6v.12:3	qokam	erwärme	f6v.12:4	cthy		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	M	f6v.14:1	qokor	erhitze	f6v.14:3	cthol		SHARED_RIGHT_M		f6v.14:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	M	f6v.14:2	chol	erhitze	f6v.14:3	cthol		SHARED_RIGHT_M		f6v.14:1-2	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f6v|f6v.6-f6v.21	M	f6v.15:1	chockhy	durcharbeiten [U] / zwei Materialien vermischen [D]	f6v.14:3	cthol		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT			recorded
f6v|f6v.6-f6v.21	M	f6v.16:1	ochy	kühle	f6v.16:2	cthar		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	M	f6v.17:3	ckhal	presse aus	f6v.17:4	cthodam		LOCAL_RIGHT				recorded
f6v|f6v.6-f6v.21	M	f6v.18:2	ches	stampfe	f6v.18:1	ytchocthol		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	M	f6v.19:2	kchos	zerreibe	f6v.19:1	ocholy		LOCAL_LEFT				recorded
f6v|f6v.6-f6v.21	M	f6v.21:3	octham	bewahre auf	f6v.21:2	chor		LOCAL_LEFT				recorded
f9v|f9v.5-f9v.12	B	f9v.5:1	pchor	nimm				MISSING	MISSING_PATIENT			recorded
f9v|f9v.5-f9v.12	B	f9v.5:3	qotor	kühle ab				MISSING	MISSING_PATIENT			recorded
f9v|f9v.5-f9v.12	B	f9v.7:1	qo	nimm	f9v.6:4	chody		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	B	f9v.7:2	chol	erhitze	f9v.6:4	chody		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	B	f9v.7:3	chol	erhitze	f9v.7:6	otal		LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4			recorded
f9v|f9v.5-f9v.12	B	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	B	f9v.10:3	chol	erhitze	f9v.10:2	kchol		LOCAL_LEFT				recorded
f9v|f9v.5-f9v.12	B	f9v.12:2	ckhy	stampfe	f9v.12:3	chor		LOCAL_RIGHT				recorded
f9v|f9v.5-f9v.12	J	f9v.5:1	pchor	nimm				MISSING	MISSING_PATIENT			recorded
f9v|f9v.5-f9v.12	J	f9v.5:3	qotor	kühle ab				MISSING	MISSING_PATIENT			recorded
f9v|f9v.5-f9v.12	J	f9v.7:1	qo	nimm	f9v.6:4	chody		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	J	f9v.7:2	chol	erhitze	f9v.6:4	chody		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	J	f9v.7:3	chol	erhitze	f9v.7:6	otal		LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4			recorded
f9v|f9v.5-f9v.12	J	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	J	f9v.10:3	chol	erhitze	f9v.10:2	kchol		LOCAL_LEFT				recorded
f9v|f9v.5-f9v.12	J	f9v.12:2	ckhy	stampfe	f9v.12:3	chor		LOCAL_RIGHT				recorded
f9v|f9v.5-f9v.12	M	f9v.5:1	pchor	nimm				MISSING	MISSING_PATIENT			recorded
f9v|f9v.5-f9v.12	M	f9v.5:3	qotor	kühle ab				MISSING	MISSING_PATIENT			recorded
f9v|f9v.5-f9v.12	M	f9v.7:1	qo	nimm	f9v.6:4	chody		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	M	f9v.7:2	chol	erhitze	f9v.6:4	chody		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	M	f9v.7:3	chol	erhitze	f9v.7:6	otal		LOCAL_RIGHT	UNREAD_BETWEEN:f9v.7:4			recorded
f9v|f9v.5-f9v.12	M	f9v.8:3	qokcho	verarbeite warm	f9v.7:6	otal		PARAGRAPH_CARRY	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION			recorded
f9v|f9v.5-f9v.12	M	f9v.10:3	chol	erhitze	f9v.10:2	kchol		LOCAL_LEFT				recorded
f9v|f9v.5-f9v.12	M	f9v.12:2	ckhy	stampfe	f9v.12:3	chor		LOCAL_RIGHT				recorded
f17v|f17v.1-f17v.23	B	f17v.5:1	ychol	trockne	f17v.4:1	kchor		PARAGRAPH_CARRY	UNREAD_BETWEEN:f17v.4:2;UNREAD_BETWEEN:f17v.4:3;UNREAD_BETWEEN:f17v.4:4;UNREAD_BETWEEN:f17v.4:5;IMPLICIT_SUBJECT_CONTINUATION			recorded
f17v|f17v.1-f17v.23	B	f17v.5:2	chol	erhitze	f17v.5:4	tchol		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.5:3			recorded
f17v|f17v.1-f17v.23	B	f17v.5:6	ckhy	stampfe	f17v.5:4	tchol		LOCAL_LEFT				recorded
f17v|f17v.1-f17v.23	B	f17v.7:2	chkeey	zerreibe vollständig	f17v.7:4	cheor		LOCAL_RIGHT	UNREAD_BETWEEN:f17v.7:3			recorded
f17v|f17v.1-f17v.23	B	f17v.8:1	qokeey	erhitze anhaltend	f17v.7:4	cheor		PARAGRAPH_CARRY	IMPLICIT_SUBJECT_CONTINUATION			recorded
