paragraph	grammar	model	timing	operation	patient	patient_form	object	before	after	status	debts	row_status
f6v|f6v.6-f6v.21	B	D	O	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	B	D	I	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	B	H	O	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	B	H	I	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	J	D	O	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	J	D	I	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	J	H	O	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	J	H	I	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	M	D	O	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	M	D	I	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	M	H	O	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f6v|f6v.6-f6v.21	M	H	I	f6v.14:2	f6v.14:3	cthol	f6v.7:4	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED		recorded
f9v|f9v.5-f9v.12	B	D	O	f9v.7:2	f9v.6:4	chody	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
f9v|f9v.5-f9v.12	B	D	O	f9v.7:3	f9v.7:6	otal	f9v.7:6	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f9v.7:4	recorded
f9v|f9v.5-f9v.12	B	D	O	f9v.10:3	f9v.10:2	kchol	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	ASSUMED_EFFECT_APPLIED		recorded
f9v|f9v.5-f9v.12	B	D	I	f9v.7:2	f9v.6:4	chody	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
f9v|f9v.5-f9v.12	B	D	I	f9v.7:3	f9v.7:6	otal	f9v.7:6	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f9v.7:4	recorded
f9v|f9v.5-f9v.12	B	D	I	f9v.10:3	f9v.10:2	kchol	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	ASSUMED_EFFECT_APPLIED		recorded
f9v|f9v.5-f9v.12	B	H	O	f9v.7:2	f9v.6:4	chody	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
