shol	paragraph	grammar	model	timing	chey	target	target_form	kind	C_patient	N_patient	C_object	N_object	C_status	N_status	C_before	N_before	C_after	N_after	N_debts	open_scope	row_status
Q	f17v|f17v.1-f17v.23	B	D	O	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.19:4	f17v.19:4	f17v.17:6	f17v.17:6	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	{}	{}	"{""PHYSICAL:thermal"":""warm""}"	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	B	D	I	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.19:4	f17v.19:4	f17v.17:6	f17v.17:6	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	{}	{}	"{""PHYSICAL:thermal"":""warm""}"	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	B	H	O	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.19:4	f17v.19:4	f17v.17:6	f17v.17:6	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	{}	{}	"{""PHYSICAL:thermal"":""warm""}"	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	B	H	I	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.19:4	f17v.19:4	f17v.17:6	f17v.17:6	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	{}	{}	"{""PHYSICAL:thermal"":""warm""}"	{}	UNREAD_BETWEEN:f17v.19:5;IMPLICIT_SUBJECT_CONTINUATION	f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	J	D	O	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.20:3	f17v.20:3	f17v.7:4	f17v.7:4	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	J	D	I	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.20:3	f17v.20:3	f17v.7:4	f17v.7:4	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	J	H	O	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.20:3	f17v.20:3	f17v.7:4	f17v.7:4	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	J	H	I	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.20:3	f17v.20:3	f17v.7:4	f17v.7:4	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	M	D	O	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.20:3	f17v.20:3	f17v.7:4	f17v.7:4	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
Q	f17v|f17v.1-f17v.23	M	D	I	f17v.19:2	f17v.20:1	ykeey	ACTION	f17v.20:3	f17v.20:3	f17v.7:4	f17v.7:4	ASSUMED_EFFECT_APPLIED	FORBIDDEN_ACTION_NOT_EXECUTED	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"		f17v.19:3=qoaiin;f17v.19:5=cholchom	recorded
