rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	12998600	0	f103r	f103r.10	S	B	3	14	13	2	0	4	1	0.928571	10	10	1	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	Grad-/Maßwert III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | zwei Teile Ansatz | Grundansatz bis zur mittleren Heizstufe erwärmt | trocken; nominal trockenes Gut/Material | ein Maß heißen Ansatzes | trocken-kalte gebundene Form | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | [teolshy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | Samenportion | Menge-/Klassenwert II	V13:CONTEXTUAL_VALUE_SERIES | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT667:EXACT_WHOLE:oain | GDT664:EXACT_WHOLE:okeol | V13:DRY_OL_FORM | GDT664:EXACT_WHOLE:okam | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:VALUE_MINIM_SERIES	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	11	teolshy	11	teolshy	shedy	oteedy	[teolshy:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	drei Maße; Grundansatz; zwei Teile Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; Trockengut; ein Maß heißen Ansatzes; trocken-kalte gebundene Form; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; [teolshy:?]; Ansatz auf Kühlendstufe abgeschlossen; Samenportion; zwei Teile
2	12998600	0	f105v	f105v.9	S	B	3	14	13	4	0	4	1	0.928571	10	10	1	0	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	Drogenholz, trocken gebunden, Form II | nimm eine Charge der letzten Stufe | hierzu: | Grad-/Maßwert III | [okairy:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | kalt-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III | Drogenportion | Wurzel | Rohstoffklasse II | Pfund / Gewichtseinheit | ein Maß heißen Ansatzes	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT667:EXACT_WHOLE:qoeees | GDT659:Y_MEDIAL_RIGHT_REFERENCE | V13:CONTEXTUAL_VALUE_SERIES | OPEN | GDT647:FAMILY_MIGRATION | GDT652:PROVISIONAL_LOW_N_BOUNDARY_COMPOUND | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT661:R_BODY | GDT655:NEW_EXACT_WHOLE | GDT663:L_FREE_WEIGHT_SIGLUM:NONE | GDT664:EXACT_WHOLE:okam	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	5	okairy	5	okairy	daiin	otchedy	[okairy:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	Drogenholz, trocken gebunden, Form II; nimm eine Charge der letzten Stufe; hierzu: drei Maße; [okairy:?]; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; kalt-trockener Ansatz in der Mitte des Grades; drei Maße; Drogenportion; Wurzel; Rohstoff II; ein Pfund; ein Maß heißen Ansatzes
3	11998700	0	f76r	f76r.40	T	B	2	13	12	2	0	3	1	0.923077	10	10	1	0	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy	[qolchey:?] | Arzneikompositum: feucht, Gradanfang | heiß in der Mitte des Grades | Drogenholz, trockene Grundform | Trockenpulver-Ansatz, Form I | Grad-/Maßwert II | feucht am Anfang des Grades, abgeschlossen | erhitze bis zur Mittelstufe und miss die erste Fraktion ab | Drogenstoff trocknen und fertigstellen | Samenportion | kalter Ansatz am Anfang des Grades | Qualitäts-/Wertfeld geschlossen | getrocknetes Drogenholz	OPEN | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:EXACT_WHOLE:opchey | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT667:EXACT_WHOLE:qokedar | GDT667:EXACT_WHOLE:olchdy | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT660:DY_MEDIAL | V13:SCOPED_CONCRETE_HEAD_FORM	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	1	qolchey	1	qolchey	<BOS>	shckhy	[qolchey:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	[qolchey:?]; Arzneikompositum: feucht, Gradanfang; bis zur mittleren Heizstufe; Drogenholz, trockene Grundform; Trockenpulver-Ansatz, Form I; zwei Maße; leicht angefeuchtet, abgeschlossen; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; Drogenstoff trocknen und fertigstellen; Samenportion; kalter Ansatz am Anfang des Grades; getrocknetes Drogenholz
4	11998700	0	f76r	f76r.6	T	B	2	13	12	0	0	1	1	0.923077	12	12	1	0	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	getrockneter Samen/Saatgutstoff/-ansatz | heiß am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | heißer Ansatz, Bindungsstufe II | Wurzelstoff | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | feucht am Ende des Grades | [okees:?] | Rohstoffklasse I | Rohstoffklasse I | zwei Dosen bis zur Mittelstufe getrockneter Droge | abgemessene Fraktion I	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qopchedy | V13:TARGET_SURFACE_DEFAULT | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT655:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE | GDT667:EXACT_WHOLE:chedain | GDT649:STRONG_FAMILY_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	9	okees	9	okees	sheey	al	[okees:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	getrockneter Samen/Saatgutstoff/-ansatz; bis zur Heizendstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; heißer Ansatz, Bindungsstufe II; Wurzelstoff; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Heizstufe gebracht; vollständig eingeweicht; [okees:?]; Rohstoff I; Rohstoff I; zwei Dosen bis zur Mittelstufe getrockneter Droge; abgemessene Fraktion I
5	10998800	0	f111r	f111r.8	S	B	3	12	11	3	0	2	1	0.916667	10	10	1	0	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	Grad-/Maßwert III | Ansatzwasser | zwei Dosen bis zur Mittelstufe getrockneter Droge | Grad-/Maßwert III | trocken am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | [lkeeol:?] | Drogenholz, heiß am Gradende | kalt und trocken am Anfang des Grades, abgeschlossen	V13:CONTEXTUAL_VALUE_SERIES | GDT664:O_FREE_ANSATZWASSER:NONE | GDT667:EXACT_WHOLE:chedain | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT661:EXACT_WHOLE:lkeey | GDT647:FAMILY_MIGRATION	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	10	lkeeol	10	lkeeol	otshedy	lkeey	[lkeeol:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	drei Maße; Ansatzwasser; zwei Dosen bis zur Mittelstufe getrockneter Droge; drei Maße; vollständig getrocknet; bis zur Heizendstufe; bis zur mittleren Heizstufe gebracht; angetrocknet; kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen; [lkeeol:?]; Drogenholz, heiß am Gradende; kalt und angetrocknet
6	10998800	0	f112r	f112r.19	S	B	3	12	11	0	0	7	1	0.916667	5	5	1	0	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	[polchdy:?] | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eintragsteil abgeschlossen | Wurzel, Typ/Charge III | bis zur Mittelstufe einweichen, erhitzen und abschließen | nimm die Endportion hinzu | heiß in der Mitte des Grades | heiß am Ende des Grades | heiß am Anfang des Grades | Maßeinheit I	OPEN | GDT664:O_READER_MERGE_RIGHT_KNOWN:ol | GDT663:L_READER_MERGE_LEFT:ol | GDT656:REVISE_AL_QUALITY_MODEL | GDT659:Y_MEDIAL_LEFT_CLOSE | V13:SCOPED_CONCRETE_HEAD_FORM | GDT667:EXACT_WHOLE:sheky | GDT665:EXACT_WHOLE:qeey | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:am	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	1	polchdy	1	polchdy	<BOS>	o	[polchdy:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	[polchdy:?]; Grundansatz; Rohstoff I, leicht gekühlt im Ansatz; Wurzel, Typ/Charge III; bis zur Mittelstufe einweichen, erhitzen und abschließen; nimm die Endportion hinzu; bis zur mittleren Heizstufe; bis zur Heizendstufe; leicht erhitzt; Maßeinheit I
7	10998800	0	f43v	f43v.3	H	B	2	12	11	2	0	1	1	0.916667	10	10	1	0	tody teedy qot chocthy chky oky chdy okedy ykaiin chey ody dary	[tody:?] | kalt am Ende des Grades, abgeschlossen | kühle Folgendes ab | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | getrocknete Droge leicht erhitzen | heißer Ansatz am Anfang des Grades | trocken am Anfang des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | erhitze hiervon auf Stufe III | trocken in der Mitte des Grades | fertiggestellter Ansatz | abgemessene Fraktion I, abgeschlossen	OPEN | GDT647:FAMILY_MIGRATION | GDT667:QOT_ACTION:NONE | V13:DRY_CTH_PREPARATION | GDT666:EXACT_WHOLE:chky | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:ykaiin | GDT647:FAMILY_MIGRATION | GDT665:EXACT_WHOLE:ody | GDT663:EXACT_WHOLE:dary	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	tody	1	tody	<BOS>	teedy	[tody:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	[tody:?]; bis zur Kühlendstufe gebracht; kühle Folgendes ab; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; getrocknete Droge leicht erhitzen; leicht erhitzter Ansatz; angetrocknet; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze hiervon auf Stufe III; bis zur mittleren Trockenstufe; fertiggestellter Ansatz; abgemessene Fraktion I, abgeschlossen
8	10998800	0	f58v	f58v.15	S	A	3	12	11	1	0	4	1	0.916667	8	8	1	0	qot oiin okal aral s air qoal talchos okal cho ytam dam	kalte Zubereitung, Form III | Zubereitungsform III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Rohdrogenfraktion I | Samen-/Saatgutposten | zweite Drogenfraktion | Rohstoffklasse I | [talchos:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | Trockenansatz | nimm hiervon ein Maß und kühle es | Dosis I	GDT667:QOT_READER_MERGE_RIGHT_KNOWN:qotoiin | GDT643:ROUND_02 | GDT656:REVISE_AL_QUALITY_MODEL | GDT662:EXACT_WHOLE:aral | GDT660:S_MEDIAL | GDT664:EXACT_WHOLE:air | GDT656:NEW_EXACT_WHOLE | OPEN | GDT656:REVISE_AL_QUALITY_MODEL | GDT661:EXACT_WHOLE:cho | GDT665:EXACT_WHOLE:ytam | GDT661:EXACT_WHOLE:dam	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	8	talchos	8	talchos	qoal	okal	[talchos:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	kalte Zubereitung, Form III; Rohstoff I, leicht erhitzt im Ansatz; Rohdrogenfraktion I; Samen-/Saatgutposten; zweite Drogenfraktion; Rohstoff I; [talchos:?]; Rohstoff I, leicht erhitzt im Ansatz; Trockenansatz; nimm hiervon ein Maß und kühle es; Dosis I
9	10998800	0	f58v	f58v.4	S	A	3	12	11	1	0	2	1	0.916667	10	10	1	0	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	Drogenportion | Menge III | heiße Drogenfraktion II im Ansatz | ; hierzu: | abgemessene Fraktion II | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | heiß, Grad III | erhitze Rohdroge I leicht und schließe ab | heiße Drogenfraktion I im Ansatz | [olkaly:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang	GDT654:REVISE_AMBIGUOUS_TO_EXACT | V13:TARGET_SURFACE_DEFAULT | GDT663:EXACT_WHOLE:okair | GDT659:Y_MEDIAL_BIDIRECTIONAL_HINGE | GDT649:STRONG_FAMILY_DEFAULT | GDT655:NEW_EXACT_WHOLE | GDT656:REVISE_AL_QUALITY_MODEL | V13:TARGET_SURFACE_DEFAULT | GDT667:EXACT_WHOLE:qokaly | GDT654:NEW_EXACT_WHOLE | OPEN | GDT656:REVISE_AL_QUALITY_MODEL	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	11	olkaly	11	olkaly	okar	okal	[olkaly:?]	NEWLY_EXPOSED_BY_GDT667_NO_NEW_CARD	OPEN	Drogenportion; drei Teile; heiße Drogenfraktion II im Ansatz; hierzu: abgemessene Fraktion II; Rohstoff I; Rohstoff I, heiß am Gradanfang; heiß, Grad III; erhitze Rohdroge I leicht und schließe ab; heiße Drogenfraktion I im Ansatz; [olkaly:?]; Rohstoff I, leicht erhitzt im Ansatz
10	10998800	0	f76v	f76v.22	B	B	2	12	11	0	0	4	1	0.916667	8	8	1	0	sol shey qotedy chey dytey teedy lchey qokedy chedy lal chedy lchedy	Samenmaterial/Saatgut | feucht in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | [dytey:?] | kalt am Ende des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Holzrohstoff I | trocken in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	5	dytey	5	dytey	chey	teedy	Grundform	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samenmaterial/Saatgut; bis zur mittleren Einweichstufe; bis zur mittleren Kühlstufe gebracht; bis zur mittleren Trockenstufe; Grundform; bis zur Kühlendstufe gebracht; Drogenholz, trocken gebunden, Form I; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; Holzrohstoff I; bis zur mittleren Trockenstufe gebracht; getrocknetes Drogenholz
