decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G667-D001	qoolkeey	ACTION	PRODUCTIVE_COMPOUND	erhitze den Drogenstoff vollständig und schließe ab	QO_COMMAND+OL_MATERIAL+K_HOT+EE_END+Y_START_OR_CLOSE	gib vollständig erhitzten Drogenstoff hinzu	1	1	1	1	1	QOOLKEEY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D002	oiees	PREPARATION	PRODUCTIVE_COMPOUND	vollständig bereitete Ansatzcharge, Form I	O_PREP+I_FORM_I+EE_END+S_TERM_SPECIES	vollständig bereitete Arzneispecies	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D003	oain	MEASURE	PRODUCTIVE_COMPOUND	zwei Teile Ansatz	O_PREP+AIN_II	Ansatz auf Stufe II	11	11	10	10	11	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D004	olshy	MOIST_PREP	PRODUCTIVE_COMPOUND	Drogenstoff leicht einweichen	OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter Drogenstoff	3	3	3	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D005	ypchedy	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig	Y_REFERENCE+P_POWDER+CH_DRY+E_MIDDLE+DY_FINISHED	fertig getrocknetes Pulver dieser Zubereitung	12	12	10	11	11	YPCHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D006	oeoar	FRACTION	PRODUCTIVE_COMPOUND	erste Fraktion eines erneut bis zur Mittelstufe bereiteten Ansatzes	O_PREP+E_MIDDLE+O_PREP+AR_FRACTION_I	Ansatz der Mittelstufe erneut ansetzen und erste Fraktion nehmen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D007	sotchdaiin	SEED	PRODUCTIVE_COMPOUND	drei Dosen Saatgutzubereitung abkühlen und trocknen	SO_SEED_PREP+T_COLD+CH_DRY+D_MEASURE+AIIN_III	drei Teile kalt getrocknetes Saatgut	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D008	qokcho	ACTION	PRODUCTIVE_COMPOUND	erhitze, trockne und setze an	QO_COMMAND+K_HOT+CH_DRY+O_PREP	heiß getrockneten Ansatz bereiten	9	9	7	7	7	QOKCHO_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D009	qokair	FRACTION	PRODUCTIVE_COMPOUND	erhitze die zweite Fraktion	QO_COMMAND+K_HOT+AIR_FRACTION_II	nimm die zweite erhitzte Fraktion	21	21	12	17	17	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D010	qopchcfhy	FLOWER	PRODUCTIVE_COMPOUND	nimm leicht getrocknetes Blütenpulver	QO_COMMAND+P_POWDER+CH_DRY+F_FLOWER+Y_START_OR_CLOSE	bereite eine leicht getrocknete Blütenpulverfraktion	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
