page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v43_token_glosses_de	v44_token_glosses_de	v44_working_translation_de	v43_unknown_tokens	v44_unknown_tokens	v44_complete
f100r	f100r.20	P	1	1	oteol	LABEL_SIGLUM	oteol	[oteol:?]	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	1	0	1
f100r	f100r.22	P	1	5	cphol	EXACT_WHOLE	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | [cphol:?] | [qotees:?] | feucht in der Mitte des Grades | [aseso:?] | [alcfhy:?]	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | zusammengesetzter Drogenstoff | [qotees:?] | feucht in der Mitte des Grades | [aseso:?] | [alcfhy:?]	[folshody:?]; trocken, Grad III; [fchod:?]; trockener Drogenstoff dieser Droge; zusammengesetzter Drogenstoff; [qotees:?]; bis zur mittleren Einweichstufe; [aseso:?]; [alcfhy:?]	6	5	0
f100r	f100r.23	P	1	3	cphol	EXACT_WHOLE	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | [cphol:?] | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | [qockhol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | heiß am Ende des Grades | hierzu: | [ykeeam:?]	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | [qockhol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | heiß am Ende des Grades | hierzu: | [ykeeam:?]	Samen/Saatgutzubereitung, Form III; Trockengut; zusammengesetzter Drogenstoff; Feuchtgut; Feuchtgut; [qockhol:?]; Pflanzenteil; Trockengut; feuchter Ansatz; bis zur Heizendstufe; hierzu: [ykeeam:?]	3	2	0
f100r	f100r.25	P	1	5	ctheol	EXACT_WHOLE	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [ctheol:?] | [olcheol:?] | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | [olcheol:?] | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil; [qkeeody:?]; Trockengut; Stufe III; Krautdrogenstoff der Mittelstufe; [olcheol:?]; bis zur mittleren Trockenstufe, dann leicht erhitzen; trockener Drogenstoff; trocken angesetztes Arzneikompositum am Gradanfang; Grundansatz bis zur mittleren Heizstufe erwärmt	3	2	0
f100v	f100v.15	P	1	6	qoolkeey	QOOLKEEY_ACTION	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	Samenportion; vollständig getrocknet; abgemessene Fraktion II; Grundansatz; trockener Drogenstoff; erhitze den Drogenstoff vollständig und schließe ab; Trockengut; vollständig getrocknet; erhitze den Drogenstoff bis zur Mittelstufe; Trockenansatz aus kaltem Material; Samen-/Saatgutposten.	1	0	1
f100v	f100v.21	P	1	4	choy	EXACT_WHOLE	soral okor ol choy ly araroy okar cheeeal cheokeol orey	Samen-Rohstoffportion | heiße Drogenportion im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [choy:?] | rohes Drogenholz | [araroy:?] | heiße Drogenfraktion I im Ansatz | [cheeeal:?] | [cheokeol:?] | [orey:?]	Samen-Rohstoffportion | heiße Drogenportion im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenansatz leicht abschließen | rohes Drogenholz | [araroy:?] | heiße Drogenfraktion I im Ansatz | [cheeeal:?] | [cheokeol:?] | [orey:?]	Samen-Rohstoffportion; heiße Drogenportion im Ansatz; Grundansatz; Trockenansatz leicht abschließen; rohes Drogenholz; [araroy:?]; heiße Drogenfraktion I im Ansatz; [cheeeal:?]; [cheokeol:?]; [orey:?]	5	4	0
f102r1	f102r1.16	P	1	1	ddor	EXACT_WHOLE	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	[ddor:?] | [chordam:?] | Samenportion III | erhitze hiervon bis zur Endstufe und schließe ab | Qualitäts-/Wertfeld geschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | [doeoear:?] | Samen-/Saatgutposten | Rohdrogenfraktion I | miss eine Portion Droge ab	eine Portion als Dosis abmessen | [chordam:?] | Samenportion III | erhitze hiervon bis zur Endstufe und schließe ab | Qualitäts-/Wertfeld geschlossen | Grundansatz bis zur mittleren Heizstufe erwärmt | [doeoear:?] | Samen-/Saatgutposten | Rohdrogenfraktion I | miss eine Portion Droge ab	eine Portion als Dosis abmessen; [chordam:?]; Samenportion III; erhitze hiervon bis zur Endstufe und schließe ab; Grundansatz bis zur mittleren Heizstufe erwärmt; [doeoear:?]; Samen-/Saatgutposten; Rohdrogenfraktion I; miss eine Portion Droge ab	3	2	0
f102r1	f102r1.8	P	1	6	oteol	EXACT_WHOLE	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	[pshodaiin:?] | [qoorar:?] | [chopy:?] | [chofol:?] | Qualitätsgrad III | [oteol:?] | [qoteol:?] | eine Dosis Abguss	[pshodaiin:?] | [qoorar:?] | [chopy:?] | [chofol:?] | Qualitätsgrad III | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | [qoteol:?] | eine Dosis Abguss	[pshodaiin:?]; [qoorar:?]; [chopy:?]; [chofol:?]; Stufe III; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; [qoteol:?]; eine Dosis Abguss	6	5	0
f102v1	f102v1.14	P	1	4	oteol	EXACT_WHOLE	chor cheor ckhey oteol aeky	Pflanzen-/Reproduktionsteil | trockener Drogenteil | Arzneikompositum in der Gradmitte | [oteol:?] | [aeky:?]	Pflanzen-/Reproduktionsteil | trockener Drogenteil | Arzneikompositum in der Gradmitte | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | [aeky:?]	Pflanzenteil; trockener Drogenteil; Arzneikompositum in der Gradmitte; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; [aeky:?]	2	1	0
f102v1	f102v1.8	P	1	4	ctheol	EXACT_WHOLE	dairn ol chey ctheol qokeor os aiin cheor qokey choky	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | [ctheol:?] | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | heiß in der Mitte des Grades | heiß-trockene Zubereitung, Grundform	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | Krautdrogenstoff der Mittelstufe | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | heiß in der Mitte des Grades | heiß-trockene Zubereitung, Grundform	[dairn:?]; Grundansatz; bis zur mittleren Trockenstufe; Krautdrogenstoff der Mittelstufe; [qokeor:?]; [os:?]; drei Teile; trockener Drogenteil; bis zur mittleren Heizstufe; heiß-trockene Zubereitung, Grundform	4	3	0
f102v1	f102v1.9	P	1	4	sheky	SHEKY_ACTION	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	kühle den Ansatz ab und schließe | Arzneikompositum am Gradende | erhitze den Drogenstoff bis zur Mittelstufe | [sheky:?] | [qockheor:?] | Drogenportion | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	kühle den Ansatz ab und schließe | Arzneikompositum am Gradende | erhitze den Drogenstoff bis zur Mittelstufe | bis zur Mittelstufe einweichen, erhitzen und abschließen | [qockheor:?] | Drogenportion | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	kühle den Ansatz ab und schließe; Arzneikompositum am Gradende; erhitze den Drogenstoff bis zur Mittelstufe; bis zur Mittelstufe einweichen, erhitzen und abschließen; [qockheor:?]; Drogenportion; trocken angesetzte Zubereitung; trockener Wurzel/Wurzeldrogestoff/Trockengut; [qoteor:?]; abgemessene Fraktion I	3	2	0
f102v2	f102v2.19	P	1	5	cheos	EXACT_WHOLE	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	[deeeo:?] | [qoeeor:?] | Ansatzwasser | [eoy:?] | [cheos:?] | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | Wurzel | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okeeos:?] | Menge-/Klassenwert II	[deeeo:?] | [qoeeor:?] | Ansatzwasser | [eoy:?] | Charge eines mitteltrockenen Ansatzes | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | Wurzel | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okeeos:?] | Menge-/Klassenwert II	[deeeo:?]; [qoeeor:?]; Ansatzwasser; [eoy:?]; Charge eines mitteltrockenen Ansatzes; Grundansatz; Drogenportion; Grundansatz; [okeeos:?]; zwei Teile	5	4	0
f102v2	f102v2.23	P	1	5	oiees	EXACT_WHOLE	okey okey shey okey oiees or eey	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | [oiees:?] | Drogenportion | Endstufe abschließen	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | vollständig bereitete Ansatzcharge, Form I | Drogenportion | Endstufe abschließen	Ansatz bis zur mittleren Heizstufe; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe; Ansatz bis zur mittleren Heizstufe; vollständig bereitete Ansatzcharge, Form I; Endstufe abschließen	1	0	1
f103r	f103r.10	S	1	3	oain	EXACT_WHOLE	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	Grad-/Maßwert III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [oain:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | trocken; nominal trockenes Gut/Material | ein Maß heißen Ansatzes | trocken-kalte gebundene Form | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | [teolshy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | Samenportion | Menge-/Klassenwert II	Grad-/Maßwert III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | zwei Teile Ansatz | Grundansatz bis zur mittleren Heizstufe erwärmt | trocken; nominal trockenes Gut/Material | ein Maß heißen Ansatzes | trocken-kalte gebundene Form | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | [teolshy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | Samenportion | Menge-/Klassenwert II	drei Maße; Grundansatz; zwei Teile Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; Trockengut; ein Maß heißen Ansatzes; trocken-kalte gebundene Form; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; [teolshy:?]; Ansatz auf Kühlendstufe abgeschlossen; Samenportion; zwei Teile	2	1	0
