rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f100v	f100v.15	P	A	1	11	11	1	0	3	0	1.000000	8	8	1	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT642:ROUND_01 | GDT667:EXACT_WHOLE:qoolkeey | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qokeol | GDT661:EXACT_WHOLE:chotol | GDT660:S_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Samenportion; vollständig getrocknet; abgemessene Fraktion II; Grundansatz; trockener Drogenstoff; erhitze den Drogenstoff vollständig und schließe ab; Trockengut; vollständig getrocknet; erhitze den Drogenstoff bis zur Mittelstufe; Trockenansatz aus kaltem Material; Samen-/Saatgutposten.
2	0	f102v2	f102v2.23	P	A	1	7	7	0	0	5	0	1.000000	2	2	1	0	okey okey shey okey oiees or eey	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | vollständig bereitete Ansatzcharge, Form I | Drogenportion | Endstufe abschließen	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT667:EXACT_WHOLE:oiees | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT666:EEY_READER_MERGE_LEFT_NOVEL:oreey	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Ansatz bis zur mittleren Heizstufe; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe; Ansatz bis zur mittleren Heizstufe; vollständig bereitete Ansatzcharge, Form I; Endstufe abschließen
3	0	f103r	f103r.12	S	B	3	9	9	0	0	2	0	1.000000	7	7	1	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	zwei Teile Ansatz | feucht in der Mitte des Grades | Arzneikompositum: feucht, Gradanfang | kalter Ansatz am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | heiß am Ende des Grades, abgeschlossen | angefeuchtete Drogenfraktion I | Menge III | kalter Ansatz in der Mitte des Grades, abgeschlossen	GDT667:EXACT_WHOLE:oain | GDT647:FAMILY_MIGRATION | GDT651:STRONG_LEARNED_CKH_FAMILY | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qokeol | GDT647:FAMILY_MIGRATION | GDT662:EXACT_WHOLE:shar | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	zwei Teile Ansatz; bis zur mittleren Einweichstufe; Arzneikompositum: feucht, Gradanfang; Ansatz auf Kühlendstufe; erhitze den Drogenstoff bis zur Mittelstufe; bis zur Heizendstufe gebracht; angefeuchtete Drogenfraktion I; drei Teile; Ansatz auf mittlerer Kühlstufe abgeschlossen
4	0	f103v	f103v.13	S	B	3	11	11	3	0	2	0	1.000000	9	9	1	0	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	Grad-/Maßwert II | Endstufe abschließen | Drogenstoff leicht einweichen | kalter Ansatz in der Mitte des Grades | Holzdroge im Ansatz vollständig eingeweicht | kalt und feucht am Anfang des Grades, abgeschlossen | heißer Ansatz am Ende des Grades | Wurzelholz | Menge-/Klassenwert II | heiß im Zubereitungsrahmen, Grad I | eingeweichte Drogenbasis, Mittelstufe	V13:CONTEXTUAL_VALUE_SERIES | GDT666:EEY_ACTION:NONE | GDT667:EXACT_WHOLE:olshy | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:olshedy | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:lr | V13:VALUE_MINIM_SERIES | V13:QUALITY_DEGREE_SERIES | GDT663:EXACT_WHOLE:olshey	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	zwei Maße; Endstufe abschließen; Drogenstoff leicht einweichen; Ansatz bis zur mittleren Kühlstufe; Holzdroge im Ansatz vollständig eingeweicht; kalt und leicht angefeuchtet, abgeschlossen; Ansatz auf Heizendstufe; Wurzelholz; zwei Teile; heiß im Zubereitungsrahmen, Grad I; Holzdrogenansatz bis zur mittleren Einweichstufe
5	0	f105r	f105r.29	S	B	3	12	12	1	0	5	0	1.000000	7	8	1	0	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam	Ansatzcharge auf Endstufe | Holzdrogenansatz vollständig erhitzt und abgeschlossen | bereite einen Arzneikompositum-Ansatz in Grundstufe | Wurzel | Menge III | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion II im Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Zubereitungsdosis III | trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig | nimm hiervon ein Maß und kühle es	GDT665:EXACT_WHOLE:oees | GDT664:EXACT_WHOLE:olkeedy | GDT665:EXACT_WHOLE:qockhy | GDT661:R_BEFORE_VALUE | V13:TARGET_SURFACE_DEFAULT | V13:DRY_OL_FORM | GDT663:EXACT_WHOLE:okair | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qopchedy | GDT648:STRICT_WHOLE_COMPLETION | GDT667:EXACT_WHOLE:ypchedy | GDT665:EXACT_WHOLE:ytam	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Ansatzcharge auf Endstufe; Holzdrogenansatz vollständig erhitzt und abgeschlossen; bereite einen Arzneikompositum-Ansatz in Grundstufe; Wurzel; drei Teile; Trockengut; heiße Drogenfraktion II im Ansatz; Ansatz auf Kühlendstufe abgeschlossen; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; Zubereitungsdosis III; trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig; nimm hiervon ein Maß und kühle es
6	1	f105v	f105v.28	S	B	3	6	6	1	0	0	0	1.000000	6	6	1	1	oeoar ar al odor aiil otaiin	erste Fraktion eines erneut bis zur Mittelstufe bereiteten Ansatzes | Drogenfraktion I | Rohstoffklasse I | eine Portion Ansatz abmessen | Rohstoffklasse III | kalt im Zubereitungsrahmen, Grad III	GDT667:EXACT_WHOLE:oeoar | GDT654:NEW_EXACT_WHOLE | GDT655:NEW_EXACT_WHOLE | GDT666:EXACT_WHOLE:odor | GDT655:NEW_EXACT_WHOLE | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	erste Fraktion eines erneut bis zur Mittelstufe bereiteten Ansatzes; Drogenfraktion I; Rohstoff I; eine Portion Ansatz abmessen; Rohstoff III; kalt im Zubereitungsrahmen, Grad III
7	0	f106r	f106r.46	S	B	3	9	9	0	0	2	0	1.000000	7	7	1	0	sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol	drei Dosen Saatgutzubereitung abkühlen und trocknen | drei Dosen Feuchtansatz | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | nimm hiervon die erste erhitzte Drogenfraktion | heiß, Grad II | trocken am Ende des Grades, abgeschlossen | Holzstoff	GDT667:EXACT_WHOLE:sotchdaiin | GDT666:EXACT_WHOLE:shodaiin | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT664:EXACT_WHOLE:ykar | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	drei Dosen Saatgutzubereitung abkühlen und trocknen; drei Dosen Feuchtansatz; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur Heizendstufe gebracht; heiß, Grad III; nimm hiervon die erste erhitzte Drogenfraktion; heiß, Grad II; vollständig getrocknet; Holzstoff
8	0	f106v	f106v.35	S	B	3	12	12	0	0	3	0	1.000000	9	9	1	0	shody shockhy qokeey qokcho l kchedy shdy kchedy chedy qockhey okaiin al	vollständig eingeweichter Ansatz | Arzneikompositum im Feuchtansatz am Gradanfang | heiß am Ende des Grades | erhitze, trockne und setze an | heiß-trockenes Drogenmaterial | heiß und trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | heiß, Grad III, im Ansatzrahmen | Rohstoffklasse I	GDT663:EXACT_WHOLE:shody | GDT652:STRONG_COMPONENT_GRID | GDT647:FAMILY_MIGRATION | GDT667:EXACT_WHOLE:qokcho | GDT663:L_KNOWN_MERGE_LEFT:qokchol | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qockhey | V13:TARGET_SURFACE_DEFAULT | GDT655:NEW_EXACT_WHOLE	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	vollständig eingeweichter Ansatz; Arzneikompositum im Feuchtansatz am Gradanfang; bis zur Heizendstufe; heiß-trockenes Drogenmaterial; heiß und bis zur mittleren Trockenstufe gebracht; leicht angefeuchtet, abgeschlossen; heiß und bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; Ansatz auf Heizstufe III; Rohstoff I
9	0	f106v	f106v.39	S	B	3	4	4	0	0	2	0	1.000000	2	2	1	0	qokaiin chey kar oteol	heiß, Grad III | trocken in der Mitte des Grades | heiße Drogenfraktion I | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT667:EXACT_WHOLE:oteol	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß, Grad III; bis zur mittleren Trockenstufe; heiße Drogenfraktion I; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen
10	0	f107v	f107v.10	S	B	3	7	7	0	0	1	0	1.000000	6	6	1	0	shodaiin shey qokair qokaiin chokedy tain shedy	drei Dosen Feuchtansatz | feucht in der Mitte des Grades | erhitze die zweite Fraktion | heiß, Grad III | heiß-trockener Ansatz in der Gradmitte, abgeschlossen | kalt, Grad II | feucht in der Mitte des Grades, abgeschlossen	GDT666:EXACT_WHOLE:shodaiin | GDT647:FAMILY_MIGRATION | GDT667:EXACT_WHOLE:qokair | V13:TARGET_SURFACE_DEFAULT | GDT652:STRONG_COMPONENT_GRID | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	drei Dosen Feuchtansatz; bis zur mittleren Einweichstufe; erhitze die zweite Fraktion; heiß, Grad III; heiß-trockener Ansatz in der Gradmitte, abgeschlossen; kalt, Grad II; bis zur mittleren Einweichstufe gebracht
