occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v43_gloss_de	v44_gloss_de	v43_scope_state	v44_scope_state	v44_working_translation_de	exact_surface_dispatch	context_or_reader_dispatch	substring_dispatch
G667-T0001	f100r	f100r.20	1	1	1	oteol	L	ONLY	P	A	1	COLD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	LABEL_SIGLUM	<BOS>	<EOS>	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	O_PREP+T_COLD+E_MIDDLE+OL_MATERIAL	kalter Drogenstoff der mittleren Stufe	1	1	1	1	oteol	oteol	oteol	[oteol:?]	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	1	0	0
G667-T0002	f100r	f100r.22	5	5	9	cphol	P	MEDIAL	P	A	1	COMPOSITE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	ycheol	qotees	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	CPH_COMPOSITE+OL_MATERIAL	Drogenstoff einer zusammengesetzten Pulverfraktion	1	1	1	0	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	folshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	folsho dy choldaiin fchodycheol cphol qotees shey seso alcfhy	[cphol:?]	zusammengesetzter Drogenstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[folshody:?]; trocken, Grad III; [fchod:?]; trockener Drogenstoff dieser Droge; zusammengesetzter Drogenstoff; [qotees:?]; bis zur mittleren Einweichstufe; [aseso:?]; [alcfhy:?]	1	0	0
G667-T0003	f100r	f100r.23	3	3	12	cphol	P	MEDIAL	P	A	1	COMPOSITE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	chol	shol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	zusammengesetzter Drogenstoff	zusammengesetzter Drogenstoff	CPH_COMPOSITE+OL_MATERIAL	Drogenstoff einer zusammengesetzten Pulverfraktion	1	1	1	0	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	soiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	soiin chol cphol shol shol qockhol chor chol sho keey cy ykeeam	[cphol:?]	zusammengesetzter Drogenstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samen/Saatgutzubereitung, Form III; Trockengut; zusammengesetzter Drogenstoff; Feuchtgut; Feuchtgut; [qockhol:?]; Pflanzenteil; Trockengut; feuchter Ansatz; bis zur Heizendstufe; hierzu: [ykeeam:?]	1	0	0
G667-T0004	f100r	f100r.25	5	5	10	ctheol	P	MEDIAL	P	A	1	HERB	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	daiin	olcheol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Krautdrogenstoff der Mittelstufe	Krautdrogenstoff der Mittelstufe	CTH_HERB+E_MIDDLE+OL_MATERIAL	mäßig bereiteter Krautdrogenauszug	1	1	1	1	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	[ctheol:?]	Krautdrogenstoff der Mittelstufe	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	feuchter Drogenteil; [qkeeody:?]; Trockengut; Stufe III; Krautdrogenstoff der Mittelstufe; [olcheol:?]; bis zur mittleren Trockenstufe, dann leicht erhitzen; trockener Drogenstoff; trocken angesetztes Arzneikompositum am Gradanfang; Grundansatz bis zur mittleren Heizstufe erwärmt	1	0	0
G667-T0005	f100v	f100v.15	6	6	11	qoolkeey	P	MEDIAL	P	A	1	ACTION	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOOLKEEY_ACTION	cheol	chol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	erhitze den Drogenstoff vollständig und schließe ab	erhitze den Drogenstoff vollständig und schließe ab	QO_COMMAND+OL_MATERIAL+K_HOT+EE_END+Y_START_OR_CLOSE	gib vollständig erhitzten Drogenstoff hinzu	1	1	1	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor cheey dair al cheol qoolkeey chol cheey qokeol chotols	[qoolkeey:?]	erhitze den Drogenstoff vollständig und schließe ab	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samenportion; vollständig getrocknet; abgemessene Fraktion II; Grundansatz; trockener Drogenstoff; erhitze den Drogenstoff vollständig und schließe ab; Trockengut; vollständig getrocknet; erhitze den Drogenstoff bis zur Mittelstufe; Trockenansatz aus kaltem Material; Samen-/Saatgutposten.	1	0	0
G667-T0006	f100v	f100v.21	4	4	10	choy	P	MEDIAL	P	A	1	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	ol	ly	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Trockenansatz leicht abschließen	Trockenansatz leicht abschließen	CH_DRY+O_PREP+Y_START_OR_CLOSE	leicht getrockneter Ansatz	1	1	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey	[choy:?]	Trockenansatz leicht abschließen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samen-Rohstoffportion; heiße Drogenportion im Ansatz; Grundansatz; Trockenansatz leicht abschließen; rohes Drogenholz; [araroy:?]; heiße Drogenfraktion I im Ansatz; [cheeeal:?]; [cheokeol:?]; [orey:?]	1	0	0
G667-T0007	f102r1	f102r1.16	1	1	10	ddor	P	BOS	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	<BOS>	chordam	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion als Dosis abmessen	eine Portion als Dosis abmessen	D_MEASURE+D_MEASURE+OR_PORTION	eine doppelt abgemessene Portion	1	1	1	0	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ddor chordom soraiin ykeey dy okeol doeoeas saral dor	ddor chordam soraiin yeydy okeol oeoear s aral do	[ddor:?]	eine Portion als Dosis abmessen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	eine Portion als Dosis abmessen; [chordam:?]; Samenportion III; erhitze hiervon bis zur Endstufe und schließe ab; Grundansatz bis zur mittleren Heizstufe erwärmt; [doeoear:?]; Samen-/Saatgutposten; Rohdrogenfraktion I; miss eine Portion Droge ab	1	0	0
G667-T0008	f102r1	f102r1.8	6	6	8	oteol	P	MEDIAL	P	A	1	COLD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	daiin	qoteol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	O_PREP+T_COLD+E_MIDDLE+OL_MATERIAL	kalter Drogenstoff der mittleren Stufe	1	1	1	1	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	[oteol:?]	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[pshodaiin:?]; [qoorar:?]; [chopy:?]; [chofol:?]; Stufe III; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; [qoteol:?]; eine Dosis Abguss	1	0	0
G667-T0009	f102v1	f102v1.14	4	4	5	oteol	P	MEDIAL	P	A	1	COLD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	ckhey	aeky	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	O_PREP+T_COLD+E_MIDDLE+OL_MATERIAL	kalter Drogenstoff der mittleren Stufe	1	1	1	0	chor cheor ckhey oteol aeky	chor cheor ckhey oteol aikheky	chor cheor ckhey oteol aeky	[oteol:?]	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Pflanzenteil; trockener Drogenteil; Arzneikompositum in der Gradmitte; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; [aeky:?]	1	0	0
G667-T0010	f102v1	f102v1.8	4	4	10	ctheol	P	MEDIAL	P	A	1	HERB	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	chey	qokeor	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Krautdrogenstoff der Mittelstufe	Krautdrogenstoff der Mittelstufe	CTH_HERB+E_MIDDLE+OL_MATERIAL	mäßig bereiteter Krautdrogenauszug	0	0	1	0	dairn ol chey ctheol qokeor os aiin cheor qokey choky	daisn ol chey ckheol qokeor osaiin cheor qokey choky	dairn ol chey ctheol qokeor os aiin cheo r qokey choky	[ctheol:?]	Krautdrogenstoff der Mittelstufe	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[dairn:?]; Grundansatz; bis zur mittleren Trockenstufe; Krautdrogenstoff der Mittelstufe; [qokeor:?]; [os:?]; drei Teile; trockener Drogenteil; bis zur mittleren Heizstufe; heiß-trockene Zubereitung, Grundform	1	0	0
