joint_tuple_id	surface_examples	occurrences	pages	formal_formula_opaque	FORMAL_VALUE	strict_control_prompt	ATOMIC_OR_WHOLE_CARD_MNEMONIC	mnemonic_scope	LOCAL_IATROMEDICAL_EXPANSION	NONMEDICAL_RIVAL	UNKNOWN_EXEMPLAR_STATUS	source_lineage	V69_FINAL_CONTROL_CLASS	V69_SEMANTIC_CEILING
00d8ebe3c68294eeac39	chdal	1	f83r	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONE	UNKNOWN	UNKNOWN	mit der vorigen Mischung	OCCURRENCE_EXEMPLAR_ONLY: für die Arbeitsfrist halten	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
0275fbf14e07935b0a45	okeey|qokeey	7	f81v|f82r|f83r	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	TEMPERIEREN?	BIO_LOCAL_ONLY	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	OCCURRENCE_EXEMPLAR_ONLY: weitergeben || Einzelbecken füllen || Fluss bewegen || filtern und ablassen || +2 weitere lokale Defaults	MEANING_UNCONFIRMED;BIO_LOCAL_ONLY;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE	EXACT_WORKING_MNEMONIC	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
03626ca94cb17800d767	sheedy	1	f83r	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	UNKNOWN	UNKNOWN	wasche einmal und beende den Schritt	OCCURRENCE_EXEMPLAR_ONLY: durch Stationen führen	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
04a3877f0fc81b7597c9	ldy	2	f82r|f83r	CLOSE(LINK)	LINK_ACTIVE_STATE+TERMINAL	NONE	UNKNOWN	UNKNOWN	ziehe es ab und beende den Schritt	OCCURRENCE_EXEMPLAR_ONLY: Fluss bewegen || Zyklus wiederholen	FORMAL_VALUE_ONLY;SOURCE_MEANING_UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
07913ef9b1fb773cd325	okchedy|qokchedy	2	f81v|f83r	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	UNKNOWN	UNKNOWN	lasse es abkühlen und beende den Schritt	OCCURRENCE_EXEMPLAR_ONLY: weitergeben || durch Stationen führen	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
087a47b5423438cd6b6a	chokcheo	1	f56r	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN	UNKNOWN	trinke es bei Magenschmerz	OCCURRENCE_EXEMPLAR_ONLY: Materialprobe trennen	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
08bd5ca0c2ad137a056d	okey|qokey	2	f81v|f82r	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN	UNKNOWN	warmes Wasser	OCCURRENCE_EXEMPLAR_ONLY: absetzen und klären || nachfüllen und übergeben	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
0ab57b7166de99db3a55	lchy	1	f82r	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN	UNKNOWN	ziehe die klare Flüssigkeit ab	OCCURRENCE_EXEMPLAR_ONLY: filtern und ablassen	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
0bdc8b6db811b4e67a63	chary	1	f83r	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN	UNKNOWN	und lasse es abkühlen	OCCURRENCE_EXEMPLAR_ONLY: durch Stationen führen	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
0ec6a45e2950e8e7061d	chodaly	1	f56r	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN	UNKNOWN	die dünne untere Wurzel	OCCURRENCE_EXEMPLAR_ONLY: klebriges Feuchtlandmaterial übernehmen	UNKNOWN;LOCAL_EXPANSION_REQUIRES_EXEMPLAR;NO_CARD_LEVEL_RIVAL_SEMANTICS	V43_173_CARD_DEFAULT=V49_173_CARD_DEFAULT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1	UNKNOWN_EXEMPLAR_WHOLE_CARD	CREATIVE_MNEMONIC_OR_FORMAL_ROLE_ONLY;NO_LEXEME_CLAIM
