unit_id	page	register	visible_group_count	shared_formal_skeleton	fixed_control_summary	primary_iatromedical_title	primary_iatromedical_text_tagged	equally_visible_practical_title	equally_visible_practical_text_tagged	historical_mechanism	primary_unsupported_content	practical_unsupported_content	content_parity_status	content_confidence
H1	f10r	HERBAL	14	OWNER > ROOT/PART > PREPARE_MEDIUM > APPLY_WITH_PARAMETER > SECOND_STATE	ANWENDEN?|MASS?|BEREIT?|FORMAL_LINK	Wurzelwasser und warmer Nachgebrauch	[IMAGE:Dipsacaceae-artiger Simplex als H1-Bildbesitzer.][GENRE:Nimm den unteren Wurzelstock, säubere und zerschneide ihn.][EXEMPLAR:Gib ihn mit Quellwasser in einen Brenn- oder Auszugshafen und fange den ersten Lauf in Glas auf.][CARD:ANWENDEN?][CARD:MASS?][EXEMPLAR:Gib den aktiven Lauf innerlich in kleiner örtlicher Gabe gegen Stechen im Leib und verwahre den Rest verschlossen.][REGISTER:ACTIVE=H1:I001.][EXEMPLAR:Erwärme denselben ersten Lauf für frischen Gebrauch gelinde.][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][CARD:BEREIT?][EXEMPLAR:Beende nach örtlichem Bereitschaftskriterium.]	Seifenkraut-Waschsud für feine Wolle und Badleinen	[IMAGE_RIVAL:Saponaria-artige Wurzel als alternativer H1-Bildbesitzer.][GENRE:Grabe den Wurzelstock, wasche und schneide ihn.][EXEMPLAR:Koche oder ziehe ihn in weichem Wasser aus und fange den ersten starken Sud in einem glasierten Gefäß auf.][CARD:ANWENDEN?][CARD:MASS?][EXEMPLAR:Gebrauche den aktiven Sud nach Werkstattmaß zum Reinigen feiner Wolle oder Badleinen und verwahre den Rest bedeckt.][REGISTER:ACTIVE=H1:I001.][EXEMPLAR:Erwärme denselben Sud gelinde.][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][CARD:BEREIT?][EXEMPLAR:Beende nach der örtlichen Waschprobe.]	Illustrierter Simplex-Artikel und Pflanzenwaschsud besitzen dieselbe take-prepare-use-Folge; Seifenkraut als Waschmittel und Wurzelextrakte als Arznei sind historische Gattungsmechanismen, keine Bildidentifikation.	Teufelsabbiss, Quellwasser, Brennhafen, innerer Gebrauch, Leibstechen, Glas, Dosis und Wärme.	Seifenkraut, Wollstoff, Badleinen, Waschkessel, glasierter Behälter, Waschprobe und Wärme.	PARITY_MEDICAL_DISPLAY_FIRST	0.31
H2	f10r	HERBAL	24	OWNER_RESET > FIRST_FRACTION > MEASURE/HEAT > SECOND_FRACTION > PREVIOUS > COMBINE/CLOSE	BEREIT?|ANSATZ?|MASS?|VORIGES?|FORMAL_LINK	Zwei Blütenfraktionen als äußerer Salbenansatz	[IMAGE:Derselbe illustrierte Dipsacaceae-artige Simplex, aber neuer H2-Record.][GENRE:Nimm Blütenköpfe und junge Blätter.][CARD:BEREIT?][EXEMPLAR:Ernte sie beim ersten Öffnen.][CARD:ANSATZ?][GENRE:Zerstoße und presse durch Tuch.][EXEMPLAR:Fange die erste Fraktion auf und gib Öl hinzu.][CARD:MASS?][EXEMPLAR:Erwärme in örtlicher Menge.][IMAGE:Nimm vor voller Blüte eine zweite Portion der Spitzen.][CARD:ANSATZ?][REGISTER:ACTIVE=H2:I001.][CARD:VORIGES?][REGISTER:PREVIOUS=H2:I001; kein H1-Carry.][CARD:MASS?][GENRE:Verbinde beide Fraktionen.][CARD:ANSATZ?][CARD:ANSATZ?][EXEMPLAR:Rühre bei kleinem Feuer bis zu einer weichen Salbe, verwahre bedeckt und lege äußerlich auf Geschwür oder harte Schwellung.]	Zwei Pflanzenfraktionen als weicher Reiniger	[IMAGE_RIVAL:Derselbe alternativ als Saponaria gelesene Bildbesitzer, neuer H2-Record.][GENRE:Nimm Blütenspitzen und junge Blätter.][CARD:BEREIT?][EXEMPLAR:Ernte nach örtlichem Reifezeichen.][CARD:ANSATZ?][GENRE:Zerstoße und presse durch Tuch.][EXEMPLAR:Fange die erste Fraktion auf und gib geklärte Holzaschenlauge hinzu.][CARD:MASS?][EXEMPLAR:Erwärme in Werkstattmenge.][IMAGE_RIVAL:Nimm eine zweite Portion der Spitzen.][CARD:ANSATZ?][REGISTER:ACTIVE=H2:I001.][CARD:VORIGES?][REGISTER:PREVIOUS=H2:I001; kein H1-Carry.][CARD:MASS?][GENRE:Verbinde beide Fraktionen.][CARD:ANSATZ?][CARD:ANSATZ?][EXEMPLAR:Rühre bei kleinem Feuer zu einem Pflanzenreiniger, verwahre bedeckt und wasche Kragen, Ärmel oder Badtextilien.]	Zweifraktionenrezepte, Tuchpressung, Maß, Erwärmung und Aufbewahrung funktionieren in Salben- wie Waschmittelrezeptur; die sichtbare Doppelkarte bleibt ungelöst.	Pflanzenidentität, Blütetermin, Öl, Feuer, Salbenkonsistenz, Geschwür und Schwellung.	Saponaria, Reifezeichen, Aschenlauge, Feuer, Reinigerkonsistenz und Textilien.	CONTENT_PARITY	0.30
H3	f11r	HERBAL	17	OWNER > FLOWER_EXTRACT > CLARITY > RESERVED_PART > MEASURED_USE > OIL_STATE	KLAR?|MASS?|BEREIT?	Veilchenwein und äußeres Veilchenöl	[IMAGE:Viola-artiger Simplex als riskanter Bildbesitzer.][GENRE:Nimm im ersten Frühjahr Blüten und junge Blätter, koche in reinem Wein, wringe durch feines Tuch, lasse stehen und seihe nochmals.][CARD:KLAR?][EXEMPLAR:Prüfe örtlich und lasse abkühlen.][EXEMPLAR:Behalte einen Teil frischer Blüten für die zweite Arznei.][GENRE:Gib vom ersten Auszug als Trank.][CARD:MASS?][EXEMPLAR:Verwende eine kleine örtliche Menge bei bedrücktem Gemüt und beschwerter Brust.][GENRE:Erwärme die zurückbehaltenen Blüten in Öl.][CARD:BEREIT?][EXEMPLAR:Streiche das fertige Öl äußerlich um die Lider.]	Veilchenwasser und Duftöl für Bad und Wäsche	[IMAGE_RIVAL:Viola-artiger Duftstoffbesitzer.][GENRE:Nimm im ersten Frühjahr Blüten und junge Blätter, ziehe sie in Wein oder weichem Wasser aus, wringe durch feines Tuch, lasse stehen und seihe nochmals.][CARD:KLAR?][EXEMPLAR:Prüfe örtlich und lasse abkühlen.][EXEMPLAR:Behalte einen Teil der Blüten für die zweite Duftfraktion.][GENRE:Gib vom ersten klaren Auszug in das letzte Spülwasser.][CARD:MASS?][EXEMPLAR:Verwende ein kleines Werkstattmaß für Badleinen oder die warme Stube.][GENRE:Erwärme die zurückbehaltenen Blüten in Öl.][CARD:BEREIT?][EXEMPLAR:Verwahre das Duftöl für Haar, Tücher oder Badstube.]	Spätmittelalterliche Pflanzen-, Parfüm- und Körperpflegerezeptare teilen Extraktion, Filtration, Ölmazeration und verzweigten Gebrauch.	Viola, Frühjahr, Wein, Trank, Gemüt, Brust, Öl, Lider und alle konkreten Handlungen.	Viola, Duftzweck, Spülwasser, Badleinen, warme Stube, Haar, Öl und alle konkreten Handlungen.	PARITY_MEDICAL_DISPLAY_FIRST	0.36
H4	f55v	HERBAL	18	OWNER > FIRST_BATCH/MEASURE > SETTLE/STORE > FIRST_USE > SECOND_TARGET_BATCH	MASS?|ANSATZ?|FORMAL_STANDARD|FORMAL_TARGET	Blattauszug, Wundwäsche und warmer Umschlag	[IMAGE:Allium- oder Plantago-artiger Blattbesitzer.][FORMAL:STANDARDSLOT_SETZEN.][CARD:MASS?][IMAGE:Nimm ein örtliches Maß breiter Blätter.][GENRE:Zerstoße, gib Weißwein hinzu, verschließe und lasse kühl stehen.][CARD:MASS?][GENRE:Wringe durch Leinwand, lasse klar absetzen und verwahre den Auszug.][EXEMPLAR:Wasche damit einmal eine unreine äußere Wunde.][CARD:MASS?][EXEMPLAR:Nimm zurückbehaltene Blätter.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][GENRE:Erwärme gelinde.][CARD:ANSATZ?][EXEMPLAR:Mische mit Honig und lege den warmen Umschlag frisch auf.]	Waidmaische und zweiter Färbebottich	[IMAGE_RIVAL:Isatis-artige breite Färberpflanze.][FORMAL:STANDARDSLOT_SETZEN.][CARD:MASS?][IMAGE_RIVAL:Nimm ein örtliches Maß breiter Färberblätter.][GENRE:Zerstoße, gib alkalische Flüssigkeit hinzu, verschließe und lasse kühl gären.][CARD:MASS?][GENRE:Wringe durch Leinwand, lasse absetzen und verwahre den Farbauszug.][EXEMPLAR:Benetze einmal einen kleinen Wollprobestreifen.][CARD:MASS?][EXEMPLAR:Nimm zurückbehaltene Blätter.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][GENRE:Erwärme gelinde.][CARD:ANSATZ?][EXEMPLAR:Mische mit Kleie oder Aschenlauge und färbe die frische Probe.]	Pflanzenmaische, Tuchfiltration, Stehenlassen, Probeanwendung und zweite Charge gehören sowohl zu äußerer Kräuterbereitung als zu Färberezepten.	Allium/Plantago, Weißwein, Wunde, Honig, Umschlag, Körperstelle und alle Operationen.	Waid, alkalische Flüssigkeit, Gärung, Wolle, Bottich, Kleie/Asche, Farbe und alle Operationen.	PARITY_MEDICAL_DISPLAY_FIRST	0.29
H5	f56r	HERBAL	27	OWNER > COLLECT/MEASURE > SHORT_TARGET_USE > REMOVE/REPEAT > DRY/STORE > SECOND_EXTRACT > SELECT/MEASURE	MASS?|ANWENDEN?|ZIEL?|ANTEIL?	Sonnentau-Hautgebrauch und Brusttrank	[IMAGE:Drosera-artiger Feuchtkrautbesitzer als Hochrisikoidentität.][GENRE:Sammle das oberirdische Kraut zu Beginn der Blüte.][CARD:MASS?][EXEMPLAR:Nimm nur eine kleine örtliche Menge.][GENRE:Zerstoße frische klebrige Blätter.][CARD:ANWENDEN?][CARD:ZIEL?][EXEMPLAR:Lege sie kurz auf eine einzelne Warze oder ein Hühnerauge.][GENRE:Nimm ab, wasche mit Wasser und beende oder wiederhole nur bei Verträglichkeit.][IMAGE:Nimm übrige blühende Stiele, trockne im Schatten, zerreibe und verwahre trocken.][GENRE:Setze mit mildem Wein an und seihe durch Tuch.][EXEMPLAR:Füge Honig hinzu, erwärme und gib bei trockenem Husten.][CARD:ANTEIL?][CARD:MASS?][EXEMPLAR:Gib eine kleine örtliche Portion.]	Turnsole-Farbtüchlein und späterer Malfarbenauszug	[IMAGE_RIVAL:Chrozophora-artiger Farbkrautbesitzer als Hochrisikoidentität.][GENRE:Sammle oberirdische Teile zu Blüte und Frucht.][CARD:MASS?][EXEMPLAR:Nimm eine kleine Werkstattmenge.][GENRE:Zerstoße saftige Teile.][CARD:ANWENDEN?][CARD:ZIEL?][EXEMPLAR:Trage den Saft kurz auf bezeichnete Leinentüchlein auf.][GENRE:Nimm ab, trockne im Schatten und wiederhole nur bei guter Farbprobe.][IMAGE_RIVAL:Nimm übrige Stiele, trockne, zerreibe und verwahre trocken.][GENRE:Löse aus einem Farbtüchlein mit Wein oder Gummiwasser und seihe durch Tuch.][EXEMPLAR:Verdicke gelinde und verwahre für Buchmalerei.][CARD:ANTEIL?][CARD:MASS?][EXEMPLAR:Entnimm je Gebrauch eine kleine Werkstattportion.]	Kurze Zielanwendung, Abnahme, Wiederholung, Schattentrocknung, Vorrat und zweite Extraktion tragen medizinische wie farbtechnische Rezeptur.	Drosera, Moor, Blütezeit, Warze/Hühnerauge, Verträglichkeit, Wein, Honig, Husten und alle Handlungen.	Chrozophora, Fruchtzeit, Farbtüchlein, Farbprobe, Gummiwasser, Buchmalerei und alle Handlungen.	PARITY_PRACTICAL_LOCALLY_STRONGER	0.27
B1	f81v	BIOLOGICAL	66	STATION > ACTIVE_CHARGES > PARAMETER/LINK/TARGET > TEMPER/USE > FLUSH/TRANSFER	SPÜLEN?|ZIEL?|VORIGES?|MASS?|ANWENDEN?|TEMPERIEREN?|FORMAL_SET_LINK_TARGET	Therapeutische Badeflotte und Beckenbeschickung	[IMAGE:Becken und verbindende Läufe als sichtbare Apparatur.][CARD:SPÜLEN?][GENRE:Setze eine Kräuter-Badeflotte an und führe recordlokale Posten zusammen.][FORMAL:STANDARDSLOT_SETZEN.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][CARD:ZIEL?][CARD:VORIGES?][CARD:MASS?][EXEMPLAR:Temperiere, lasse stehen und prüfe den Arbeitszustand.][CARD:TEMPERIEREN?][CARD:ANWENDEN?][EXEMPLAR:Verwende einen Teil als äußere Badewaschung.][CARD:SPÜLEN?][EXEMPLAR:Fülle nach, lasse absetzen, kläre durch Tuch und übergib an die nächste Station.]	Badehaus-Grundversorgung und Pflanzenreiniger	[IMAGE:Becken und verbindende Läufe als sichtbare Apparatur.][CARD:SPÜLEN?][GENRE:Setze Wasser- oder Pflanzenreinigerchargen an und führe recordlokale Posten zusammen.][FORMAL:STANDARDSLOT_SETZEN.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][CARD:ZIEL?][CARD:VORIGES?][CARD:MASS?][EXEMPLAR:Temperiere, lasse stehen und prüfe den Betriebszustand.][CARD:TEMPERIEREN?][CARD:ANWENDEN?][EXEMPLAR:Verwende einen Teil zum Reinigen von Wanne oder Badleinen.][CARD:SPÜLEN?][EXEMPLAR:Fülle nach, lasse absetzen, kläre durch Tuch und übergib an die nächste Station.]	Heilbad und gewöhnliche Badstube teilen reale Versorgung, Wärme, Wasser, Reinigung und Personal; das Diagramm entscheidet den Zweck nicht.	Kräuterflotte, Badewaschung, Patient/Körper, Tuch, Wasser, Wärme und alle konkreten Stationshandlungen.	Pflanzenreiniger, Wanne, Badleinen, Personal, Tuch, Wasser, Wärme und alle konkreten Stationshandlungen.	CONTENT_PARITY	0.34
B2	f82r	BIOLOGICAL	62	CLEAN/CHARGE > TARGET > TEMPER/FILTER > EDGE_CARRY > APPLY > REFILL/CHECK > DRAIN > SECOND_CYCLE	TEMPERIEREN?|ANWENDEN?|KLAR?|MASS?|ABLASSEN?|ZIEL?|FORMAL_SET_TARGET	Teilbad, örtliche Waschung und warmer Nachgang	[IMAGE:Figuren, getrennte Zonen, Becken und Zugänge.][GENRE:Reinige Gefäß und bereite eine temperierte Kräuterflotte.][EXEMPLAR:Führe die Badende in ein örtliches Teil- oder Sitzbad.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][CARD:TEMPERIEREN?][GENRE:Kläre durch Tuch und halte denselben Standard über den f82r-Kantencarry.][FORMAL:STANDARDSLOT_SETZEN.][CARD:ANWENDEN?][EXEMPLAR:Gebrauche am bezeichneten Körperbereich.][CARD:KLAR?][CARD:MASS?][EXEMPLAR:Fülle nach, prüfe und benetze.][CARD:ABLASSEN?][EXEMPLAR:Schließe den Ablauf.][CARD:ZIEL?][EXEMPLAR:Bereite einen kühleren oder warmen zweiten Waschgang und eine warme Tuchauflage.]	Gewöhnlicher Kundenbad- und Wannenwechsel	[IMAGE:Figuren, getrennte Zonen, Becken und Zugänge.][GENRE:Reinige Wanne und bereite temperiertes Badwasser.][EXEMPLAR:Führe den Kunden in ein Sitz- oder Schwitzbad.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][CARD:TEMPERIEREN?][GENRE:Kläre durch Tuch und halte denselben Standard über den f82r-Kantencarry.][FORMAL:STANDARDSLOT_SETZEN.][CARD:ANWENDEN?][EXEMPLAR:Gebrauche die Charge an der bezeichneten Wanne.][CARD:KLAR?][CARD:MASS?][EXEMPLAR:Fülle nach, prüfe und spüle.][CARD:ABLASSEN?][EXEMPLAR:Schließe den Ablauf.][CARD:ZIEL?][EXEMPLAR:Bereite den kühleren Endspülgang und reiche ein warmes Tuch.]	Therapeutisches und hygienisches Bad verwenden dieselbe Wannen-, Temperatur-, Filter-, Ablauf- und Tuchfolge; keine Diagnose ist sichtbar.	Kräuterflotte, Patientin, Körperbereich, Teilbad, Tuch, Wasser, Temperatur und alle lokalen Operationen.	Kunde, Badstube, Wanne, Badwasser, Endspülung, Tuch, Temperatur und alle lokalen Operationen.	CONTENT_PARITY	0.39
B3	f83r	BIOLOGICAL	86	SETTLE/ALLOCATE > MIX/TEMPER > USE > RINSE/DRAIN > SECOND_CHARGE > RETURN	MASS?|ABLASSEN?|ANWENDEN?|ANSATZ?|SPÜLEN?|ZIEL?|BEREIT?|TEMPERIEREN?|FORMAL_SET_LINK_TARGET	Warmer Bade- und äußerer Lavagezyklus	[IMAGE:Becken, Auslässe und Leitungsgänge.][GENRE:Setze eine Bade- oder Waschflotte ab, teile einen Posten zu und führe ihn an den Arbeitsort.][CARD:MASS?][CARD:ABLASSEN?][FORMAL:STANDARDSLOT_SETZEN.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][EXEMPLAR:Fülle nach, mische und benetze den bezeichneten Körper- oder Beckenbereich.][CARD:TEMPERIEREN?][CARD:ANWENDEN?][CARD:ANSATZ?][CARD:SPÜLEN?][CARD:ABLASSEN?][CARD:ZIEL?][CARD:BEREIT?][EXEMPLAR:Führe eine zweite Charge zum Prüfzustand, wiederhole Waschung und Ablauf und leite den klaren Rest zurück.]	Zisternen-, Misch- und Rücklaufplan	[IMAGE:Becken, Auslässe und Leitungsgänge.][GENRE:Lass Zulaufwasser absetzen, teile einen Posten zu und führe ihn an die Station.][CARD:MASS?][CARD:ABLASSEN?][FORMAL:STANDARDSLOT_SETZEN.][FORMAL:LOKALEN_RELATIONSSLOT_SETZEN.][EXEMPLAR:Fülle nach, mische und verteile zwischen den bezeichneten Becken.][CARD:TEMPERIEREN?][CARD:ANWENDEN?][CARD:ANSATZ?][CARD:SPÜLEN?][CARD:ABLASSEN?][CARD:ZIEL?][CARD:BEREIT?][EXEMPLAR:Führe eine zweite Charge zum Prüfzustand, wiederhole Spülung und Ablauf und leite den klaren Rest zurück.]	Äußere Lavage und hydraulischer Anlagenbetrieb besitzen dieselbe anonyme Betriebsalgebra; figurfreie Auslassowner stützen Technik, Seitenfiguren stützen Badgebrauch.	Badeflotte, Körperbereich, Lavage, Patient, Wasser, Temperatur, Beckenfunktion und Flussrichtung.	Zulauf, Zisterne, Beckenfunktion, Wasserqualität, Rücklauf, Flussrichtung, Temperatur und Wartungszweck.	CONTENT_PARITY	0.35
B4	f83r	BIOLOGICAL	47	SELECT/TEMPER > CONTACT/APPLY > FILTER/RINSE > DRAIN > FINAL_TARGET	TEMPERIEREN?|SPÜLEN?|ANTEIL?|ANWENDEN?|MASS?|ABLASSEN?|ANSATZ?|KLAR?|ZIEL?|FORMAL_LINK	Warme Haut- oder Wundwäsche mit Tuch	[GENRE:Tauche ein Tuch oder eine Auflage in den vorbereiteten Waschzusatz.][CARD:ANTEIL?][CARD:TEMPERIEREN?][CARD:ANWENDEN?][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][EXEMPLAR:Wasche eine äußere Haut- oder Wundstelle und lege das warme Tuch auf.][CARD:MASS?][CARD:SPÜLEN?][CARD:ABLASSEN?][CARD:ANSATZ?][CARD:KLAR?][CARD:ZIEL?][EXEMPLAR:Seihe den Rest, reinige Gefäß und Lauf, lasse ab und fülle eine Schlussportion nach.]	Warmer Leinen-, Filter- und Wannenreinigungsgang	[GENRE:Tauche Filtertuch oder Badleinen in den vorbereiteten Pflanzenreiniger.][CARD:ANTEIL?][CARD:TEMPERIEREN?][CARD:ANWENDEN?][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][EXEMPLAR:Reibe Tuch oder Filter und halte den Waschposten warm.][CARD:MASS?][CARD:SPÜLEN?][CARD:ABLASSEN?][CARD:ANSATZ?][CARD:KLAR?][CARD:ZIEL?][EXEMPLAR:Seihe den Rest, reinige Wanne und Lauf, lasse ab und übergib zum Trockenplatz.]	Warme Kräuterauflage und Textil-/Filterwäsche teilen Tuch, Wärme, Flüssigkeit, Spülung und Ablauf; nur der Owner trennt sie.	Haut, Wunde, Arzneizusatz, Körperowner, Tuch, Wasser, Wärme und alle Operationen.	Badleinen, Filter, Pflanzenreiniger, Wanne, Trockenplatz, Wasser, Wärme und alle Operationen.	PARITY_MEDICAL_DISPLAY_FIRST	0.33
B5	f83r	BIOLOGICAL	11	LOCAL_REMAINDER > HEAT/HOLD > TARGET/LINK/MEASURE > HANDOFF	ZIEL?|MASS?|FORMAL_LINK	Medizinischer Wärme- und Übergabenachtrag	[REGISTER:OWNER=B5:O01; Recordreset.][EXEMPLAR:Ziehe den recordlokalen Restposten ab, erwärme ihn einmal und halte ihn für die örtliche Frist.][CARD:ZIEL?][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][CARD:MASS?][EXEMPLAR:Führe ihn an die nächste Behandlungsstation weiter.]	Boiler- und Heißwasserübergabezettel	[REGISTER:OWNER=B5:O01; Recordreset.][EXEMPLAR:Ziehe den Rest aus dem kleinen Boiler ab, erhitze ihn einmal und halte ihn für die örtliche Frist.][CARD:ZIEL?][FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN.][CARD:MASS?][EXEMPLAR:Reiche ihn an die nächste Wanne oder Mischstation weiter.]	Ein kurzer Heiz-/Halte-/Übergabezettel ist in Badtherapie und Anlagenbetrieb möglich; fehlende Krankheitsklausel stützt Technik.	Restarznei, Wärme, Frist, Behandlungsstation und Übergabehandlung.	Boiler, Heißwasser, Frist, Wanne/Mischstation, Personal und Übergabehandlung.	PARITY_PRACTICAL_LOCALLY_STRONGER	0.31
