local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
4	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1750	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1750	f67r2	CELESTIAL	f67r2.1	zwei lokale Himmelsraeder	s	S	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	1	1	0	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E1750@1|LOCAL_ACTION:P912-E1750@1:S]	Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E1750@1|LOCAL_ACTION:P912-E1750@1:S|S_CELESTIAL_SELECT]	Wähle aus.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
7	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1753	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1753	f67r2	CELESTIAL	f67r2.2	zwei lokale Himmelsraeder	ols	OL+S	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	1	1	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1753@1|LOCAL_CONTROL:P912-E1753@1:OL] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E1753@2|LOCAL_ACTION:P912-E1753@2:S]	im Rahmen [LOCAL_CONTROL:P912-E1753@1:OL]: weiter im selben Arbeitsgang; Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E1753@1|LOCAL_CONTROL:P912-E1753@1:OL|GDT582_RETAINED_NON_TARGET] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E1753@2|LOCAL_ACTION:P912-E1753@2:S|S_CELESTIAL_SELECT]	im Rahmen [LOCAL_CONTROL:P912-E1753@1:OL]: weiter im selben Arbeitsgang; Wähle aus.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
8	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1754	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1754	f67r2	CELESTIAL	f67r2.2	zwei lokale Himmelsraeder	eesydy	EE+S+Y+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E1754@1|LOCAL_ACTION:P912-E1754@2:S] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E1754@2|LOCAL_ACTION:P912-E1754@2:S] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E1754@3|LOCAL_ACTION:P912-E1754@2:S] [4:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1754@4|LOCAL_ACTION:P912-E1754@2:S] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E1754@5|LOCAL_ACTION:P912-E1754@2:S]	Wähle aus: auf Ringstufe II, Ringposition, an der unteren Ringstelle, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E1754@1|LOCAL_ACTION:P912-E1754@2:S|GDT582_RETAINED_NON_TARGET] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E1754@2|LOCAL_ACTION:P912-E1754@2:S|S_CELESTIAL_SELECT] [3:Y=Ringposition|LOCAL_COMPONENT:P912-E1754@3|LOCAL_ACTION:P912-E1754@2:S|GDT582_RETAINED_NON_TARGET] [4:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1754@4|LOCAL_ACTION:P912-E1754@2:S|GDT582_RETAINED_NON_TARGET] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E1754@5|LOCAL_ACTION:P912-E1754@2:S|GDT582_RETAINED_NON_TARGET]	Wähle aus: auf Ringstufe II, Ringposition, an der unteren Ringstelle, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
10	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1756	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1756	f67r2	CELESTIAL	f67r2.3	zwei lokale Himmelsraeder	shs	SH+S	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	2	2	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E1756@1|LOCAL_ACTION:P912-E1756@1:SH] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E1756@2|LOCAL_ACTION:P912-E1756@2:S]	Halte fest; Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	2	S|SH	SH_CELESTIAL_FIX|S_CELESTIAL_SELECT	[1:SH=Halte die Position fest|LOCAL_COMPONENT:P912-E1756@1|LOCAL_ACTION:P912-E1756@1:SH|SH_CELESTIAL_FIX] [2:S=Wähle aus|LOCAL_COMPONENT:P912-E1756@2|LOCAL_ACTION:P912-E1756@2:S|S_CELESTIAL_SELECT]	Halte die Position fest; Wähle aus.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
12	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1758	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1758	f67r2	CELESTIAL	f67r2.4	zwei lokale Himmelsraeder	shekchy	SH+E+K+CH+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:SH=Halte fest|LOCAL_COMPONENT:P912-E1758@1|LOCAL_ACTION:P912-E1758@1:SH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E1758@2|LOCAL_ACTION:P912-E1758@1:SH] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E1758@3|LOCAL_ACTION:P912-E1758@3:K] [4:CH=Lies ab|LOCAL_COMPONENT:P912-E1758@4|LOCAL_ACTION:P912-E1758@4:CH] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E1758@5|LOCAL_ACTION:P912-E1758@4:CH]	Halte fest: auf Ringstufe I; Ordne zu; Lies ab: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	SH	SH_CELESTIAL_FIX	[1:SH=Halte die Position fest|LOCAL_COMPONENT:P912-E1758@1|LOCAL_ACTION:P912-E1758@1:SH|SH_CELESTIAL_FIX] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E1758@2|LOCAL_ACTION:P912-E1758@1:SH|GDT582_RETAINED_NON_TARGET] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E1758@3|LOCAL_ACTION:P912-E1758@3:K|GDT582_RETAINED_NON_TARGET] [4:CH=Lies ab|LOCAL_COMPONENT:P912-E1758@4|LOCAL_ACTION:P912-E1758@4:CH|GDT582_RETAINED_NON_TARGET] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E1758@5|LOCAL_ACTION:P912-E1758@4:CH|GDT582_RETAINED_NON_TARGET]	Halte die Position fest: auf Ringstufe I; Ordne zu; Lies ab: Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
13	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1759	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1759	f67r2	CELESTIAL	f67r2.4	zwei lokale Himmelsraeder	sykos	S+Y+K+O+S_ADDR	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E1759@1|LOCAL_ACTION:P912-E1759@1:S] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E1759@2|LOCAL_ACTION:P912-E1759@1:S] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E1759@3|LOCAL_ACTION:P912-E1759@3:K] [4:O=in Eintragsform|LOCAL_COMPONENT:P912-E1759@4|LOCAL_ACTION:P912-E1759@3:K] [5:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E1759@5|LOCAL_ACTION:P912-E1759@3:K]	Wähle aus: Ringposition; Ordne zu: in Eintragsform, an der seitlichen Ringstelle.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:S=Wähle aus|LOCAL_COMPONENT:P912-E1759@1|LOCAL_ACTION:P912-E1759@1:S|S_CELESTIAL_SELECT] [2:Y=Ringposition|LOCAL_COMPONENT:P912-E1759@2|LOCAL_ACTION:P912-E1759@1:S|GDT582_RETAINED_NON_TARGET] [3:K=Ordne zu|LOCAL_COMPONENT:P912-E1759@3|LOCAL_ACTION:P912-E1759@3:K|GDT582_RETAINED_NON_TARGET] [4:O=in Eintragsform|LOCAL_COMPONENT:P912-E1759@4|LOCAL_ACTION:P912-E1759@3:K|GDT582_RETAINED_NON_TARGET] [5:S_ADDR=an der seitlichen Ringstelle|LOCAL_COMPONENT:P912-E1759@5|LOCAL_ACTION:P912-E1759@3:K|GDT582_RETAINED_NON_TARGET]	Wähle aus: Ringposition; Ordne zu: in Eintragsform, an der seitlichen Ringstelle.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
16	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1762	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1762	f67r2	CELESTIAL	f67r2.6	zwei lokale Himmelsraeder	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	6	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	6	6	0	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1762@1|LOCAL_ACTION:P912-E1762@2:CH] [2:CH=Lies ab|LOCAL_COMPONENT:P912-E1762@2|LOCAL_ACTION:P912-E1762@2:CH] [3:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E1762@3|LOCAL_ACTION:P912-E1762@2:CH] [4:T=Stelle ein|LOCAL_COMPONENT:P912-E1762@4|LOCAL_ACTION:P912-E1762@4:T] [5:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E1762@5|LOCAL_ACTION:P912-E1762@4:T] [6:Y=Ringposition|LOCAL_COMPONENT:P912-E1762@6|LOCAL_ACTION:P912-E1762@4:T]	Lies ab: an der unteren Ringstelle, auf Ringstufe I; Stelle ein: an der oberen Ringstelle, Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	T	T_CELESTIAL_SET	[1:D_ADDR=an der unteren Ringstelle|LOCAL_COMPONENT:P912-E1762@1|LOCAL_ACTION:P912-E1762@2:CH|GDT582_RETAINED_NON_TARGET] [2:CH=Lies ab|LOCAL_COMPONENT:P912-E1762@2|LOCAL_ACTION:P912-E1762@2:CH|GDT582_RETAINED_NON_TARGET] [3:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E1762@3|LOCAL_ACTION:P912-E1762@2:CH|GDT582_RETAINED_NON_TARGET] [4:T=Stelle die Ringposition ein|LOCAL_COMPONENT:P912-E1762@4|LOCAL_ACTION:P912-E1762@4:T|T_CELESTIAL_SET] [5:A_ADDR=an der oberen Ringstelle|LOCAL_COMPONENT:P912-E1762@5|LOCAL_ACTION:P912-E1762@4:T|GDT582_RETAINED_NON_TARGET] [6:Y=Ringposition|LOCAL_COMPONENT:P912-E1762@6|LOCAL_ACTION:P912-E1762@4:T|GDT582_RETAINED_NON_TARGET]	Lies ab: an der unteren Ringstelle, auf Ringstufe I; Stelle die Ringposition ein: an der oberen Ringstelle, Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
19	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1765	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1765	f67r2	CELESTIAL	f67r2.7	zwei lokale Himmelsraeder	ykchys	Y+K+CH+Y+S	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	5	5	0	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1765@1|LOCAL_ACTION:P912-E1765@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E1765@2|LOCAL_ACTION:P912-E1765@2:K] [3:CH=Lies ab|LOCAL_COMPONENT:P912-E1765@3|LOCAL_ACTION:P912-E1765@3:CH] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E1765@4|LOCAL_ACTION:P912-E1765@3:CH] [5:S=Wähle aus|LOCAL_COMPONENT:P912-E1765@5|LOCAL_ACTION:P912-E1765@5:S]	Ordne zu: Ringposition; Lies ab: Ringposition; Wähle aus.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	S	S_CELESTIAL_SELECT	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E1765@1|LOCAL_ACTION:P912-E1765@2:K|GDT582_RETAINED_NON_TARGET] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E1765@2|LOCAL_ACTION:P912-E1765@2:K|GDT582_RETAINED_NON_TARGET] [3:CH=Lies ab|LOCAL_COMPONENT:P912-E1765@3|LOCAL_ACTION:P912-E1765@3:CH|GDT582_RETAINED_NON_TARGET] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E1765@4|LOCAL_ACTION:P912-E1765@3:CH|GDT582_RETAINED_NON_TARGET] [5:S=Wähle aus|LOCAL_COMPONENT:P912-E1765@5|LOCAL_ACTION:P912-E1765@5:S|S_CELESTIAL_SELECT]	Ordne zu: Ringposition; Lies ab: Ringposition; Wähle aus.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
20	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1766	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1766	f67r2	CELESTIAL	f67r2.8	zwei lokale Himmelsraeder	chkchdar	CHK+CHD+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	3	2	1	[1:CHK=lokale CHK-Karte|LOCAL_COMPONENT:P912-E1766@1|LOCAL_CONTROL:P912-E1766@1:CHK] [2:CHD=Berechne|LOCAL_COMPONENT:P912-E1766@2|LOCAL_ACTION:P912-E1766@2:CHD] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E1766@3|LOCAL_ACTION:P912-E1766@2:CHD]	im Rahmen [LOCAL_CONTROL:P912-E1766@1:CHK]: lokale CHK-Karte; Berechne: von der Ausgangsposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	CHD	CHD_CELESTIAL_CALCULATE	[1:CHK=lokale CHK-Karte|LOCAL_COMPONENT:P912-E1766@1|LOCAL_CONTROL:P912-E1766@1:CHK|GDT582_RETAINED_NON_TARGET] [2:CHD=Berechne|LOCAL_COMPONENT:P912-E1766@2|LOCAL_ACTION:P912-E1766@2:CHD|CHD_CELESTIAL_CALCULATE] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E1766@3|LOCAL_ACTION:P912-E1766@2:CHD|GDT582_RETAINED_NON_TARGET]	im Rahmen [LOCAL_CONTROL:P912-E1766@1:CHK]: lokale CHK-Karte; Berechne: von der Ausgangsposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
23	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1769	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E1769	f67r2	CELESTIAL	f67r2.10	zwei lokale Himmelsraeder	lkshy	L+K+SH+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE	4	4	0	[1:L=über den Ringkontakt|LOCAL_COMPONENT:P912-E1769@1|LOCAL_ACTION:P912-E1769@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E1769@2|LOCAL_ACTION:P912-E1769@2:K] [3:SH=Halte fest|LOCAL_COMPONENT:P912-E1769@3|LOCAL_ACTION:P912-E1769@3:SH] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E1769@4|LOCAL_ACTION:P912-E1769@3:SH]	Ordne zu: über den Ringkontakt; Halte fest: Ringposition.	LOCAL_CARD_OWNER_AND_LOCUS_FIXED__ALL_COMPONENT_AND_NAME_SLOTS_RENDERED	1	SH	SH_CELESTIAL_FIX	[1:L=über den Ringkontakt|LOCAL_COMPONENT:P912-E1769@1|LOCAL_ACTION:P912-E1769@2:K|GDT582_RETAINED_NON_TARGET] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E1769@2|LOCAL_ACTION:P912-E1769@2:K|GDT582_RETAINED_NON_TARGET] [3:SH=Halte die Position fest|LOCAL_COMPONENT:P912-E1769@3|LOCAL_ACTION:P912-E1769@3:SH|SH_CELESTIAL_FIX] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E1769@4|LOCAL_ACTION:P912-E1769@3:SH|GDT582_RETAINED_NON_TARGET]	Ordne zu: über den Ringkontakt; Halte die Position fest: Ringposition.	GDT582_LOCAL_CARD_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
