copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode	nearest_program_base	nearest_program_edit_distance	program_selection_decision	emergent_program_rule	emergent_conscious_decision_count	emergent_conscious_reasons	emergent_master_mode	owner_handling_mode	record_start_owner_is_decision	owner_revised_conscious_decision_count	owner_revised_conscious_reasons	owner_revised_master_mode	visual_owner_threshold	owner_threshold_rule	free_owner_choice	threshold_conscious_decision_count	threshold_conscious_reasons	threshold_master_mode	locus_renderer_mode	locus_mode_load_here	renderer_execution	locus_conscious_decision_count	locus_conscious_reason	locus_master_mode	wrapper_execution	remove_wrapper	retained_surface_tail	applied_wrapper_stamp	stamp_output_surface	whole_surface_pair_memorized	locus_position	previous_procedure	next_rule_surface	context_wrapper_rule	residual_local_assignment	residual_locus_mode	residual_mode_load_here	wrapper_assignment_source	context_master_mode	record_renderer_sheet	record_sheet_load_here	record_sheet_entry	record_renderer_action	record_sheet_master_mode	page_renderer_sheet	page_sheet_load_here	page_sheet_entry	page_renderer_action	page_sheet_master_mode	bound_exemplar_page	bound_renderer_sheet	sheet_activation	free_program_choice	free_owner_choice_final	free_renderer_choice	free_semantic_invention	execution_source	final_free_decision_count	final_master_mode
1	E001	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	YES	TWENTY_TWO_COMPONENT_STRIPS	CH+E+Y	PROC001	CH+E+Y	SOURCE_DRAW	START	AFTER_SOURCE	NO	dchey	dchey	ACCEPT_RULE	YES	YES	abziehen · kurz · dies	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	AUTOMATIC_RECORD_OWNER_INITIALIZATION	NO	0	NONE	AUTOMATIC_FLOW	NONE	AUTOMATIC_RECORD_OWNER_INITIALIZATION	NO	0	NONE	AUTOMATIC_FLOW	LR01	YES	GLOBAL_RULE_RENDERER	1	LOAD_LOCUS_RENDERER_TABLE	CONSCIOUS_LOCAL_CHOICE	GLOBAL_RULE_SURFACE	NONE	dchey	NONE	dchey	NO	FIRST	RECORD_START	cthoor	NONE	NO	RR01	YES	GLOBAL_RULE_RENDERER	CONSCIOUS_LOCAL_CHOICE	RS01	YES	NONE	GLOBAL_RULE_RENDERER	CONSCIOUS_RECORD_SETUP	PS01	YES	NONE	GLOBAL_RULE_RENDERER	CONSCIOUS_PAGE_SETUP	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
2	E002	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+O+OR	PROC002	CTH+O+OR	ACTIVATE_CHARGE	AFTER_SOURCE	WORK	NO	cthoor	cthoor	ACCEPT_RULE	YES	YES	bereit · Arbeitsgang · Ansatz	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	cthoor	NONE	cthoor	NO	MIDDLE	SOURCE_DRAW	char	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
3	E003	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	AR	PROC003	AR	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	char	char	ACCEPT_RULE	YES	YES	von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	char	NONE	char	NO	MIDDLE	ACTIVATE_CHARGE	chty	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
4	E004	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	T+Y	PROC004	T+Y	ACTIVATE_CHARGE	AFTER_SOURCE	WORK	NO	chty	chty	ACCEPT_RULE	YES	YES	eintragen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	chty	NONE	chty	NO	MIDDLE	SOURCE_DRAW	os	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
5	E005	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	PROC005	PROC005	OS	TARGET_HANDOFF	WORK	WORK	NO	os	os	ACCEPT_RULE	YES	YES	Arbeitsfach	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	os	NONE	os	NO	MIDDLE	ACTIVATE_CHARGE	chair	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
6	E006	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	CH+AIR	PROC006	CH+AIR	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	chair	chair	ACCEPT_RULE	YES	YES	abziehen · Lauf	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	chair	NONE	chair	NO	MIDDLE	TARGET_HANDOFF	otytchol	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
7	E007	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+Y+T+CH+OL	PROC007	OT+Y+T+CH+OL	SOURCE_DRAW	AFTER_SOURCE	AFTER_SOURCE	NO	otytchol	otytchol	ACCEPT_RULE	YES	YES	danach · dies · eintragen · abziehen · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	otytchol	NONE	otytchol	NO	MIDDLE	SOURCE_DRAW	choky	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
8	E008	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	CONTINUE_USE	AFTER_SOURCE	WORK	NO	choky	oky	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB01	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE	INHERIT_CURRENT_OWNER	NO	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE	NONE	INHERIT_CURRENT_OWNER	NO	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE	LR01	NO	LOCAL_TABLE_OVERRIDE	0	NONE	AUTOMATIC_FLOW	LOCAL_WRAPPER_STAMP	ch	oky	Ø	oky	NO	MIDDLE	SOURCE_DRAW	daiin	NONE	YES	RR01	NO	RESIDUAL_LOCUS_TABLE	AUTOMATIC_FLOW	RS01	NO	RS01:1	APPLY_ADDRESSED_RECORD_ENTRY	AUTOMATIC_FLOW	PS01	NO	PS01:1	APPLY_PAGE_ADDRESSED_ENTRY	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	BOUND_PAGE_ENTRY	0	DETERMINISTIC_EXEMPLAR_EXECUTION
9	E009	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	daiin	NONE	daiin	NO	MIDDLE	CONTINUE_USE	etyd	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
10	E010	H1-S001	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	E+T+Y	PROC010	E+T+Y	ACTIVATE_CHARGE	AFTER_METER	WORK	NO	etyd	etyd	ACCEPT_RULE	YES	YES	kurz · eintragen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW	M01	8	NONE	READ_NEXT_CARD_AND_APPLY_FIVE_STATE_AUTOMATON	0	NONE	AUTOMATIC_FLOW	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	NONE	INHERIT_CURRENT_OWNER	NO	0	NONE	AUTOMATIC_FLOW	LR01	NO	GLOBAL_RULE_RENDERER	0	NONE	AUTOMATIC_FLOW	GLOBAL_RULE_SURFACE	NONE	etyd	NONE	etyd	NO	LAST	METER_CHECK	okchy	NONE	NO	RR01	NO	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	RS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	PS01	NO	NONE	GLOBAL_RULE_RENDERER	AUTOMATIC_FLOW	f10r	PS01	AUTOMATIC_WITH_PHYSICAL_PAGE	NO	NO	NO	NO	GLOBAL_RULE_RENDERER	0	DETERMINISTIC_EXEMPLAR_EXECUTION
