radius	axis	prefix	support_primary_31	historical_exclusion_31	xar_rate	xor_rate	ar_minus_or	ar_positive	or_positive	tie	component_export_credit
1	AMOUNT	al	0	1	0	0	0	0	0	1	0
1	AMOUNT	ch	1	0	0	0.008148148148	-0.008148148148	0	1	0	0
1	AMOUNT	che	1	0	0.054421768707	0	0.054421768707	1	0	0	0
1	AMOUNT	cho	0	1	0	0	0	0	0	1	0
1	AMOUNT	chok	1	1	0	0	0	0	0	1	0
1	AMOUNT	chot	1	1	0	0	0	0	0	1	0
1	AMOUNT	ckh	0	1	0	0	0	0	0	1	0
1	AMOUNT	cph	1	1	0	0	0	0	0	1	0
1	AMOUNT	cth	1	1	0	0.013888888889	-0.013888888889	0	1	0	0
1	AMOUNT	dar	0	1	0	0	0	0	0	1	0
1	AMOUNT	k	1	0	0.012820512821	0	0.012820512821	1	0	0	0
1	AMOUNT	kee	0	1	0	0	0	0	0	1	0
1	AMOUNT	l	1	1	0	0	0	0	0	1	0
1	AMOUNT	lch	0	1	0	0	0	0	0	1	0
1	AMOUNT	lk	1	1	0	0	0	0	0	1	0
1	AMOUNT	o	0	0	0	0	0	0	0	1	0
1	AMOUNT	ok	1	0	0	0	0	0	0	1	0
1	AMOUNT	okch	1	1	0	0	0	0	0	1	0
1	AMOUNT	oke	1	0	0	0	0	0	0	1	0
1	AMOUNT	okee	0	1	0	0	0	0	0	1	0
1	AMOUNT	ol	1	0	0	0	0	0	0	1	0
1	AMOUNT	op	1	1	0.166666666667	0	0.166666666667	1	0	0	0
1	AMOUNT	opch	0	1	0	0	0	0	0	1	0
1	AMOUNT	or	0	1	0	0	0	0	0	1	0
1	AMOUNT	ot	1	0	0.013513513514	0.045454545455	-0.031941031941	0	1	0	0
1	AMOUNT	otal	0	1	0	0	0	0	0	1	0
1	AMOUNT	otch	1	1	0	0	0	0	0	1	0
1	AMOUNT	ote	1	0	0	0	0	0	0	1	0
1	AMOUNT	p	1	1	0	0	0	0	0	1	0
1	AMOUNT	pch	0	1	0	0.100000000000	-0.100000000000	0	1	0	0
1	AMOUNT	pche	0	1	0	0	0	0	0	1	0
1	AMOUNT	qo	1	0	0	0	0	0	0	1	0
1	AMOUNT	qok	1	0	0.054945054945	0	0.054945054945	1	0	0	0
1	AMOUNT	qoke	1	0	0	0	0	0	0	1	0
1	AMOUNT	qop	1	1	0	0	0	0	0	1	0
1	AMOUNT	qot	1	0	0	0	0	0	0	1	0
1	AMOUNT	qotch	0	1	0	0	0	0	0	1	0
1	AMOUNT	r	1	1	0	0	0	0	0	1	0
1	AMOUNT	s	1	1	0	0	0	0	0	1	0
1	AMOUNT	sh	1	0	0	0	0	0	0	1	0
1	AMOUNT	she	1	0	0	0.015151515152	-0.015151515152	0	1	0	0
1	AMOUNT	shee	0	1	0	0	0	0	0	1	0
1	AMOUNT	t	1	0	0.045454545455	0	0.045454545455	1	0	0	0
1	AMOUNT	tch	1	1	0.250000000000	0	0.250000000000	1	0	0	0
1	AMOUNT	yche	0	1	0	0	0	0	0	1	0
1	AMOUNT	yk	1	1	0	0	0	0	0	1	0
1	AMOUNT	yt	1	1	0	0	0	0	0	1	0
1	VALUE	al	0	1	0	0	0	0	0	1	0
1	VALUE	ch	1	0	0.114942528736	0.062129629630	0.052812899106	1	0	0	0
1	VALUE	che	1	0	0.015873015873	0.035294117647	-0.019421101774	0	1	0	0
1	VALUE	cho	0	1	0	0.500000000000	-0.500000000000	0	1	0	0
1	VALUE	chok	1	1	0	0	0	0	0	1	0
1	VALUE	chot	1	1	0	0	0	0	0	1	0
1	VALUE	ckh	0	1	0	0.166666666667	-0.166666666667	0	1	0	0
1	VALUE	cph	1	1	0	0	0	0	0	1	0
