cohort	radius	axis	prefix_types	ar_higher_types	or_higher_types	tie_types	mean_ar_minus_or	median_ar_minus_or	sign_flip_p	sign_flip_method	score_semantics	component_export_credit
SUPPORT_PRIMARY_31	1	AMOUNT	31	6	4	21	0.016618676273	0.000000000000	0.089843750000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	1	VALUE	31	10	15	6	0.009056818897	0.000000000000	0.743512824359	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	1	MATERIAL	31	7	15	9	-0.016995316030	0.000000000000	0.396430178491	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	1	PART	31	6	1	24	0.007748376439	0.000000000000	0.234375000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	1	PREPARATION	31	8	18	5	-0.041292723418	-0.022727272727	0.070946452677	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	1	PROCESS	31	7	8	16	0.016488204504	0.000000000000	0.285278320312	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	1	CLOSE	31	8	5	18	-0.001003143733	0.000000000000	0.863037109375	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	AMOUNT	31	10	8	13	0.022639521887	0.000000000000	0.237304687500	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	VALUE	31	13	15	3	0.024147195459	0.000000000000	0.549322533873	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	MATERIAL	31	6	21	4	-0.062472795805	-0.078060116767	0.051547422629	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	PART	31	9	6	16	0.007543753049	0.000000000000	0.642883300781	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	PREPARATION	31	10	17	4	-0.061723299022	-0.044871794872	0.094345282736	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	PROCESS	31	13	12	6	-0.002048029932	0.000000000000	0.925503724814	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	3	CLOSE	31	14	13	4	0.005520961226	0.000000000000	0.844007799610	FIXED_SEED_20000_MONTE_CARLO	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	AMOUNT	31	2	2	27	0.009767025090	0.000000000000	0.500000000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	VALUE	31	7	10	14	0.000756276017	0.000000000000	0.982604980469	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	MATERIAL	31	3	9	19	-0.015884150696	0.000000000000	0.347167968750	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	PART	31	3	0	28	0.007237386270	0.000000000000	0.250000000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	PREPARATION	31	8	10	13	0.029379801273	0.000000000000	0.548240661621	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	PROCESS	31	2	4	25	-0.000920069342	0.000000000000	0.937500000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	1	CLOSE	31	2	3	26	-0.002685561153	0.000000000000	0.625000000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	3	AMOUNT	31	4	5	22	0.000927895283	0.000000000000	0.984375000000	EXACT_ENUMERATION	FOLIO_THEN_TYPE_BALANCED_AXIS_RATE_NOT_PROBABILITY	0
