cohort	view	prefix_types	informative_types	na_types	add_ar_macro_similarity	x_or_macro_similarity	learned_whole_macro_similarity	add_beats_x_or	add_beats_learned	add_beats_both	score_semantics	component_export_credit
SUPPORT_PRIMARY_31	FULL	31	31	0	0.786806131726	0.762682293304	0.810415745637	21	11	7	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	STRUCTURAL	31	31	0	0.867519700576	0.855456943924	0.876980988803	19	13	10	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	LOCAL	31	31	0	0.792212937379	0.772108057502	0.821769001659	18	11	5	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	SEMANTIC	31	29	2	0.409524903608	0.350628325292	0.453723591436	20	11	8	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
SUPPORT_PRIMARY_31	CONSTRUCTION	31	31	0	0.963787154669	0.962459755608	0.968445347457	12	7	4	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	FULL	31	31	0	0.755315673931	0.725054861335	0.767613700310	21	13	8	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	STRUCTURAL	31	31	0	0.792387504636	0.777149556731	0.799247803524	16	15	8	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	LOCAL	31	31	0	0.776307341880	0.745106833117	0.799184516274	19	11	7	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	SEMANTIC	31	21	10	0.327563972775	0.171348440293	0.348994263754	15	8	7	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
HISTORICAL_EXCLUSION_31	CONSTRUCTION	31	31	0	0.972453264935	0.969613465578	0.985036131044	10	3	2	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
ROBUST_ALL_47	FULL	47	47	0	0.770578309664	0.746650339456	0.789460913787	29	17	9	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
ROBUST_ALL_47	STRUCTURAL	47	47	0	0.822560172255	0.810662820886	0.830838056306	25	20	11	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
ROBUST_ALL_47	LOCAL	47	47	0	0.787269678203	0.765081768032	0.811482964167	26	17	8	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
ROBUST_ALL_47	SEMANTIC	47	36	11	0.384402462676	0.289395039818	0.426522938309	25	13	10	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
ROBUST_ALL_47	CONSTRUCTION	47	47	0	0.968422068047	0.967832318816	0.978943230146	15	7	4	TARGET_DEFINED_FIELD_JENSEN_SHANNON_SIMILARITY_NOT_PROBABILITY	0
