model	edition	paragraph	at	word	kind	carrier	carrier_word	input	input_status	phase	intervening_groups
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.1|G002	shey	QUALITY	ZL3b|f15r.1|G001	tshor			before_cthy	0
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.1|G006	shey	QUALITY	ZL3b|f15r.1|G001	tshor			before_cthy	4
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.1|G007	daiin	VALUE	ZL3b|f15r.1|G001	tshor			before_cthy	5
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.3|G002	qotchy	OPERATION	ZL3b|f15r.1|G001	tshor	tydy	UNKNOWN_INPUT	before_cthy	13
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.3|G004	daiin	VALUE	ZL3b|f15r.1|G001	tshor			before_cthy	15
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.3|G005	chol	QUALITY	ZL3b|f15r.1|G001	tshor			before_cthy	16
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.5|G001	qotchy	OPERATION	ZL3b|f15r.3|G006	cthy	r	UNKNOWN_INPUT	from_cthy	6
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.5|G005	daiin	VALUE	ZL3b|f15r.5|G004	cthy			from_cthy	0
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.7|G001	daiin	VALUE	ZL3b|f15r.5|G006	cthy			from_cthy	7
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.8|G005	dain	VALUE	ZL3b|f15r.7|G003	cthy			from_cthy	6
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.13|G005	dain	VALUE	ZL3b|f15r.13|G004	cthy			from_cthy	0
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G003	chol	QUALITY	ZL3b|f15r.13|G007	shor			from_cthy	3
1	ZL3b	f15r|f15r.1-f15r.15	ZL3b|f15r.14|G004	daiin	VALUE	ZL3b|f15r.13|G007	shor			from_cthy	4
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G002	shey	QUALITY	IT2a|f15r.1|G001	tshor			before_cthy	0
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G006	shey	QUALITY	IT2a|f15r.1|G001	tshor			before_cthy	4
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.1|G007	daiin	VALUE	IT2a|f15r.1|G001	tshor			before_cthy	5
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G002	qotchy	OPERATION	IT2a|f15r.1|G001	tshor	tydy	UNKNOWN_INPUT	before_cthy	13
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G004	daiin	VALUE	IT2a|f15r.1|G001	tshor			before_cthy	15
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.3|G005	chol	QUALITY	IT2a|f15r.1|G001	tshor			before_cthy	16
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G001	qotchy	OPERATION	IT2a|f15r.3|G006	cthy	r	UNKNOWN_INPUT	from_cthy	6
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.5|G005	daiin	VALUE	IT2a|f15r.5|G004	cthy			from_cthy	0
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.7|G001	daiin	VALUE	IT2a|f15r.5|G006	cthy			from_cthy	6
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.8|G005	dain	VALUE	IT2a|f15r.7|G003	cthy			from_cthy	6
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.13|G005	dain	VALUE	IT2a|f15r.13|G004	cthy			from_cthy	0
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G003	chol	QUALITY	IT2a|f15r.13|G007	shor			from_cthy	3
1	IT2a	f15r|f15r.1-f15r.15	IT2a|f15r.14|G004	daiin	VALUE	IT2a|f15r.13|G007	shor			from_cthy	4
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G002	shey	QUALITY	ZL3b|f53v.1|G001	tshor			before_cthy	0
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G006	daiin	VALUE	ZL3b|f53v.1|G001	tshor			before_cthy	4
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G002	daiin	VALUE	ZL3b|f53v.1|G001	tshor			before_cthy	7
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G005	shol	QUALITY	ZL3b|f53v.1|G001	tshor			before_cthy	10
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G003	chol	QUALITY	ZL3b|f53v.2|G006	cthy			from_cthy	4
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G006	dain	VALUE	ZL3b|f53v.2|G006	cthy			from_cthy	14
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G004	daiin	VALUE	ZL3b|f53v.2|G006	cthy			from_cthy	19
1	ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G003	chol	QUALITY	ZL3b|f53v.2|G006	cthy			from_cthy	24
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G002	shey	QUALITY	IT2a|f53v.1|G001	tshor			before_cthy	0
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.1|G006	daiin	VALUE	IT2a|f53v.1|G001	tshor			before_cthy	4
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G002	daiin	VALUE	IT2a|f53v.1|G001	tshor			before_cthy	7
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.2|G005	shol	QUALITY	IT2a|f53v.1|G001	tshor			before_cthy	10
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.3|G003	chol	QUALITY	IT2a|f53v.2|G006	cthy			from_cthy	4
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G002	daiin	VALUE	IT2a|f53v.2|G006	cthy			from_cthy	10
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G005	daiin	VALUE	IT2a|f53v.2|G006	cthy			from_cthy	13
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.4|G006	daiin	VALUE	IT2a|f53v.2|G006	cthy			from_cthy	14
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.5|G004	daiin	VALUE	IT2a|f53v.2|G006	cthy			from_cthy	19
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G003	chol	QUALITY	IT2a|f53v.2|G006	cthy			from_cthy	24
1	IT2a	f53v|f53v.1-f53v.13	IT2a|f53v.6|G005	chol	QUALITY	IT2a|f53v.2|G006	cthy			from_cthy	26
