event_id	page	record	statement_id	locus	silent_owner_id	silent_owner_de	surface	card_no	card_reading_de	primitive_program	workshop_words_de	grammar_lanes	owner_noun_source	material_noun_source	disease_bodypart_species_source
E001	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	dchey	PROC001	abziehen · kurz · dies	SOURCE_DRAW	QUELLE	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E002	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	cthoor	PROC002	bereit · Arbeitsgang · Ansatz	ACTIVATE_CHARGE	ANSETZEN	REFERENCE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E003	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	char	PROC003	von dort	SOURCE_DRAW	QUELLE	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E004	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	chty	PROC004	eintragen · dies	ACTIVATE_CHARGE	ANSETZEN	REFERENCE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E005	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	os	PROC005	Arbeitsfach	TARGET_HANDOFF	ZIEL	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E006	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	chair	PROC006	abziehen · Lauf	SOURCE_DRAW	QUELLE	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E007	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	otytchol	PROC007	danach · dies · eintragen · abziehen · fortsetzen	SOURCE_DRAW	QUELLE	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E008	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	oky	PROC008	ansetzen · dies	CONTINUE_USE	FORTSETZEN	REFERENCE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E009	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	daiin	PROC009	Maß	METER_CHECK	MASS	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E010	f10r	H1	H1-S001	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	etyd	PROC010	kurz · eintragen · dies	ACTIVATE_CHARGE	ANSETZEN	REFERENCE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E011	f10r	H1	H1-S002	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	qokchy	PROC011	ansetzen · dies	ACTIVATE_CHARGE	ANSETZEN	REFERENCE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E012	f10r	H1	H1-S002	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	qotchol	PROC012	danach · abziehen · fortsetzen	SOURCE_DRAW	QUELLE	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E013	f10r	H1	H1-S002	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	chol	PROC013	fortsetzen	CONTINUE_USE	FORTSETZEN	REFERENCE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E014	f10r	H1	H1-S002	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	cthy	PROC014	bereit · dies	HOLD_STATE	HALTEN	STATE	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
E015	f10r	H2	H2-S001	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	abgebildete breit gezähnte radialblütige Pflanze	ycheor	PROC015	dies · abziehen · kurz · Ansatz	SOURCE_DRAW	QUELLE	ADDRESS	IMAGE_OR_LOCAL_EXEMPLAR	NOT_FIXED_BY_COMMON_OPERATOR_GRAMMAR	NOT_ENCODED_IN_COMMON_OPERATOR_GRAMMAR
