latent_item	occurrences	interpretation
BODY[d;STEM=aii;SUF=n]	689	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=o;SUF=l]	533	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=aii;SUF=n]	513	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ched;SUF=y]	502	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hed;SUF=y]	428	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=a;SUF=r]	409	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cho;SUF=l]	379	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=o;SUF=r]	362	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=che;SUF=y]	349	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=s;SUF=_]	328	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=a;SUF=r]	281	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=y;SUF=_]	278	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okee;SUF=y]	275	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okeed;SUF=y]	275	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=he;SUF=y]	273	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=y;SUF=_]	266	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=a;SUF=l]	262	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oked;SUF=y]	256	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okai;SUF=n]	254	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=okaii;SUF=n]	236	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=a;SUF=l]	234	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cho;SUF=r]	199	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okaii;SUF=n]	197	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ch;SUF=y]	189	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chee;SUF=y]	183	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=l;SUF=_]	183	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oka;SUF=l]	180	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=o;SUF=_]	177	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=ho;SUF=l]	170	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[d;STEM=ai;SUF=n]	165	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=cheo;SUF=l]	164	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=r;SUF=_]	162	ANONYMOUS_OR_LITERAL_EXPLORATORY
ENTRY[d;STEM=aii;SUF=n]	161	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okee;SUF=y]	161	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=oka;SUF=r]	152	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oted;SUF=y]	152	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otaii;SUF=n]	148	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oka;SUF=l]	146	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chd;SUF=y]	146	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[s;STEM=hee;SUF=y]	144	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ota;SUF=r]	142	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=ok;SUF=y]	140	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=chckh;SUF=y]	138	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ota;SUF=l]	129	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=oka;SUF=r]	129	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=okai;SUF=n]	129	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=otee;SUF=y]	128	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[q;STEM=o;SUF=l]	125	ANONYMOUS_OR_LITERAL_EXPLORATORY
BODY[_;STEM=ai;SUF=n]	116	ANONYMOUS_OR_LITERAL_EXPLORATORY
