packet	locus	source_lattice	selected_segmentation	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason	reverse_generation_mode	actual_source_bits	wrong_form_rule	wrong_source_bits	actual_advantage_bits
HERBAL_CURRIER_A	f1r.1	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	fachys | ykal | ar | ataiin | shol | shory | cthres | y | kor | sholdy	ENTRY[f;STEM=achy;SUF=s] BODY[_;STEM=yka;SUF=l] BODY[_;STEM=a;SUF=r] BODY[_;STEM=ataii;SUF=n] BODY[s;STEM=ho;SUF=l] BODY[s;STEM=hor;SUF=y] BODY[_;STEM=cthre;SUF=s] BODY[_;STEM=y;SUF=_] BODY[k;STEM=o;SUF=r] BODY[s;STEM=hold;SUF=y]	ENTRY[f;STEM=achy;SUF=s] BODY[_;STEM=yka;SUF=l] BODY[_;STEM=a;SUF=r] BODY[_;STEM=ataii;SUF=n] BODY[s;STEM=ho;SUF=l] BODY[s;STEM=hor;SUF=y] BODY[_;STEM=cthre;SUF=s] BODY[_;STEM=y;SUF=_] BODY[k;STEM=o;SUF=r] BODY[s;STEM=hold;SUF=y]	EXPLORATORY	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
HERBAL_CURRIER_A	f1r.2	sory ckhar or y kair chtaiin shar ase cthar cthar dan || sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	sory | ckhar | or | y | kair | chtaiin | shar | ase | cthar | cthar | dan	ENTRY[s;STEM=or;SUF=y] BODY[_;STEM=ckha;SUF=r] BODY[_;STEM=o;SUF=r] BODY[_;STEM=y;SUF=_] BODY[k;STEM=ai;SUF=r] BODY[_;STEM=chtaii;SUF=n] BODY[s;STEM=ha;SUF=r] BODY[_;STEM=ase;SUF=_] BODY[_;STEM=ctha;SUF=r] BODY[_;STEM=ctha;SUF=r] BODY[d;STEM=a;SUF=n]	ENTRY[s;STEM=or;SUF=y] BODY[_;STEM=ckha;SUF=r] BODY[_;STEM=o;SUF=r] BODY[_;STEM=y;SUF=_] BODY[k;STEM=ai;SUF=r] BODY[_;STEM=chtaii;SUF=n] BODY[s;STEM=ha;SUF=r] BODY[_;STEM=ase;SUF=_] BODY[_;STEM=ctha;SUF=r] BODY[_;STEM=ctha;SUF=r] BODY[d;STEM=a;SUF=n]	EXPLORATORY	sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
HERBAL_CURRIER_A	f1r.3	syaiir sheky or ykaiin shod cthoary cthes daraiin sy || syaiir sheky or ykaiin shod cthoary cthes daraiin sa	syaiir | sheky | or | ykaiin | shod | cthoary | cthes | daraiin | sy	ENTRY[s;STEM=yaii;SUF=r] BODY[s;STEM=hek;SUF=y] BODY[_;STEM=o;SUF=r] BODY[_;STEM=ykaii;SUF=n] BODY[s;STEM=ho;SUF=d] BODY[_;STEM=cthoar;SUF=y] BODY[_;STEM=cthe;SUF=s] BODY[d;STEM=araii;SUF=n] BODY[s;STEM=y;SUF=_]	ENTRY[s;STEM=yaii;SUF=r] BODY[s;STEM=hek;SUF=y] BODY[_;STEM=o;SUF=r] BODY[_;STEM=ykaii;SUF=n] BODY[s;STEM=ho;SUF=d] BODY[_;STEM=cthoar;SUF=y] BODY[_;STEM=cthe;SUF=s] BODY[d;STEM=araii;SUF=n] BODY[s;STEM=y;SUF=_]	EXPLORATORY	syaiir sheky or ykaiin shod cthoary cthes daraiin sa	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
HERBAL_CURRIER_A	f1r.4	soiin oteey oteos roloty cthiar daiin okaiin or okan || ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	soiin | oteey | oteos | roloty | cthiar | daiin | okaiin | or | okan	ENTRY[s;STEM=oii;SUF=n] BODY[_;STEM=otee;SUF=y] BODY[_;STEM=oteo;SUF=s] BODY[r;STEM=olot;SUF=y] BODY[_;STEM=cthia;SUF=r] BODY[d;STEM=aii;SUF=n] BODY[_;STEM=okaii;SUF=n] BODY[_;STEM=o;SUF=r] BODY[_;STEM=oka;SUF=n]	ENTRY[s;STEM=oii;SUF=n] BODY[_;STEM=otee;SUF=y] BODY[_;STEM=oteo;SUF=s] BODY[r;STEM=olot;SUF=y] BODY[_;STEM=cthia;SUF=r] BODY[d;STEM=aii;SUF=n] BODY[_;STEM=okaii;SUF=n] BODY[_;STEM=o;SUF=r] BODY[_;STEM=oka;SUF=n]	EXPLORATORY	ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
HERBAL_CURRIER_A	f1r.5	sair y chear cthaiin cphar cfhaiin || dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	sair | y | chear | cthaiin | cphar | cfhaiin	ENTRY[s;STEM=ai;SUF=r] BODY[_;STEM=y;SUF=_] BODY[_;STEM=chea;SUF=r] BODY[_;STEM=cthaii;SUF=n] BODY[_;STEM=cpha;SUF=r] BODY[_;STEM=cfhaii;SUF=n]	ENTRY[s;STEM=ai;SUF=r] BODY[_;STEM=y;SUF=_] BODY[_;STEM=chea;SUF=r] BODY[_;STEM=cthaii;SUF=n] BODY[_;STEM=cpha;SUF=r] BODY[_;STEM=cfhaii;SUF=n]	EXPLORATORY	dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
CURRIER_B_PROSE	f75r.1	kchedykary okeey qokar shyk chedy qotar shedy || kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	kchedykary | okeey | qokar | shyk | chedy | qotar | shedy	ENTRY[k;STEM=chedykar;SUF=y] BODY[_;STEM=okee;SUF=y] BODY[q;STEM=oka;SUF=r] BODY[s;STEM=hyk;SUF=_] BODY[_;STEM=ched;SUF=y] BODY[q;STEM=ota;SUF=r] BODY[s;STEM=hed;SUF=y]	ENTRY[k;STEM=chedykar;SUF=y] BODY[_;STEM=okee;SUF=y] BODY[q;STEM=oka;SUF=r] BODY[s;STEM=hyk;SUF=_] BODY[_;STEM=ched;SUF=y] BODY[q;STEM=ota;SUF=r] BODY[s;STEM=hed;SUF=y]	EXPLORATORY	kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
CURRIER_B_PROSE	f75r.2	dain shey ly ssheol qoldy chedykar chekeedy ror || dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	dain | shey | ly | ssheol | qoldy | chedykar | chekeedy | ror	ENTRY[d;STEM=ai;SUF=n] BODY[s;STEM=he;SUF=y] BODY[l;STEM=y;SUF=_] BODY[s;STEM=sheo;SUF=l] BODY[q;STEM=old;SUF=y] BODY[_;STEM=chedyka;SUF=r] BODY[_;STEM=chekeed;SUF=y] BODY[r;STEM=o;SUF=r]	ENTRY[d;STEM=ai;SUF=n] BODY[s;STEM=he;SUF=y] BODY[l;STEM=y;SUF=_] BODY[s;STEM=sheo;SUF=l] BODY[q;STEM=old;SUF=y] BODY[_;STEM=chedyka;SUF=r] BODY[_;STEM=chekeed;SUF=y] BODY[r;STEM=o;SUF=r]	EXPLORATORY	dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
CURRIER_B_PROSE	f75r.3	qokain chal orchey qey kain sheeky ltain olkar or	qokain | chal | orchey | qey | kain | sheeky | ltain | olkar | or	ENTRY[q;STEM=okai;SUF=n] BODY[_;STEM=cha;SUF=l] BODY[_;STEM=orche;SUF=y] BODY[q;STEM=e;SUF=y] BODY[k;STEM=ai;SUF=n] BODY[s;STEM=heek;SUF=y] BODY[l;STEM=tai;SUF=n] BODY[_;STEM=olka;SUF=r] BODY[_;STEM=o;SUF=r]	ENTRY[q;STEM=okai;SUF=n] BODY[_;STEM=cha;SUF=l] BODY[_;STEM=orche;SUF=y] BODY[q;STEM=e;SUF=y] BODY[k;STEM=ai;SUF=n] BODY[s;STEM=heek;SUF=y] BODY[l;STEM=tai;SUF=n] BODY[_;STEM=olka;SUF=r] BODY[_;STEM=o;SUF=r]	EXPLORATORY	NONE	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
CURRIER_B_PROSE	f75r.4	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy || dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	dackhy | lkamo | ykeey | lshey | kal | dy | shey | ok | shey | qokeedy	ENTRY[d;STEM=ackh;SUF=y] BODY[l;STEM=kamo;SUF=_] BODY[_;STEM=ykee;SUF=y] BODY[l;STEM=she;SUF=y] BODY[k;STEM=a;SUF=l] BODY[d;STEM=y;SUF=_] BODY[s;STEM=he;SUF=y] BODY[_;STEM=ok;SUF=_] BODY[s;STEM=he;SUF=y] BODY[q;STEM=okeed;SUF=y]	ENTRY[d;STEM=ackh;SUF=y] BODY[l;STEM=kamo;SUF=_] BODY[_;STEM=ykee;SUF=y] BODY[l;STEM=she;SUF=y] BODY[k;STEM=a;SUF=l] BODY[d;STEM=y;SUF=_] BODY[s;STEM=he;SUF=y] BODY[_;STEM=ok;SUF=_] BODY[s;STEM=he;SUF=y] BODY[q;STEM=okeed;SUF=y]	EXPLORATORY	dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
CURRIER_B_PROSE	f75r.5	shey kar chey ckhey r ain ol olsheedy qokeey qoky || shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	shey | kar | chey | ckhey | r | ain | ol | olsheedy | qokeey | qoky	ENTRY[s;STEM=he;SUF=y] BODY[k;STEM=a;SUF=r] BODY[_;STEM=che;SUF=y] BODY[_;STEM=ckhe;SUF=y] BODY[_;STEM=r;SUF=_] BODY[_;STEM=ai;SUF=n] BODY[_;STEM=o;SUF=l] BODY[_;STEM=olsheed;SUF=y] BODY[q;STEM=okee;SUF=y] BODY[q;STEM=ok;SUF=y]	ENTRY[s;STEM=he;SUF=y] BODY[k;STEM=a;SUF=r] BODY[_;STEM=che;SUF=y] BODY[_;STEM=ckhe;SUF=y] BODY[_;STEM=r;SUF=_] BODY[_;STEM=ai;SUF=n] BODY[_;STEM=o;SUF=l] BODY[_;STEM=olsheed;SUF=y] BODY[q;STEM=okee;SUF=y] BODY[q;STEM=ok;SUF=y]	EXPLORATORY	shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	postselected whole-manuscript decoder	DETERMINISTIC_FROM_EXPLICIT_LATENT_RECORD	0.0	rotate each multi-symbol manual group left by one source symbol	inf	inf
