occurrence_id	edition	page	leaf	locus	source_group_index	family_id	body_json	left_json	right_json	primary_certain
IT2a|f100r.12|G004	IT2a	f100r	f100	f100r.12	4	bd62ddaaa3a397fde0337e5c9a48e9b3162a934eb79ed40e17c6a97690b32b98	"[""s"",""h"",""o"",""d"",""o""]"	"[[""a"",""h""],[""a"",""e""],[""a"",""e""],[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""y""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""d""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""c""],[""a"",""t""],[""a"",""h""],[""a"",""d""],[""a"",""a""],[""a"",""o""],[""a"",""t""],[""a"",""o""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""g"",""GAP""],[""a"",""q""],[""a"",""e""]]"	1
IT2a|f100r.13|G009	IT2a	f100r	f100	f100r.13	9	f1e189f8da5bfd3b524be8f34d8a3d5ef42df2afb873c3e320b2f7bd2622ea17	"[""d"",""e"",""e"",""a"",""m"",""s"",""h"",""o""]"	"[[""a"",""a""],[""a"",""i""],[""a"",""i""],[""a"",""n""],[""g"",""GAP""],[""a"",""d""],[""a"",""e""],[""a"",""e""],[""a"",""a""],[""a"",""m""],[""a"",""s""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""y""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""]]"	1
IT2a|f100r.14|G006	IT2a	f100r	f100	f100r.14	6	17ed22b98cd9de494cbe26a8174bbfc28669910c79e2714345420c3ebdad27fa	"[""q"",""o"",""k"",""e"",""o""]"	"[[""a"",""q""],[""a"",""o""],[""a"",""t""],[""a"",""e""],[""a"",""o""],[""a"",""l""],[""a"",""d""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""k""],[""a"",""e""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""s""],[""a"",""o""],[""g"",""GAP""],[""a"",""r""],[""a"",""a""],[""a"",""i""],[""a"",""i""],[""a"",""n""],[""g"",""GAP""],[""a"",""o""],[""a"",""t""],[""a"",""a""],[""a"",""l""],[""g"",""GAP""],[""a"",""y""]]"	1
IT2a|f100r.14|G009	IT2a	f100r	f100	f100r.14	9	ad7055467a0053d433a75d590f8e89e83c084a783207970800836da41b325a05	"[""o"",""t"",""a""]"	"[[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""o""],[""g"",""GAP""],[""a"",""r""],[""a"",""a""],[""a"",""i""],[""a"",""i""],[""a"",""n""],[""g"",""GAP""],[""a"",""o""],[""a"",""t""],[""a"",""a""]]"	"[[""g"",""GAP""],[""a"",""y""],[""a"",""k""],[""a"",""e""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""g"",""GAP""],[""a"",""d""],[""a"",""c""],[""a"",""h""],[""a"",""e""],[""a"",""o""],[""a"",""r""]]"	1
IT2a|f100r.15|G002	IT2a	f100r	f100	f100r.15	2	fbb1ae94f5eaae31dbf673553045597ef18617e1a7ae809c4dc1d4e2f809c5eb	"[""s"",""h"",""o""]"	"[[""a"",""c""],[""a"",""h""],[""a"",""o""],[""g"",""GAP""],[""a"",""d""],[""a"",""c""],[""a"",""h""],[""a"",""e""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""]]"	1
IT2a|f100r.15|G003	IT2a	f100r	f100	f100r.15	3	721811655c92d7482f0cd00c53294f57bccc4ee7024e3dcaaa52807b2c5e41b0	"[""q"",""o"",""k"",""e"",""e"",""o""]"	"[[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""k""],[""a"",""e""]]"	1
IT2a|f100r.15|G005	IT2a	f100r	f100	f100r.15	5	edeb2e5a5dd5d9c0334f802e97509a5f394cf66ba37daee2039b4ec671056c54	"[""c"",""h"",""o""]"	"[[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""o""],[""a"",""d""],[""a"",""y""],[""g"",""GAP""],[""a"",""d""],[""a"",""o""],[""a"",""r""],[""a"",""e""]]"	1
IT2a|f100r.22|G004	IT2a	f100r	f100	f100r.22	4	d3d1f80447df99d91e7d94d79eb286b534f06778dd06a24a6471644c3cfe14ea	"[""f"",""c"",""h"",""o"",""d"",""y"",""c"",""h"",""e"",""o""]"	"[[""a"",""i""],[""a"",""n""],[""g"",""GAP""],[""a"",""f""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""d""],[""a"",""y""],[""a"",""c""],[""a"",""h""],[""a"",""e""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""c""],[""a"",""p""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""t""],[""a"",""e""],[""a"",""e""],[""a"",""s""],[""g"",""GAP""],[""a"",""s""]]"	1
IT2a|f100r.22|G005	IT2a	f100r	f100	f100r.22	5	ae3ab8c800ecdf5e40762f731dfe8ea8dc76bed10c1165bdab9f27a5ae9a89ac	"[""c"",""p"",""h"",""o""]"	"[[""a"",""o""],[""a"",""d""],[""a"",""y""],[""a"",""c""],[""a"",""h""],[""a"",""e""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""p""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""t""],[""a"",""e""],[""a"",""e""],[""a"",""s""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""e""],[""a"",""y""],[""g"",""GAP""],[""a"",""o""],[""a"",""r""]]"	1
IT2a|f100r.23|G002	IT2a	f100r	f100	f100r.23	2	7462959bcf4e80c0f2803f97974d46fd6af293b3570770fab204495be563a8cd	"[""c"",""h"",""o""]"	"[[""a"",""c""],[""a"",""f""],[""a"",""h""],[""a"",""y""],[""g"",""GAP""],[""a"",""s""],[""a"",""o""],[""a"",""i""],[""a"",""i""],[""a"",""n""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""c""],[""a"",""p""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""]]"	1
IT2a|f100r.23|G003	IT2a	f100r	f100	f100r.23	3	1024e1b359c01c6f06d4390db114af167ec11a00989919cde9127ae5a898b01e	"[""c"",""p"",""h"",""o""]"	"[[""a"",""o""],[""a"",""i""],[""a"",""i""],[""a"",""n""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""p""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""c""],[""a"",""k""]]"	1
IT2a|f100r.23|G004	IT2a	f100r	f100	f100r.23	4	5bed2b2b8208298aab9487fab7d6ac16a40b9f6293cc25e5a6588ce42dfd7caf	"[""s"",""h"",""o""]"	"[[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""p""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""]]"	1
IT2a|f100r.23|G005	IT2a	f100r	f100	f100r.23	5	b42df16c45fa9889a0516e833fce10aa7a8d5b826b8239e0458f3fcdfc372350	"[""s"",""h"",""o""]"	"[[""a"",""c""],[""a"",""p""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""]]"	1
IT2a|f100r.23|G006	IT2a	f100r	f100	f100r.23	6	dc3e20ab78c864e653f4589838d7fe6e30b6765c66f96562803a4d3942fc855d	"[""q"",""o"",""c"",""k"",""h"",""o""]"	"[[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""q""],[""a"",""o""],[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""g"",""GAP""],[""a"",""k""]]"	1
IT2a|f100r.23|G008	IT2a	f100r	f100	f100r.23	8	521642507d6ebe962ec105e43c6aea7dd6be6c773052277a4d005a66dce904f8	"[""c"",""h"",""o""]"	"[[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""o""],[""a"",""l""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""c""],[""a"",""h""],[""a"",""o""]]"	"[[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""o""],[""g"",""GAP""],[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""y""],[""g"",""GAP""],[""a"",""c""],[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""h""]]"	1
IT2a|f100r.23|G012	IT2a	f100r	f100	f100r.23	12	724ad6597b0b6ebf2587b221b5c035ae162c51a005937427e14d5c01872e8f50	"[""y"",""k"",""e"",""e"",""a""]"	"[[""a"",""y""],[""g"",""GAP""],[""a"",""c""],[""a"",""c""],[""a"",""k""],[""a"",""h""],[""a"",""h""],[""a"",""y""],[""g"",""GAP""],[""a"",""y""],[""a"",""k""],[""a"",""e""],[""a"",""e""],[""a"",""a""]]"	"[[""g"",""GAP""],[""a"",""s""],[""a"",""a""],[""a"",""i""],[""a"",""i""],[""a"",""c""],[""a"",""h""],[""a"",""o""],[""a"",""r""],[""g"",""GAP""],[""a"",""s""],[""a"",""h""],[""a"",""e""],[""a"",""o""]]"	1
