page	diagram_id	locus	group_count	group_serials	opaque_group_ids	local_image_owner	owner_status	owner_confidence	silent_argument_default	local_namespace	local_content_class	complete_copied_local_meaning_or_label	source_status	meaning_confidence	strongest_rival	strongest_contradiction	unsupported_labels	orientation_status	f68_f69_mapping	image_geometry_guard	semantic_ceiling
f67r2	A1	f67r2.1	3	1|2|3	A1:G001|A1:G002|A1:G003	A1_RIGHT_SECTOR_SLOT_01	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 01 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R01: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.2	3	4|5|6	A1:G004|A1:G005|A1:G006	A1_RIGHT_SECTOR_SLOT_02	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 02 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R02: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.3	3	7|8|9	A1:G007|A1:G008|A1:G009	A1_RIGHT_SECTOR_SLOT_03	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 03 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R03: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.4	2	10|11	A1:G010|A1:G011	A1_RIGHT_SECTOR_SLOT_04	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 04 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R04: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.5	2	12|13	A1:G012|A1:G013	A1_RIGHT_SECTOR_SLOT_05	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 05 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R05: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.6	1	14	A1:G014	A1_RIGHT_SECTOR_SLOT_06	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 06 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R06: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.7	3	15|16|17	A1:G015|A1:G016|A1:G017	A1_RIGHT_SECTOR_SLOT_07	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 07 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R07: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.8	1	18	A1:G018	A1_RIGHT_SECTOR_SLOT_08	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 08 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R08: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.9	2	19|20	A1:G019|A1:G020	A1_RIGHT_SECTOR_SLOT_09	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 09 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R09: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
f67r2	A1	f67r2.10	3	21|22|23	A1:G021|A1:G022|A1:G023	A1_RIGHT_SECTOR_SLOT_10	DIRECT_VISIBLE	MEDIUM	dieser lokale Sektorplatz 10 des rechten f67r2-Rades	A1_RIGHT_WHEEL_ONLY	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	Rechtes f67r2-Rad, lokaler Zeichen- oder Kalendersektor R10: Ein einzelner Himmelsabschnitt wird aus dem Werkstattexemplar kopiert und nur mit den Ringangaben dieses rechten Rades gelesen; die Sektornummer ist eine editoriale Adresse, kein festgelegter Tierkreis- oder Monatsname.	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	0.32	Astronomisch-kalendarischer Rivale: zwölf bloße Lehr-, Farb- oder Teilungssektoren ohne Auswahlfunktion.	Kein sichtbarer Textanker identifiziert den konkreten externen Himmels- oder Kalenderwert; zwischen linkem und rechtem Rad fehlt jede gezeichnete Kante; Adresse und Zählrichtung sind editorisch.	A1_RIGHT_EXACT_SIGN_OR_MONTH|AUTHORIAL_START_AND_DIRECTION|A1_INTERWHEEL_RELATION|IATROMEDICAL_APPLICATION	LOCAL_EDITORIAL_ADDRESS_ONLY__NO_AUTHORIAL_START_ROTATION_OR_DIRECTION	NONE__NO_VISIBLE_KEY	two differently organized radial celestial diagrams with no drawn connector	LOCUS_BOUND_CELESTIAL_WORKING_LABEL_NOT_TRANSLATION
