astro_group_serial	unified_group_ordinal	diagram_id	page	source_locus	local_locus_id	local_group_id	group_index_within_locus	surface_display_only_exact	frozen_v69_editorial_address	frozen_v69_formal_role_address_only	v75_local_namespace	v75_instrument_id	v75_local_namespace_address	owner_status	smallest_visible_owner	concrete_technical_lookup_default	lookup_effect	source_class	confidence	orientation_and_start_alternatives	crosspage_contract	iatromedical_rival	formal_iconographic_rival	contradiction	legacy_model_correction	semantic_ceiling
1	382	A1	f67r2	f67r2.1	A1:L001	A1:G001	1	ykshy	A1:C01:G01	COLUMN_KEY	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_01/FRAGMENT_01	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_01	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_01“. Kopiere die sichtbare Gruppe „ykshy“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
2	383	A1	f67r2	f67r2.1	A1:L001	A1:G002	2	s	A1:C01:G02	COLUMN_DESCRIPTOR_FRAGMENT	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_01/FRAGMENT_02	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_01	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_01“. Kopiere die sichtbare Gruppe „s“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.41	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
3	384	A1	f67r2	f67r2.1	A1:L001	A1:G003	3	aram	A1:C01:G03	COLUMN_DESCRIPTOR_FRAGMENT	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_01/FRAGMENT_03	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_01	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_01“. Kopiere die sichtbare Gruppe „aram“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.41	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
4	385	A1	f67r2	f67r2.2	A1:L002	A1:G004	1	ykecho	A1:C02:G01	COLUMN_KEY	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_02/FRAGMENT_01	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_02	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_02“. Kopiere die sichtbare Gruppe „ykecho“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
5	386	A1	f67r2	f67r2.2	A1:L002	A1:G005	2	ols	A1:C02:G02	COLUMN_DESCRIPTOR_FRAGMENT	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_02/FRAGMENT_02	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_02	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_02“. Kopiere die sichtbare Gruppe „ols“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.41	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
6	387	A1	f67r2	f67r2.2	A1:L002	A1:G006	3	eesydy	A1:C02:G03	COLUMN_DESCRIPTOR_FRAGMENT	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_02/FRAGMENT_03	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_02	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_02“. Kopiere die sichtbare Gruppe „eesydy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.41	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
7	388	A1	f67r2	f67r2.3	A1:L003	A1:G007	1	ey	A1:C03:G01	COLUMN_KEY	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_03/FRAGMENT_01	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_03	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_03“. Kopiere die sichtbare Gruppe „ey“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
8	389	A1	f67r2	f67r2.3	A1:L003	A1:G008	2	shs	A1:C03:G02	COLUMN_DESCRIPTOR_FRAGMENT	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_03/FRAGMENT_02	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_03	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_03“. Kopiere die sichtbare Gruppe „shs“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.41	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
9	390	A1	f67r2	f67r2.3	A1:L003	A1:G009	3	okar	A1:C03:G03	COLUMN_DESCRIPTOR_FRAGMENT	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_03/FRAGMENT_03	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_03	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_03“. Kopiere die sichtbare Gruppe „okar“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.41	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
10	391	A1	f67r2	f67r2.4	A1:L004	A1:G010	1	shekchy	A1:C04:G01	COLUMN_KEY	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_04/FRAGMENT_01	DIRECT_VISIBLE	A1_RIGHT_SECTOR_SLOT_04	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_04“. Kopiere die sichtbare Gruppe „shekchy“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	OPEN_LOCAL_NAMESPACE>COPY_OPAQUE_FRAGMENT>PRESERVE_SOURCE_LOCUS>CLOSE_LOCUS_IF_FINAL_FRAGMENT	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	0.43	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	V66_FORMAL_ADDRESS_RETAINED_ONLY;NO_PAGEWIDE_7X12;NO_SINGLE_CENTER_PLUS_28;NO_ORDERED_PAGEWIDE_28_RULES	OPAQUE_LOCAL_GROUP_NOT_PROSE_CARD_WORD_STEM_SOUND_LANGUAGE_MEANING_OR_TRANSLATION
