target_occurrence_id	page	physical_folio	locus	section	language	hand	ordinal	right_surface	right_ordinal	right_reader_exact	written_line_eva	gdt778_branch	gdt778_default_de	gdt778_renderer_contextual	gdt778_span_id	gdt778_exact_whole	gdt778_confidence	gdt778_consumed_token_count	gdt778_consumed_token_ids	gdt778_fallback_replacement	gdt778_contextual_sharpening	gdt778_contextual_confirmation	gdt778_display_changed	gdt778_same_row_consumption_takeover	gdt778_new_unique_consumption	gdt778_dispatch_rule	gdt778_scope_status	gdt778_default_is_translation	gdt778_confirmed_lexeme	gdt778_confirmed_plaintext	gdt778_component_export_credit	gdt779_branch	gdt779_default_de	gdt779_renderer_contextual	gdt779_span_id	gdt779_exact_whole	gdt779_confidence	gdt779_consumed_token_count	gdt779_consumed_token_ids	gdt779_fallback_replacement	gdt779_display_changed	gdt779_new_unique_consumption	gdt779_positive_evidence	gdt779_counterevidence	gdt779_dispatch_rule	gdt779_scope_status	gdt779_card_class	gdt779_default_is_translation	gdt779_confirmed_lexeme	gdt779_confirmed_plaintext	gdt779_component_export_credit	gdt780_branch	gdt780_default_de	gdt780_renderer_contextual	gdt780_span_id	gdt780_exact_whole	gdt780_confidence	gdt780_consumed_token_count	gdt780_consumed_token_ids	gdt780_fallback_replacement	gdt780_display_changed	gdt780_new_unique_consumption	gdt780_positive_evidence	gdt780_counterevidence	gdt780_dispatch_rule	gdt780_scope_status	gdt780_card_class	gdt780_functional_axis	gdt780_default_is_translation	gdt780_confirmed_lexeme	gdt780_confirmed_plaintext	gdt780_component_export_credit	gdt781_branch	gdt781_default_de	gdt781_renderer_contextual	gdt781_span_id	gdt781_exact_whole	gdt781_confidence	gdt781_analogy_tier	gdt781_functional_axes	gdt781_consumed_token_count	gdt781_consumed_token_ids	gdt781_fallback_replacement	gdt781_display_changed	gdt781_new_unique_consumption	gdt781_positive_evidence	gdt781_counterevidence	gdt781_dispatch_rule	gdt781_scope_status	gdt781_card_class	gdt781_default_is_translation	gdt781_confirmed_lexeme	gdt781_confirmed_plaintext	gdt781_component_export_credit	gdt782_default_de	gdt782_renderer_contextual	gdt782_card_id	gdt782_decision	gdt782_confidence	gdt782_functional_axes	gdt782_external_occurrences	gdt782_consumed_token_count	gdt782_consumed_token_ids	gdt782_display_changed	gdt782_default_is_translation	gdt782_confirmed_lexeme	gdt782_confirmed_plaintext	gdt782_component_export_credit	gdt783_branch	gdt783_default_de	gdt783_practical_whole_default_de	gdt783_portable_minimum_core_de	gdt783_renderer_contextual	gdt783_card_id	gdt783_decision	gdt783_confidence	gdt783_working_role	gdt783_functional_axes	gdt783_external_physical_loci	gdt783_variant_policy	gdt783_consumed_token_count	gdt783_consumed_token_ids	gdt783_display_changed	gdt783_default_is_translation	gdt783_confirmed_lexeme	gdt783_confirmed_plaintext	gdt783_component_export_credit	gdt783_variant_letter_export_credit	gdt784_branch	gdt784_default_de	gdt784_practical_whole_default_de	gdt784_target_span_default_de	gdt784_portable_role_de	gdt784_confidence	gdt784_decision	gdt784_surface_whole_preserved	gdt784_part_dry_echo	gdt784_sal_semantic_open	gdt784_renderer_contextual	gdt784_consumed_token_count	gdt784_consumed_token_ids	gdt784_display_changed	gdt784_default_is_translation	gdt784_confirmed_lexeme	gdt784_confirmed_plaintext	gdt784_component_export_credit
G769-T0001	f100v	f100	f100v.20	P	A	1	7	chockhar	8	1	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	GDT781_EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE	Trockenzubereitung	1	G781-S001	chockhar	C0_ANALOGY_C0_IDENTITY	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	DRY|PREPARATION	1	f100v.20@8	1	1	1	Fünf vollständige Distanz-2-Karten liefern DRY|PREPARATION; beide Cachevorkommen sind reader-exakt.	Kein sauberer Distanz-1-Nachbar; nur ein zielunabhängiges exaktes Vorkommen; Zubereitung, Material und heiße Fraktion bleiben unterscheidbar.	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	A2_CLEAN_COMPLETE_WHOLE_PROJECTION	0	0	0	0	erhitzter Ansatz	1	G782-C003	REVISE	C0_SINGLE_EXTERNAL_FIELD_C0_IDENTITY	HOT|PREPARATION	1	1	f100v.20@8	1	0	0	0	0	INHERITED_GDT782	erhitzter Ansatz	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	HOT|PREPARATION	0	INHERITED_GDT782	1	f100v.20@8	0	0	0	0	0	0	INHERITED_GDT783	erhitzter Ansatz	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f100v.20@8	0	0	0	0	0
G769-T0002	f100v	f100	f100v.21	P	A	1	3	choy	4	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	getrocknete Zubereitungsform	1	G778-S001	choy	C0	1	f100v.21@4	1	0	0	1	0	1	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0	INHERITED_GDT778	getrocknete Zubereitungsform	1	G778-S001	choy	C0	1	f100v.21@4	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	getrocknete Zubereitungsform	1	G778-S001	choy	C0	1	f100v.21@4	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	getrocknete Zubereitungsform	1	G778-S001	choy	C0	INHERITED_GDT780	INHERITED_GDT779	1	f100v.21@4	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	getrocknete Zubereitungsform	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	1	f100v.21@4	0	0	0	0	0	INHERITED_GDT782	getrocknete Zubereitungsform	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	1	f100v.21@4	0	0	0	0	0	0	INHERITED_GDT783	getrocknete Zubereitungsform	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f100v.21@4	0	0	0	0	0
G769-T0003	f102v1	f102	f102v1.8	P	A	1	2	chey	3	1	dairn ol chey ctheol qokeor os aiin cheor qokey choky	INHERITED_GDT777	Zustand: trockene Form I	1	G776-SPAN-001	NONE	C2	1	f102v1.8@3	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Zustand: trockene Form I	1	G776-SPAN-001	NONE	C2	1	f102v1.8@3	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Zustand: trockene Form I	1	G776-SPAN-001	NONE	C2	1	f102v1.8@3	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	Zustand: trockene Form I	1	G776-SPAN-001	NONE	C2	INHERITED_GDT780	INHERITED_GDT779	1	f102v1.8@3	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	Zustand: trockene Form I	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	1	f102v1.8@3	0	0	0	0	0	INHERITED_GDT782	Zustand: trockene Form I	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	1	f102v1.8@3	0	0	0	0	0	0	INHERITED_GDT783	Zustand: trockene Form I	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f102v1.8@3	0	0	0	0	0
G769-T0004	f102v1	f102	f102v1.10	P	A	1	2	ydaiin	3	1	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	INHERITED_GDT777	Bezugswert: Stufe III	1	G776-SPAN-002	NONE	C0	1	f102v1.10@3	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Bezugswert: Stufe III	1	G776-SPAN-002	NONE	C0	1	f102v1.10@3	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Bezugswert: Stufe III	1	G776-SPAN-002	NONE	C0	1	f102v1.10@3	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	Bezugswert: Stufe III	1	G776-SPAN-002	NONE	C0	INHERITED_GDT780	INHERITED_GDT779	1	f102v1.10@3	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	Bezugswert: Stufe III	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	1	f102v1.10@3	0	0	0	0	0	INHERITED_GDT782	Bezugswert: Stufe III	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	1	f102v1.10@3	0	0	0	0	0	0	INHERITED_GDT783	Bezugswert: Stufe III	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f102v1.10@3	0	0	0	0	0
G769-T0005	f102v1	f102	f102v1.13	P	A	1	2	daiin	3	1	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	INHERITED_GDT777	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	INHERITED_GDT780	INHERITED_GDT779	0	NONE	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	und	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	0	NONE	0	0	0	0	0	INHERITED_GDT782	und	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	0	NONE	0	0	0	0	0	0	INHERITED_GDT783	und	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	0	NONE	0	0	0	0	0
G769-T0006	f102v2	f102	f102v2.20	P	A	1	9	sheeoy	10	1	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	GDT781_EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE	feuchter Endzustand	1	G781-S002	sheeoy	C1_ANALOGY_C0_IDENTITY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	MOIST|END_STAGE	1	f102v2.20@10	1	1	1	Sechs vollständige Distanz-1-Karten konvergieren auf MOIST|END_STAGE; die neue vollständige Karte sheeol=Endzustand liegt ebenfalls in Distanz 1 und verstärkt END_STAGE.	Singleton; Träger und Funktion bleiben offen; HOT, PREPARATION, PROCESS und BEGIN_STAGE erscheinen als Rivalachsen.	GDT780_RENDERER_CONTEXTUAL_0_AND_RIGHT_READER_EXACT_1_AND_COMPLETE_RIGHT_SURFACE_IN_FROZEN_WHOLE_23_SPECS	EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	A3_CLEAN_COMPLETE_WHOLE_PROJECTION	0	0	0	0	feuchter Endzustand	1	NONE	INHERITED_GDT781	INHERITED_GDT781	MOIST|END_STAGE	0	1	f102v2.20@10	0	0	0	0	0	INHERITED_GDT782	feuchter Endzustand	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	MOIST|END_STAGE	0	INHERITED_GDT782	1	f102v2.20@10	0	0	0	0	0	0	INHERITED_GDT783	feuchter Endzustand	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f102v2.20@10	0	0	0	0	0
G769-T0007	f102v2	f102	f102v2.22	P	A	1	10	keo	11	0	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	INHERITED_GDT777	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	INHERITED_GDT780	INHERITED_GDT779	0	NONE	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	und	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	0	NONE	0	0	0	0	0	INHERITED_GDT782	und	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	0	NONE	0	0	0	0	0	0	INHERITED_GDT783	und	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	0	NONE	0	0	0	0	0
G769-T0009	f102v2	f102	f102v2.32	P	A	1	10	daiin	11	1	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	INHERITED_GDT777	Wert: Stufe III	1	G776-SPAN-003	NONE	C1	1	f102v2.32@11	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Wert: Stufe III	1	G776-SPAN-003	NONE	C1	1	f102v2.32@11	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Wert: Stufe III	1	G776-SPAN-003	NONE	C1	1	f102v2.32@11	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	Wert: Stufe III	1	G776-SPAN-003	NONE	C1	INHERITED_GDT780	INHERITED_GDT779	1	f102v2.32@11	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	Wert: Stufe III	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	1	f102v2.32@11	0	0	0	0	0	INHERITED_GDT782	Wert: Stufe III	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	1	f102v2.32@11	0	0	0	0	0	0	INHERITED_GDT783	Wert: Stufe III	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f102v2.32@11	0	0	0	0	0
G769-T0011	f103r	f103	f103r.25	S	B	3	12	NONE	0	0	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT780	INHERITED_GDT779	0	NONE	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	0	NONE	0	0	0	0	0	INHERITED_GDT782	Ansatz-/Zubereitungsposten	INHERITED_GDT782	INHERITED_GDT782	0	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	0	NONE	0	0	0	0	0	0	INHERITED_GDT783	Ansatz-/Zubereitungsposten	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	0	0	NONE	0	0	0	0	0
G769-T0012	f103r	f103	f103r.28	S	B	3	9	cheey	10	1	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	INHERITED_GDT777	Zustand: trockene Form II	1	G776-SPAN-004	NONE	C2	1	f103r.28@10	0	0	0	0	0	0	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0	INHERITED_GDT778	Zustand: trockene Form II	1	G776-SPAN-004	NONE	C2	1	f103r.28@10	0	0	0	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	INHERITED_GDT778	0	0	0	0	INHERITED_GDT779	Zustand: trockene Form II	1	G776-SPAN-004	NONE	C2	1	f103r.28@10	0	0	0	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	INHERITED_GDT779	0	0	0	0	INHERITED_GDT780	Zustand: trockene Form II	1	G776-SPAN-004	NONE	C2	INHERITED_GDT780	INHERITED_GDT779	1	f103r.28@10	0	0	0	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	INHERITED_GDT780	0	0	0	0	Zustand: trockene Form II	1	NONE	INHERITED_GDT781	INHERITED_GDT781	INHERITED_GDT779	0	1	f103r.28@10	0	0	0	0	0	INHERITED_GDT782	Zustand: trockene Form II	INHERITED_GDT782	INHERITED_GDT782	1	NONE	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT782	INHERITED_GDT779	0	INHERITED_GDT782	1	f103r.28@10	0	0	0	0	0	0	INHERITED_GDT783	Zustand: trockene Form II	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	INHERITED_GDT783	0	0	0	1	1	f103r.28@10	0	0	0	0	0
