event_id	page	record	statement_id	surface	exact_card_id	component_recipe	relative_components	relative_reading_de	complete_card_reading_de	absolute_value_needed
E077	f56r	H5	H5-S001	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E086	f56r	H5	H5-S002	cheeckhody	PROC057	CH+EE+CKH+O+DY	EE	LAENGER	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	CALIBRATION_ONLY
E089	f56r	H5	H5-S003	kchey	PROC059	K+E+Y	E	KURZ	ZUGEBEN · KURZ · POSTEN	CALIBRATION_ONLY
E092	f56r	H5	H5-S004	chokcheo	PROC061	OK+CH+E+O	E	KURZ	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	CALIBRATION_ONLY
E097	f56r	H5	H5-S005	sotodan	PROC064	OT+O+AIN	AIN	PORTION	DANACH · ARBEITSGANG · PORTION	CALIBRATION_ONLY
E099	f56r	H5	H5-S006	keol	PROC066	K+E+OL	E	KURZ	ZUGEBEN · KURZ · WEITER	CALIBRATION_ONLY
E100	f56r	H5	H5-S006	daiin	PROC009	AIIN	AIIN	SOLLMASS	SOLLMASS	YES
E169	f82r	B2	B2-S003	qokain	PROC080	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	CALIBRATION_ONLY
E171	f82r	B2	B2-S003	qokeedy	PROC100	OK+EE+DY	EE	LAENGER	ANSETZEN · LANG · SCHLUSS	CALIBRATION_ONLY
E175	f82r	B2	B2-S004	qokeey	PROC092	OK+EE+Y	EE	LAENGER	ANSETZEN · LANG · POSTEN	CALIBRATION_ONLY
E176	f82r	B2	B2-S004	lcheckhedy	PROC103	L+CKH+E+DY	E	KURZ	LEITEN · DURCHLASS · KURZ · SCHLUSS	CALIBRATION_ONLY
E178	f82r	B2	B2-S005	solkaiin	PROC105	SOLK+AIIN	AIIN	SOLLMASS	SAMMELN · SOLLMASS	YES
E180	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E181	f82r	B2	B2-S005	qokaiin	PROC038	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	YES
E182	f82r	B2	B2-S005	octheol	PROC106	O+CTH+E+OL	E	KURZ	ARBEITSGANG · BEREITEN · KURZ · WEITER	CALIBRATION_ONLY
E183	f82r	B2	B2-S005	chkeey	PROC107	CHK+EE+Y	EE	LAENGER	WAERMEN · LANG · POSTEN	CALIBRATION_ONLY
E185	f82r	B2	B2-S006	oteey	PROC109	OT+EE+Y	EE	LAENGER	DANACH · LANG · POSTEN	CALIBRATION_ONLY
E187	f82r	B2	B2-S006	sheckhy	PROC110	SH+E+CKH+Y	E	KURZ	HALTEN · KURZ · DURCHLASS · POSTEN	CALIBRATION_ONLY
