handoff_word_id	event_id	section	record_unit_id	page	statement_id	surface	source_reading_de	handoff_atomic_value_de
HW01	E009	HERBAL	H1	f10r	H1-S001	daiin	Sollmaß	Sollmaß
HW01	E022	HERBAL	H2	f10r	H2-S001	taiin	Sollmaß	Sollmaß
HW01	E030	HERBAL	H2	f10r	H2-S002	daiin	Sollmaß	Sollmaß
HW01	E051	HERBAL	H3	f11r	H3-S003	daiin	Sollmaß	Sollmaß
HW01	E057	HERBAL	H4	f55v	H4-S001	chaiin	Sollmaß	Sollmaß
HW01	E061	HERBAL	H4	f55v	H4-S002	daiin	Sollmaß	Sollmaß
HW01	E068	HERBAL	H4	f55v	H4-S004	aiin	Sollmaß	Sollmaß
HW01	E077	HERBAL	H5	f56r	H5-S001	daiin	Sollmaß	Sollmaß
HW01	E100	HERBAL	H5	f56r	H5-S006	daiin	Sollmaß	Sollmaß
HW01	E116	BIO	B1	f81v	B1-S002	daiin	Sollmaß	Sollmaß
HW01	E118	BIO	B1	f81v	B1-S002	daiin	Sollmaß	Sollmaß
HW01	E207	BIO	B2	f82r	B2-S012	daiin	Sollmaß	Sollmaß
HW01	E217	BIO	B2	f82r	B2-S016	aiin	Sollmaß	Sollmaß
HW01	E233	BIO	B3	f83r	B3-S003	daiin	Sollmaß	Sollmaß
HW01	E274	BIO	B3	f83r	B3-S021	saiin	Sollmaß	Sollmaß
HW01	E299	BIO	B3	f83r	B3-S030	saiin	Sollmaß	Sollmaß
HW01	E332	BIO	B4	f83r	B4-S008	saiin	Sollmaß	Sollmaß
HW01	E338	BIO	B4	f83r	B4-S011	saiin	Sollmaß	Sollmaß
HW01	E369	BIO	B5	f83r	B5-S003	aiin	Sollmaß	Sollmaß
HW01	E377	BIO	B6	f83r	B6-S001	daiin	Sollmaß	Sollmaß
HW02	E013	HERBAL	H1	f10r	H1-S002	chol	fortsetzen	Fortsetzung
HW02	E027	HERBAL	H2	f10r	H2-S002	chol	fortsetzen	Fortsetzung
HW02	E029	HERBAL	H2	f10r	H2-S002	chol	fortsetzen	Fortsetzung
HW02	E106	BIO	B1	f81v	B1-S002	ol	fortsetzen	Fortsetzung
HW02	E110	BIO	B1	f81v	B1-S002	ol	fortsetzen	Fortsetzung
HW02	E114	BIO	B1	f81v	B1-S002	ol	fortsetzen	Fortsetzung
HW02	E121	BIO	B1	f81v	B1-S003	qol	fortsetzen	Fortsetzung
HW02	E124	BIO	B1	f81v	B1-S004	ol	fortsetzen	Fortsetzung
HW02	E133	BIO	B1	f81v	B1-S008	ol	fortsetzen	Fortsetzung
HW02	E135	BIO	B1	f81v	B1-S008	ol	fortsetzen	Fortsetzung
HW02	E148	BIO	B1	f81v	B1-S014	qol	fortsetzen	Fortsetzung
HW02	E154	BIO	B1	f81v	B1-S016	qol	fortsetzen	Fortsetzung
HW02	E295	BIO	B3	f83r	B3-S029	sol	fortsetzen	Fortsetzung
HW02	E324	BIO	B4	f83r	B4-S003	tol	fortsetzen	Fortsetzung
HW02	E343	BIO	B4	f83r	B4-S011	sol	fortsetzen	Fortsetzung
HW02	E366	BIO	B5	f83r	B5-S003	cheol	fortsetzen	Fortsetzung
HW02	E370	BIO	B5	f83r	B5-S003	sol	fortsetzen	Fortsetzung
HW02	E376	BIO	B6	f83r	B6-S001	ol	fortsetzen	Fortsetzung
HW02	E378	BIO	B6	f83r	B6-S001	ol	fortsetzen	Fortsetzung
