event_id	physical_page	locus	channel	surface	component_recipe	codebook_layer	current_value_de	corrected_owner_id	corrected_owner_de	corrected_text_role	local_reading_de
P912-E0848	f75r	f75r.47	OWNER_ADDRESS_OR_DIAGRAM	sal	S+AL	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildklasse auswählen; Zielplatz	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Zielklasse wählen; am zweiten Grad eintragen und schließen.
P912-E0849	f75r	f75r.47	OWNER_ADDRESS_OR_DIAGRAM	okeedy	OK+EE+DY	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildplatz aktivieren; zweiter Grad; Bildeintrag schließen	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Zielklasse wählen; am zweiten Grad eintragen und schließen.
P912-E0850	f75r	f75r.48	OWNER_ADDRESS_OR_DIAGRAM	daly	AL+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	Zielplatz; dieser Bildplatz	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Diesen Zielplatz mit dem wiederholten Gegenplatz verbinden.
P912-E0851	f75r	f75r.48	OWNER_ADDRESS_OR_DIAGRAM	ychey	Y+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	dieser Bildplatz; dieser Bildplatz	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Diesen Zielplatz mit dem wiederholten Gegenplatz verbinden.
P912-E0852	f75r	f75r.49	OWNER_ADDRESS_OR_DIAGRAM	sols	OL+S	LOCAL_NOMENCLATOR_OR_ADDRESS	dieselbe Reihe fortführen; Bildklasse auswählen	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Dieselbe Klasse an der unteren Quelladresse fortführen.
P912-E0853	f75r	f75r.49	OWNER_ADDRESS_OR_DIAGRAM	dara	D_ADDR+AR+A_ADDR	LOCAL_NOMENCLATOR_OR_ADDRESS	Unterplatz; Quell- oder Bezugsstelle; lokale Bildadresse	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Dieselbe Klasse an der unteren Quelladresse fortführen.
P912-E0854	f75r	f75r.50	OWNER_ADDRESS_OR_DIAGRAM	ychty	Y+CH+T+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	dieser Bildplatz; Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; dieser Bildplatz	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Diesen Platz auswählen, markieren und wieder als laufenden Platz setzen.
P912-E0855	f75r	f75r.51	OWNER_ADDRESS_OR_DIAGRAM	saino	S+AIN+O	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildklasse auswählen; Einheit oder Index; Reihe aufrufen	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Eine Einheit auswählen und ihren örtlichen Gang aufrufen.
P912-E0856	f75r	f75r.52	OWNER_ADDRESS_OR_DIAGRAM	saldy	S+AL+DY	LOCAL_NOMENCLATOR_OR_ADDRESS	Bildklasse auswählen; Zielplatz; Bildeintrag schließen	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Den gewählten Zielplatz schließen.
P912-E0857	f75r	f75r.53	OWNER_ADDRESS_OR_DIAGRAM	dainy	AIN+Y	LOCAL_NOMENCLATOR_OR_ADDRESS	Einheit oder Index; dieser Bildplatz	F75R_UPPER_LEFT_TRIANGULAR_INSET	dreieckige Insel zwischen Rinnsal und breitem Ablauf	EMBEDDED_SEVEN_LINE_MICRO_REGISTER	Eine Einheit gehört zu diesem Platz.
