world	locus	edition	source_group_ids_json	source_groups_json	separators_json	literal_json	confidence
ASCENT	f75r.2	ZL3b	"[""ZL3b|f75r.2|G001"", ""ZL3b|f75r.2|G002"", ""ZL3b|f75r.2|G003"", ""ZL3b|f75r.2|G004"", ""ZL3b|f75r.2|G005"", ""ZL3b|f75r.2|G006"", ""ZL3b|f75r.2|G007"", ""ZL3b|f75r.2|G008""]"	"[""dain"", ""shey"", ""ly"", ""ssheol"", ""qol{chh}dy"", ""chedykar"", ""chekeedy"", ""ror""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dain]"", ""[shey]"", ""[ly]"", ""[ssheol]"", ""[qol{chh}dy]"", ""[chedykar]"", ""[chekeedy]"", ""[ror]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.2	ZL3b	"[""ZL3b|f75r.2|G001"", ""ZL3b|f75r.2|G002"", ""ZL3b|f75r.2|G003"", ""ZL3b|f75r.2|G004"", ""ZL3b|f75r.2|G005"", ""ZL3b|f75r.2|G006"", ""ZL3b|f75r.2|G007"", ""ZL3b|f75r.2|G008""]"	"[""dain"", ""shey"", ""ly"", ""ssheol"", ""qol{chh}dy"", ""chedykar"", ""chekeedy"", ""ror""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dain]"", ""[shey]"", ""[ly]"", ""[ssheol]"", ""[qol{chh}dy]"", ""[chedykar]"", ""[chekeedy]"", ""[ror]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.2	IT2a	"[""IT2a|f75r.2|G001"", ""IT2a|f75r.2|G002"", ""IT2a|f75r.2|G003"", ""IT2a|f75r.2|G004"", ""IT2a|f75r.2|G005"", ""IT2a|f75r.2|G006"", ""IT2a|f75r.2|G007"", ""IT2a|f75r.2|G008""]"	"[""dain"", ""shey"", ""ly"", ""ssheol"", ""qolchedy"", ""chedykar"", ""chekeedy"", ""ror""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dain]"", ""[shey]"", ""[ly]"", ""[ssheol]"", ""daraus? wird?"", ""[chedykar]"", ""[chekeedy]"", ""[ror]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.2	IT2a	"[""IT2a|f75r.2|G001"", ""IT2a|f75r.2|G002"", ""IT2a|f75r.2|G003"", ""IT2a|f75r.2|G004"", ""IT2a|f75r.2|G005"", ""IT2a|f75r.2|G006"", ""IT2a|f75r.2|G007"", ""IT2a|f75r.2|G008""]"	"[""dain"", ""shey"", ""ly"", ""ssheol"", ""qolchedy"", ""chedykar"", ""chekeedy"", ""ror""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dain]"", ""[shey]"", ""[ly]"", ""[ssheol]"", ""daraus? wird?"", ""[chedykar]"", ""[chekeedy]"", ""[ror]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.2	RF1b	"[""RF1b|f75r.2|G001"", ""RF1b|f75r.2|G002"", ""RF1b|f75r.2|G003"", ""RF1b|f75r.2|G004"", ""RF1b|f75r.2|G005"", ""RF1b|f75r.2|G006"", ""RF1b|f75r.2|G007"", ""RF1b|f75r.2|G008""]"	"[""dain"", ""shey"", ""ly"", ""s{ch'}eol"", ""qol{chh}dy"", ""chedykar"", ""chekeedy"", ""ror""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dain]"", ""[shey]"", ""[ly]"", ""[s{ch'}eol]"", ""[qol{chh}dy]"", ""[chedykar]"", ""[chekeedy]"", ""[ror]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.2	RF1b	"[""RF1b|f75r.2|G001"", ""RF1b|f75r.2|G002"", ""RF1b|f75r.2|G003"", ""RF1b|f75r.2|G004"", ""RF1b|f75r.2|G005"", ""RF1b|f75r.2|G006"", ""RF1b|f75r.2|G007"", ""RF1b|f75r.2|G008""]"	"[""dain"", ""shey"", ""ly"", ""s{ch'}eol"", ""qol{chh}dy"", ""chedykar"", ""chekeedy"", ""ror""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[dain]"", ""[shey]"", ""[ly]"", ""[s{ch'}eol]"", ""[qol{chh}dy]"", ""[chedykar]"", ""[chekeedy]"", ""[ror]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.23	ZL3b	"[""ZL3b|f75r.23|G001"", ""ZL3b|f75r.23|G002"", ""ZL3b|f75r.23|G003"", ""ZL3b|f75r.23|G004"", ""ZL3b|f75r.23|G005"", ""ZL3b|f75r.23|G006"", ""ZL3b|f75r.23|G007""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedyqokam""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""[chedyqokam]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.23	ZL3b	"[""ZL3b|f75r.23|G001"", ""ZL3b|f75r.23|G002"", ""ZL3b|f75r.23|G003"", ""ZL3b|f75r.23|G004"", ""ZL3b|f75r.23|G005"", ""ZL3b|f75r.23|G006"", ""ZL3b|f75r.23|G007""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedyqokam""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""[chedyqokam]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
ASCENT	f75r.23	IT2a	"[""IT2a|f75r.23|G001"", ""IT2a|f75r.23|G002"", ""IT2a|f75r.23|G003"", ""IT2a|f75r.23|G004"", ""IT2a|f75r.23|G005"", ""IT2a|f75r.23|G006"", ""IT2a|f75r.23|G007"", ""IT2a|f75r.23|G008""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
LIGHTNESS	f75r.23	IT2a	"[""IT2a|f75r.23|G001"", ""IT2a|f75r.23|G002"", ""IT2a|f75r.23|G003"", ""IT2a|f75r.23|G004"", ""IT2a|f75r.23|G005"", ""IT2a|f75r.23|G006"", ""IT2a|f75r.23|G007"", ""IT2a|f75r.23|G008""]"	"[""pchey"", ""kshey"", ""qokeey"", ""qokal"", ""sshey"", ""qol"", ""chedy"", ""qokam""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DRAWING_INTERRUPTION"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pchey]"", ""[kshey]"", ""Feuer?"", ""[qokal]"", ""[sshey]"", ""daraus?"", ""wird?"", ""[qokam]""]"	C0_FIXED_COMPOSITION_NOT_IDENTIFIED_WORD
