candidate_id	plant	candidate_basis	folio	working_selection	name_carrier_default	carrier_kind	tokens	expected_family	KCH	KSH	TCH	TSH	QOKCH	QOKSH	QOTCH	QOTSH	expected_count	same_thermal_opposite_moisture_count	expected_minus_opposite	expected_examples
BAL_HIST_1	Balsamus	PETERSEN_2013_BALSAM_PRELIMINARY	f38r	PREFERRED	tolor	P	44	KSH	1	2	0	0	0	0	0	0	2	1	1	f38r.1:5=okshol|f38r.2:1=okshey
BAL_DIRECT_1	Balsamus	DIRECT_SOURCE_IMAGE_MATCH	f32r	ALTERNATIVE	fchaiin	P	76	KSH	4	0	7	1	3	0	2	0	0	4	-4	NONE
CER_SHARED_1	Cerfolium	PETERSEN_2013_MYRRHIS_CONTENDER	f41v	PREFERRED	keeredal	L	66	UNKNOWN	1	0	1	0	0	0	0	0				NOT_APPLICABLE
CUC_HIST_1	Cucurbita	SHERWOOD_2008_SQUASH_CUCURBITA	f24r	PREFERRED	por	P	111	TCH	1	0	1	0	1	0	1	0	1	0	1	f24r.12:2=qotchy
CUC_HIST_2	Cucurbita	VATNE_2021_WILD_GOURD_REVISED_2022_ECBALLIUM	f36r	ALTERNATIVE	pcha	P	63	TCH	1	0	3	0	0	0	1	0	3	0	3	f36r.3:1=qotchy|f36r.3:2=tchy|f36r.8:1=ytchor
CUC_DIRECT_1	Cucurbita	DIRECT_SOURCE_IMAGE_MATCH	f49r	ALTERNATIVE	pychol	P	114	TCH	5	2	8	1	1	0	3	0	8	1	7	f49r.1:5=shtchy|f49r.2:3=chotchy|f49r.11:1=chotcheol|f49r.13:4=tcheol|f49r.16:4=qotchody|f49r.17:6=qotchol|f49r.18:7=chotchy|f49r.20:1=qotcho
DIP_HIST_1	Diptamus	ELV_AND_PETERSEN_PRE1960_DITTANY	f3r	PREFERRED	tsheos	P	114	KSH	1	2	5	2	1	1	1	0	2	1	1	f3r.13:5=qokshey|f3r.16:5=ekshy
DIP_DIRECT_1	Diptamus	DIRECT_SOURCE_IMAGE_MATCH	f23v	ALTERNATIVE	podairol	P	95	KSH	3	2	5	3	1	0	2	0	2	3	-1	f23v.6:3=shkshy|f23v.10:3=kshol
LIQ_HIST_1	Liquiritia	ETHEL_VOYNICH_GLYCYRRHIZA_PROPOSAL	f45r	PREFERRED	pykydal	P	89	KCH	5	0	5	1	1	0	1	0	5	0	5	f45r.3:3=kchol|f45r.5:4=kchey|f45r.5:8=qokchy|f45r.6:2=okchar|f45r.11:3=okcho
LIQ_DIRECT_1	Liquiritia	DIRECT_SOURCE_IMAGE_MATCH	f90r1	ALTERNATIVE	poleeol	P	69	KCH	6	0	2	0	3	0	1	0	6	0	6	f90r1.1:3=qokchod|f90r1.4:4=qokchor|f90r1.4:6=okchod|f90r1.5:9=kchol|f90r1.7:4=qokcha|f90r1.9:2=qoekchy
LIQ_DIRECT_2	Liquiritia	DIRECT_SOURCE_IMAGE_MATCH	f54r	ALTERNATIVE	podaiin	P	110	KCH	4	1	5	0	0	0	0	0	4	1	3	f54r.3:4=ekchody|f54r.4:3=shokchy|f54r.6:6=kcheor|f54r.6:8=qkchol
