deck_id	candidate_ids	count_rank_min	binary_rank_min	assignment_id	k	t	ch	sh	matched_occurrences	total_family_occurrences	positive_blocks	degree_marker_matches	surface_reading_basis	block_scores
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	1	1	KT_THERMAL__k_HOT__ch_MOIST	HOT	COLD	MOIST	DRY	8	13	4	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=3/4|DIP_HIST_1=2/4|CUC_HIST_1=1/2|BAL_HIST_1=2/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	2	1	KT_MOISTURE__sh_HOT__t_MOIST	DRY	MOIST	COLD	HOT	6	13	4	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=1/4|DIP_HIST_1=2/4|CUC_HIST_1=1/2|BAL_HIST_1=2/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	3	3	KT_MOISTURE__ch_HOT__k_MOIST	MOIST	DRY	HOT	COLD	4	13	2	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=3/4|DIP_HIST_1=1/4|CUC_HIST_1=0/2|BAL_HIST_1=0/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	4	3	KT_MOISTURE__sh_HOT__k_MOIST	MOIST	DRY	COLD	HOT	2	13	2	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=0/4|DIP_HIST_1=1/4|CUC_HIST_1=1/2|BAL_HIST_1=0/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	4	3	KT_THERMAL__t_HOT__ch_MOIST	COLD	HOT	MOIST	DRY	2	13	2	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=0/4|DIP_HIST_1=1/4|CUC_HIST_1=1/2|BAL_HIST_1=0/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	4	3	KT_THERMAL__t_HOT__sh_MOIST	COLD	HOT	DRY	MOIST	2	13	2	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=1/4|DIP_HIST_1=1/4|CUC_HIST_1=0/2|BAL_HIST_1=0/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	7	7	KT_MOISTURE__ch_HOT__t_MOIST	DRY	MOIST	HOT	COLD	1	13	1	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=0/4|DIP_HIST_1=0/4|CUC_HIST_1=0/2|BAL_HIST_1=1/3
EXTERNAL_PREEXISTING_PROPOSALS	BAL_HIST_1|CUC_HIST_1|DIP_HIST_1|LIQ_HIST_1	7	7	KT_THERMAL__k_HOT__sh_MOIST	HOT	COLD	DRY	MOIST	1	13	1	4	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_HIST_1=0/4|DIP_HIST_1=0/4|CUC_HIST_1=0/2|BAL_HIST_1=1/3
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	1	2	KT_THERMAL__k_HOT__ch_MOIST	HOT	COLD	MOIST	DRY	8	20	3	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=4/5|DIP_DIRECT_1=2/5|CUC_DIRECT_1=2/3|BAL_DIRECT_1=0/7
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	2	4	KT_MOISTURE__ch_HOT__k_MOIST	MOIST	DRY	HOT	COLD	7	20	2	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=4/5|DIP_DIRECT_1=0/5|CUC_DIRECT_1=0/3|BAL_DIRECT_1=3/7
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	3	1	KT_THERMAL__t_HOT__ch_MOIST	COLD	HOT	MOIST	DRY	6	20	4	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=1/5|DIP_DIRECT_1=3/5|CUC_DIRECT_1=1/3|BAL_DIRECT_1=1/7
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	4	2	KT_MOISTURE__sh_HOT__k_MOIST	MOIST	DRY	COLD	HOT	5	20	3	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=0/5|DIP_DIRECT_1=3/5|CUC_DIRECT_1=1/3|BAL_DIRECT_1=1/7
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	5	4	KT_MOISTURE__ch_HOT__t_MOIST	DRY	MOIST	HOT	COLD	4	20	2	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=1/5|DIP_DIRECT_1=0/5|CUC_DIRECT_1=0/3|BAL_DIRECT_1=3/7
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	5	4	KT_MOISTURE__sh_HOT__t_MOIST	DRY	MOIST	COLD	HOT	4	20	2	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=0/5|DIP_DIRECT_1=2/5|CUC_DIRECT_1=2/3|BAL_DIRECT_1=0/7
INTERNAL_DIRECT_IMAGE_MATCHES	BAL_DIRECT_1|CUC_DIRECT_1|DIP_DIRECT_1|LIQ_DIRECT_1	7	7	KT_THERMAL__k_HOT__sh_MOIST	HOT	COLD	DRY	MOIST	3	20	1	2	ZL3b_PRIMARY_WITH_SELECTED_LOCUS_ALTERNATE_AUDIT	LIQ_DIRECT_1=0/5|DIP_DIRECT_1=0/5|CUC_DIRECT_1=0/3|BAL_DIRECT_1=3/7
