candidate_id	plant	thermal	moisture	shared_degree	candidate_basis	folio	name_carrier_default	carrier_basis	expected_family	working_selection	image_url	identity_source_ref	identity_scope	comment
BAL_HIST_1	Balsamus	HOT	DRY	2	PETERSEN_2013_BALSAM_PRELIMINARY	f38r	tolor	FIRST_PAGE_TOKEN	KSH	PREFERRED	https://collections.library.yale.edu/iiif/2/1006148/full/full/0/default.jpg	https://voynichportal.com/2013/07/21/large-plants-folio-38r/	EXTERNAL_PREEXISTING_TENTATIVE_PROPOSAL	Commiphora/balsam or sap-harvest proposal; Petersen explicitly calls it preliminary.
BAL_DIRECT_1	Balsamus	HOT	DRY	2	DIRECT_SOURCE_IMAGE_MATCH	f32r	fchaiin	FIRST_PAGE_TOKEN	KSH	ALTERNATIVE	https://collections.library.yale.edu/iiif/2/1006136/full/full/0/default.jpg	GDT622_MANUAL_COMPARISON_TO_GDT621_SOURCE_IMAGES	INTERNAL_MANUAL_VISUAL_COMPARISON	Best direct source-image match, but its text is a code-family counterexample.
CER_SHARED_1	Cerfolium				PETERSEN_2013_MYRRHIS_CONTENDER	f41v	keeredal	SEPARATE_LABEL	UNKNOWN	PREFERRED	https://collections.library.yale.edu/iiif/2/1006155/full/full/0/default.jpg	https://voynichportal.com/2013/07/21/large-plants-folio-41v/	EXTERNAL_PREEXISTING_RELATED_TAXON_PROPOSAL	Myrrhis/sweet-chervil is only a contender, not exact Cerfolium; the source opening gives culinary use, not temperature.
CUC_HIST_1	Cucurbita	COLD	MOIST	2	SHERWOOD_2008_SQUASH_CUCURBITA	f24r	por	ZL_FIRST_TOKEN__IT_RF_JOIN_PORORY	TCH	PREFERRED	https://collections.library.yale.edu/iiif/2/1006120/full/full/0/default.jpg	https://www.edithsherwood.com/voynich_botanical_plants_2/plant_list.php?page=6	EXTERNAL_PREEXISTING_TENTATIVE_PROPOSAL	Published squash/Cucurbita proposal predates this code comparison; carrier tokenization is not stable.
CUC_HIST_2	Cucurbita	COLD	MOIST	2	VATNE_2021_WILD_GOURD_REVISED_2022_ECBALLIUM	f36r	pcha	FIRST_PAGE_TOKEN	TCH	ALTERNATIVE	https://collections.library.yale.edu/iiif/2/1006144/full/full/0/default.jpg	https://crackingthevoynichcipher.com/wp-content/uploads/2022/10/2_2_the_voynich_plants_and_their_names_part_2.pdf	EXTERNAL_MODERN_DECIPHERMENT_PROPOSAL	Clean TCH opening and otaiin, but the proposal was revised to Ecballium and is not exact Cucurbita.
CUC_DIRECT_1	Cucurbita	COLD	MOIST	2	DIRECT_SOURCE_IMAGE_MATCH	f49r	pychol	FIRST_PAGE_TOKEN	TCH	ALTERNATIVE	https://collections.library.yale.edu/iiif/2/1006170/full/full/0/default.jpg	GDT622_MANUAL_COMPARISON_TO_GDT621_SOURCE_IMAGES	INTERNAL_MANUAL_VISUAL_COMPARISON	Best direct source-image match and strongest whole-page TCH count, but its opening lacks the degree-II candidate.
DIP_HIST_1	Diptamus	HOT	DRY	3	ELV_AND_PETERSEN_PRE1960_DITTANY	f3r	tsheos	FIRST_PAGE_TOKEN	KSH	PREFERRED	https://collections.library.yale.edu/iiif/2/1006080/full/full/0/default.jpg	https://www.voynich.nu/extra/herb_oldid.html	EXTERNAL_PREEXISTING_TENTATIVE_PROPOSAL	Archived Dictamnus/Cretan-dittany proposals; exact qokshey is transcription-sensitive.
DIP_DIRECT_1	Diptamus	HOT	DRY	3	DIRECT_SOURCE_IMAGE_MATCH	f23v	podairol	FIRST_PAGE_TOKEN	KSH	ALTERNATIVE	https://collections.library.yale.edu/iiif/2/1006119/full/full/0/default.jpg	GDT622_MANUAL_COMPARISON_TO_GDT621_SOURCE_IMAGES	INTERNAL_MANUAL_VISUAL_COMPARISON	Best direct source-image match; KSH occurs but is not the dominant page quadrant.
LIQ_HIST_1	Liquiritia	HOT	MOIST	1	ETHEL_VOYNICH_GLYCYRRHIZA_PROPOSAL	f45r	pykydal	FIRST_PAGE_TOKEN	KCH	PREFERRED	https://collections.library.yale.edu/iiif/2/1006162/full/full/0/default.jpg	https://www.voynich.nu/extra/herb_oldid.html	EXTERNAL_PREEXISTING_TENTATIVE_PROPOSAL	Archived Glycyrrhiza proposal predates this code comparison; KCH occurs five times and KSH not at all.
LIQ_DIRECT_1	Liquiritia	HOT	MOIST	1	DIRECT_SOURCE_IMAGE_MATCH	f90r1	poleeol	FIRST_PAGE_TOKEN	KCH	ALTERNATIVE	https://collections.library.yale.edu/iiif/2/1006236/full/full/0/default.jpg	GDT622_MANUAL_COMPARISON_TO_GDT621_SOURCE_IMAGES	INTERNAL_MANUAL_VISUAL_COMPARISON	Strong direct comparison and clean KCH profile, but no independent published liquorice proposal was found.
LIQ_DIRECT_2	Liquiritia	HOT	MOIST	1	DIRECT_SOURCE_IMAGE_MATCH	f54r	podaiin	FIRST_PAGE_TOKEN	KCH	ALTERNATIVE	https://collections.library.yale.edu/iiif/2/1006180/full/full/0/default.jpg	GDT622_MANUAL_COMPARISON_TO_GDT621_SOURCE_IMAGES	INTERNAL_MANUAL_VISUAL_COMPARISON	Near-equal direct visual alternative; code profile is weaker than f90r1.
