candidate_id	plant	folio	locus	token_index	surface	family	q_prefixed	expected_for_candidate
DIP_DIRECT_1	Diptamus	f23v	f23v.1	10	qotchar	TCH	1	0
DIP_DIRECT_1	Diptamus	f23v	f23v.2	3	okchaldy	KCH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.2	4	qokchey	KCH	1	0
DIP_DIRECT_1	Diptamus	f23v	f23v.2	6	otchol	TCH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.2	8	otchg	TCH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.3	10	qotcholg	TCH	1	0
DIP_DIRECT_1	Diptamus	f23v	f23v.4	1	okchey	KCH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.4	6	otchor	TCH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.6	1	tshol	TSH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.6	3	shkshy	KSH	0	1
DIP_DIRECT_1	Diptamus	f23v	f23v.6	6	otshor	TSH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.9	1	otshy	TSH	0	0
DIP_DIRECT_1	Diptamus	f23v	f23v.10	3	kshol	KSH	0	1
CUC_HIST_1	Cucurbita	f24r	f24r.12	1	qokchy	KCH	1	0
CUC_HIST_1	Cucurbita	f24r	f24r.12	2	qotchy	TCH	1	1
BAL_DIRECT_1	Balsamus	f32r	f32r.1	6	tchy	TCH	0	0
BAL_DIRECT_1	Balsamus	f32r	f32r.2	2	okchor	KCH	0	0
BAL_DIRECT_1	Balsamus	f32r	f32r.2	7	qotchol	TCH	1	0
BAL_DIRECT_1	Balsamus	f32r	f32r.3	1	qokchor	KCH	1	0
BAL_DIRECT_1	Balsamus	f32r	f32r.4	3	ytsho	TSH	0	0
BAL_DIRECT_1	Balsamus	f32r	f32r.5	1	qotchy	TCH	1	0
BAL_DIRECT_1	Balsamus	f32r	f32r.5	2	qokchy	KCH	1	0
BAL_DIRECT_1	Balsamus	f32r	f32r.6	2	tcheychedy	TCH	0	0
BAL_DIRECT_1	Balsamus	f32r	f32r.9	1	dytchor	TCH	0	0
BAL_DIRECT_1	Balsamus	f32r	f32r.13	1	otcho	TCH	0	0
BAL_DIRECT_1	Balsamus	f32r	f32r.15	1	qokchy	KCH	1	0
BAL_DIRECT_1	Balsamus	f32r	f32r.16	1	otchol	TCH	0	0
CUC_HIST_2	Cucurbita	f36r	f36r.3	1	qotchy	TCH	1	1
CUC_HIST_2	Cucurbita	f36r	f36r.3	2	tchy	TCH	0	1
CUC_HIST_2	Cucurbita	f36r	f36r.7	5	okchy	KCH	0	0
CUC_HIST_2	Cucurbita	f36r	f36r.8	1	ytchor	TCH	0	1
BAL_HIST_1	Balsamus	f38r	f38r.1	5	okshol	KSH	0	1
BAL_HIST_1	Balsamus	f38r	f38r.2	1	okshey	KSH	0	1
BAL_HIST_1	Balsamus	f38r	f38r.3	5	kchol	KCH	0	0
DIP_HIST_1	Diptamus	f3r	f3r.1	1	tsheos	TSH	0	0
DIP_HIST_1	Diptamus	f3r	f3r.2	4	qotcham	TCH	1	0
DIP_HIST_1	Diptamus	f3r	f3r.7	1	otchol	TCH	0	0
DIP_HIST_1	Diptamus	f3r	f3r.9	4	otchody	TCH	0	0
DIP_HIST_1	Diptamus	f3r	f3r.12	2	qokchor	KCH	1	0
DIP_HIST_1	Diptamus	f3r	f3r.13	5	qokshey	KSH	1	1
DIP_HIST_1	Diptamus	f3r	f3r.15	1	tsheoarom	TSH	0	0
DIP_HIST_1	Diptamus	f3r	f3r.15	7	otchom	TCH	0	0
DIP_HIST_1	Diptamus	f3r	f3r.16	5	ekshy	KSH	0	1
DIP_HIST_1	Diptamus	f3r	f3r.19	1	otchor	TCH	0	0
CER_SHARED_1	Cerfolium	f41v	f41v.2	4	cfhekchdy	KCH	0	0
CER_SHARED_1	Cerfolium	f41v	f41v.3	2	tchey	TCH	0	0
LIQ_HIST_1	Liquiritia	f45r	f45r.3	3	kchol	KCH	0	1
LIQ_HIST_1	Liquiritia	f45r	f45r.5	4	kchey	KCH	0	1
LIQ_HIST_1	Liquiritia	f45r	f45r.5	7	otshy	TSH	0	0
LIQ_HIST_1	Liquiritia	f45r	f45r.5	8	qokchy	KCH	1	1
LIQ_HIST_1	Liquiritia	f45r	f45r.6	1	otchar	TCH	0	0
LIQ_HIST_1	Liquiritia	f45r	f45r.6	2	okchar	KCH	0	1
LIQ_HIST_1	Liquiritia	f45r	f45r.6	4	ytchody	TCH	0	0
LIQ_HIST_1	Liquiritia	f45r	f45r.6	5	tcholol	TCH	0	0
LIQ_HIST_1	Liquiritia	f45r	f45r.8	1	tchol	TCH	0	0
LIQ_HIST_1	Liquiritia	f45r	f45r.9	7	qotchol	TCH	1	0
LIQ_HIST_1	Liquiritia	f45r	f45r.11	3	okcho	KCH	0	1
