edition	model	source_group_id	locus	group_index	raw	pair	head_source_group_id	head_raw	left_separator	attachment_status	relation	proposed_direction	semantic_credit
ZL3b	L	ZL3b|f77r.10|G004	f77r.10	4	qotaiin	C	ZL3b|f77r.10|G003	shey	DEFINITE_SPACE	HEAD_UNTRANSLATED	BELONGS_TO	ZL3b|f77r.10|G003 -> C (concept, not identified individual)	0; stipulated reading only
ZL3b	S	ZL3b|f77r.10|G004	f77r.10	4	qotaiin	C	ZL3b|f77r.10|G003	shey	DEFINITE_SPACE	HEAD_UNTRANSLATED	FROM	C (concept, not identified individual) -> ZL3b|f77r.10|G003	0; stipulated reading only
ZL3b	T	ZL3b|f77r.10|G004	f77r.10	4	qotaiin	C	ZL3b|f77r.10|G003	shey	DEFINITE_SPACE	HEAD_UNTRANSLATED	TO	ZL3b|f77r.10|G003 -> C (concept, not identified individual)	0; stipulated reading only
ZL3b	L	ZL3b|f77r.10|G005	f77r.10	5	qotedy	A	ZL3b|f77r.10|G004	qotaiin	DEFINITE_SPACE	LEFT_IS_MARKED_FORM	BELONGS_TO	ZL3b|f77r.10|G004 -> A (concept, not identified individual)	0; stipulated reading only
ZL3b	S	ZL3b|f77r.10|G005	f77r.10	5	qotedy	A	ZL3b|f77r.10|G004	qotaiin	DEFINITE_SPACE	LEFT_IS_MARKED_FORM	FROM	A (concept, not identified individual) -> ZL3b|f77r.10|G004	0; stipulated reading only
ZL3b	T	ZL3b|f77r.10|G005	f77r.10	5	qotedy	A	ZL3b|f77r.10|G004	qotaiin	DEFINITE_SPACE	LEFT_IS_MARKED_FORM	TO	ZL3b|f77r.10|G004 -> A (concept, not identified individual)	0; stipulated reading only
ZL3b	L	ZL3b|f77r.11|G002	f77r.11	2	qokaiin	D	ZL3b|f77r.11|G001	qoteedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	BELONGS_TO	ZL3b|f77r.11|G001 -> D (concept, not identified individual)	0; stipulated reading only
ZL3b	S	ZL3b|f77r.11|G002	f77r.11	2	qokaiin	D	ZL3b|f77r.11|G001	qoteedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	FROM	D (concept, not identified individual) -> ZL3b|f77r.11|G001	0; stipulated reading only
ZL3b	T	ZL3b|f77r.11|G002	f77r.11	2	qokaiin	D	ZL3b|f77r.11|G001	qoteedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	TO	ZL3b|f77r.11|G001 -> D (concept, not identified individual)	0; stipulated reading only
ZL3b	L	ZL3b|f77r.14|G005	f77r.14	5	qokaiin	D	ZL3b|f77r.14|G004	qoteedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	BELONGS_TO	ZL3b|f77r.14|G004 -> D (concept, not identified individual)	0; stipulated reading only
ZL3b	S	ZL3b|f77r.14|G005	f77r.14	5	qokaiin	D	ZL3b|f77r.14|G004	qoteedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	FROM	D (concept, not identified individual) -> ZL3b|f77r.14|G004	0; stipulated reading only
ZL3b	T	ZL3b|f77r.14|G005	f77r.14	5	qokaiin	D	ZL3b|f77r.14|G004	qoteedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	TO	ZL3b|f77r.14|G004 -> D (concept, not identified individual)	0; stipulated reading only
ZL3b	L	ZL3b|f77r.14|G008	f77r.14	8	qotedy	A	ZL3b|f77r.14|G007	qokeedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	BELONGS_TO	ZL3b|f77r.14|G007 -> A (concept, not identified individual)	0; stipulated reading only
ZL3b	S	ZL3b|f77r.14|G008	f77r.14	8	qotedy	A	ZL3b|f77r.14|G007	qokeedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	FROM	A (concept, not identified individual) -> ZL3b|f77r.14|G007	0; stipulated reading only
ZL3b	T	ZL3b|f77r.14|G008	f77r.14	8	qotedy	A	ZL3b|f77r.14|G007	qokeedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	TO	ZL3b|f77r.14|G007 -> A (concept, not identified individual)	0; stipulated reading only
ZL3b	L	ZL3b|f77r.15|G003	f77r.15	3	qotol	B	ZL3b|f77r.15|G002	shedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	BELONGS_TO	ZL3b|f77r.15|G002 -> B (concept, not identified individual)	0; stipulated reading only
ZL3b	S	ZL3b|f77r.15|G003	f77r.15	3	qotol	B	ZL3b|f77r.15|G002	shedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	FROM	B (concept, not identified individual) -> ZL3b|f77r.15|G002	0; stipulated reading only
ZL3b	T	ZL3b|f77r.15|G003	f77r.15	3	qotol	B	ZL3b|f77r.15|G002	shedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	TO	ZL3b|f77r.15|G002 -> B (concept, not identified individual)	0; stipulated reading only
ZL3b	L	ZL3b|f77r.15|G005	f77r.15	5	qokaiin	D	ZL3b|f77r.15|G004	shedy	DEFINITE_SPACE	HEAD_UNTRANSLATED	BELONGS_TO	ZL3b|f77r.15|G004 -> D (concept, not identified individual)	0; stipulated reading only
