edition	locus	source_group_id	raw	exact_prose	literal_q_plus_prose	candidate_pair	raw_form_status	hypothesis_status	meaning
ZL3b	f77r.1	ZL3b|f77r.1|G001	darchdar	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.2	ZL3b|f77r.2|G001	olkchs	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.3	ZL3b|f77r.3|G001	otedy	"[""ZL3b|f77r.25|G001""]"	"[""ZL3b|f77r.10|G005"", ""ZL3b|f77r.14|G008"", ""ZL3b|f77r.20|G007"", ""ZL3b|f77r.27|G006"", ""ZL3b|f77r.31|G004"", ""ZL3b|f77r.31|G005"", ""ZL3b|f77r.41|G004"", ""ZL3b|f77r.42|G002"", ""ZL3b|f77r.43|G007""]"	A	SOURCE_GROUP	DECLARED_WHOLE_PAIR	Neither identity nor a productive prefix meaning established
ZL3b	f77r.4	ZL3b|f77r.4|G001	otork	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.5	ZL3b|f77r.5|G001	otol	[]	"[""ZL3b|f77r.15|G003""]"	B	SOURCE_GROUP	DECLARED_WHOLE_PAIR	Neither identity nor a productive prefix meaning established
ZL3b	f77r.6	ZL3b|f77r.6|G001	dchdy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.7	ZL3b|f77r.7|G001	soral	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.8	ZL3b|f77r.8|G001	dotedy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.49	ZL3b|f77r.49|G001	otchdy	[]	[]		SOURCE_GROUP	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
ZL3b	f77r.50	ZL3b|f77r.50|G001	otolaiin	[]	[]		UNCERTAIN_FRAGMENT	NOT_IN_CANDIDATE_INVENTORY	Neither identity nor a productive prefix meaning established
