frame_id	operator_frame	e_status	e_surface	e_reading_de	e_events	ee_status	ee_surface	ee_reading_de	ee_events	eee_status	eee_surface	eee_reading_de	eee_events	attested_cells	available_cells	decision
GF01	CFH+GRADE+DY	PREDICTION_ONLY	cfhedy	AUSPRESSEN · KURZ · SCHLUSS	0	PREDICTION_ONLY	cfheedy	AUSPRESSEN · LANG · SCHLUSS	0	PREDICTION_ONLY	cfheeedy	AUSPRESSEN · VOLL · SCHLUSS	0	0	3	E_SHORT__EE_LONG__EEE_FULL
GF02	CFH+GRADE+Y	PREDICTION_ONLY	cfhey	AUSPRESSEN · KURZ · POSTEN	0	PREDICTION_ONLY	cfheey	AUSPRESSEN · LANG · POSTEN	0	PREDICTION_ONLY	cfheeey	AUSPRESSEN · VOLL · POSTEN	0	0	3	E_SHORT__EE_LONG__EEE_FULL
GF03	CH+GRADE+CKH+O+DY	ABSENT	NONE	NONE	0	ATTESTED	cheeckhody	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	1	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF04	CH+GRADE+O+AL	PREDICTION_ONLY	cheoal	ENTNEHMEN · KURZ · ARBEITSGANG · ZIELSTELLE	0	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF05	CH+GRADE+O+AR	ATTESTED	cheoar	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF06	CH+GRADE+S	ATTESTED	ches	ENTNEHMEN · KURZ · PROBE	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF07	CH+GRADE+Y	ATTESTED	dchey	ENTNEHMEN · KURZ · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF08	CHK+GRADE+DY	PREDICTION_ONLY	chkedy	WAERMEN · KURZ · SCHLUSS	0	ATTESTED	chkeedy	WAERMEN · LANG · SCHLUSS	1	PREDICTION_ONLY	chkeeedy	WAERMEN · VOLL · SCHLUSS	0	1	3	E_SHORT__EE_LONG__EEE_FULL
GF09	CHK+GRADE+Y	ATTESTED	cheky	WAERMEN · KURZ · POSTEN	3	ATTESTED	chkeey	WAERMEN · LANG · POSTEN	1	PREDICTION_ONLY	cheeeky	WAERMEN · VOLL · POSTEN	0	2	3	E_SHORT__EE_LONG__EEE_FULL
GF10	CTH+GRADE+Y	ATTESTED	qcthey|shcthey	BEREITEN · KURZ · POSTEN	2	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF11	GRADE+AL	ABSENT	NONE	NONE	0	PREDICTION_ONLY	cheedal	LANG · ZIELSTELLE	0	ABSENT	NONE	NONE	0	0	1	E_SHORT__EE_LONG__EEE_FULL
GF12	GRADE+AR	ABSENT	NONE	NONE	0	ATTESTED	cheedar	LANG · QUELLE	1	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF13	GRADE+K+GRADE+Y	ATTESTED	qekey	KURZ · ZUGEBEN · KURZ · POSTEN	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
GF14	GRADE+OL	ATTESTED	teol	KURZ · WEITER	1	ABSENT	NONE	NONE	0	ABSENT	NONE	NONE	0	1	1	E_SHORT__EE_LONG__EEE_FULL
