candidate_surface	neighbor_surface	direct_contacts	contact_pages	contact_loci	side_counts	neighbor_status_counts	global_reader_exact_occurrences	global_reader_exact_pages	current_semantic_candidate_de	semantic_sources	relation_identity	component_export_credit
ckhy	daiin	3	3	3	L:3	ELIGIBLE:3	602	163	Grad-/Maßwert III || Menge/Portion III	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chaiin	1	1	1	L:1	ELIGIBLE:1	42	32	trocken, Grad III	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chcthor	1	1	1	R:1	ELIGIBLE:1	1	1	eine Portion getrocknete Krautdroge	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chcthy	1	1	1	R:1	ELIGIBLE:1	69	50	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	cheeey	1	1	1	R:1	ELIGIBLE:1	7	5	[cheeey:?]	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chekchoy	1	1	1	L:1	ELIGIBLE:1	1	1	[chekchoy:?]	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	cheody	1	1	1	L:1	ELIGIBLE:1	54	35	getrocknete Masse	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chkaiin	1	1	1	L:1	ELIGIBLE:1	14	10	heiß-trocken, Grad III	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chol	1	1	1	R:1	STATE:1	303	121	trocken	GDT762_STATE_PAIR_PRIOR	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chor	1	1	1	R:1	ELIGIBLE:1	176	94	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	chs	1	1	1	L:1	ELIGIBLE:1	11	10	trockene Grundform	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	dain	1	1	1	R:1	ELIGIBLE:1	149	76	Grad-/Maßwert II	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	dal	1	1	1	R:1	ELIGIBLE:1	147	77	Rohstoff I, abgemessen	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	dan	1	1	1	R:1	ELIGIBLE:1	14	11	Grad-/Maßwert I	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	dar	1	1	1	L:1	ELIGIBLE:1	195	99	abgemessener Anteil I	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	dchy	1	1	1	L:1	ELIGIBLE:1	20	17	eine Portion Trockendroge in Grundform	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	dl	1	1	1	R:1	ELIGIBLE:1	13	13	Rohstoffmaß	GDT734_COMPLETE_WHOLE	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	lpychol	1	1	1	R:1	ELIGIBLE:1	1	1	[lpychol:?]	GDT734_CELL	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
ckhy	lshedy	1	1	1	R:1	ELIGIBLE:1	24	15	H4-Ganzform im Feld „angefeuchtetes oder eingeweichtes Ergebnis, Form I“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	DIRECT_EXACT_COMPLETE_WHOLE_NEIGHBOR	0
