contact_id	candidate_occurrence_id	page	physical_folio	locus	candidate_surface	candidate_ordinal	state_side	state_distance	state_surface	state_ordinal	state_pair_id	state_pair_role	role_stratum	state_polarity	state_working_candidate_de	intervening_surface	intervening_status	written_line_eva	reader_exact_candidate_and_state	specific_medium_identity_credit	component_export_credit
G762-R001	G762-OL-007	f102v2	f102	f102v2.22	ol	10	L	2	sheey	8	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	qockhy	ELIGIBLE	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	1	0	0
G762-R002	G762-OL-014	f103v	f103	f103v.7	ol	11	L	2	shedy	9	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	qokaiin	ELIGIBLE	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy	1	0	0
G762-R003	G762-OL-016	f103v	f103	f103v.17	ol	8	L	2	shedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	qokal	ELIGIBLE	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	1	0	0
G762-R004	G762-OL-019	f103v	f103	f103v.38	ol	4	R	2	chey	6	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	chey	STATE	oteey l chees ol chey chey chol keechy	1	0	0
G762-R005	G762-OL-020	f103v	f103	f103v.40	ol	5	L	2	shey	3	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	qoain	ELIGIBLE	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	1	0	0
G762-R006	G762-OL-025	f104r	f104	f104r.23	ol	1	R	2	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	sheockhey	NONEXACT	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	1	0	0
G762-R007	G762-OL-029	f104v	f104	f104v.25	ol	10	L	2	cheey	8	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	sair	NONEXACT	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	1	0	0
G762-R008	G762-OL-029	f104v	f104	f104v.25	ol	10	R	2	chedy	12	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	aiin	ELIGIBLE	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	1	0	0
G762-R009	G762-OL-030	f104v	f104	f104v.33	ol	8	L	2	cheey	6	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	or	ELIGIBLE	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	1	0	0
G762-R010	G762-OL-040	f107r	f107	f107r.19	ol	2	R	2	sheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	rar	ELIGIBLE	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy	1	0	0
