contact_id	candidate_occurrence_id	page	physical_folio	locus	candidate_surface	candidate_ordinal	state_side	state_distance	state_surface	state_ordinal	state_pair_id	state_pair_role	role_stratum	state_polarity	state_working_candidate_de	intervening_surface	intervening_status	written_line_eva	reader_exact_candidate_and_state	specific_medium_identity_credit	component_export_credit
G762-D001	G762-OL-001	f100v	f100	f100v.20	ol	7	L	1	cheor	6	SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	DRY	trockener Drogenteil	NONE	NONE	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	1	0	0
G762-D002	G762-OL-003	f102v1	f102	f102v1.8	ol	2	R	1	chey	3	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	dairn ol chey ctheol qokeor os aiin cheor qokey choky	1	0	0
G762-D003	G762-OL-010	f103r	f103	f103r.28	ol	9	R	1	cheey	10	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	1	0	0
G762-D004	G762-OL-011	f103r	f103	f103r.43	ol	3	R	1	sheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	1	0	0
G762-D005	G762-OL-017	f103v	f103	f103v.34	ol	3	L	1	sheey	2	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	1	0	0
G762-D006	G762-OL-017	f103v	f103	f103v.34	ol	3	R	1	chey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	1	0	0
G762-D007	G762-OL-018	f103v	f103	f103v.37	ol	3	R	1	shey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	NONE	NONE	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar	1	0	0
G762-D008	G762-OL-019	f103v	f103	f103v.38	ol	4	R	1	chey	5	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	oteey l chees ol chey chey chol keechy	1	0	0
G762-D009	G762-OL-021	f103v	f103	f103v.45	ol	2	R	1	cheey	3	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	1	0	0
G762-D010	G762-PCHEEY-001	f105r	f105	f105r.24	pcheey	10	L	1	sheo	9	SP11	PREPARATION_FULL	DISCOVERY_PREPARATION	MOIST	Feuchtzubereitung	NONE	NONE	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	1	0	0
G762-D011	G762-OL-032	f105r	f105	f105r.36	ol	4	R	1	chedy	5	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	dyteey otedaiin otar ol chedy ted qotar oteodar otam ytedy otaiin	1	0	0
G762-D012	G762-CKHY-002	f105v	f105	f105v.37	ckhy	2	R	1	sheo	3	SP11	PREPARATION_FULL	DISCOVERY_PREPARATION	MOIST	Feuchtzubereitung	NONE	NONE	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	1	0	0
G762-D013	G762-OL-038	f106v	f106	f106v.33	ol	5	L	1	chey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	choaiin ody qotar chey ol aiin chey dychy	1	0	0
G762-D014	G762-OL-042	f107r	f107	f107r.46	ol	5	R	1	cheor	6	SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	DRY	trockener Drogenteil	NONE	NONE	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	1	0	0
G762-D015	G762-OL-043	f107r	f107	f107r.51	ol	4	L	1	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	sar ain chol ol cheey otal otal ol otchy qoky otaily	1	0	0
G762-D016	G762-OL-047	f108r	f108	f108r.6	ol	1	R	1	cheol	2	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	NONE	NONE	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	1	0	0
G762-D017	G762-OL-048	f108r	f108	f108r.22	ol	6	R	1	shedy	7	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	1	0	0
G762-D018	G762-OL-052	f108v	f108	f108v.10	ol	1	R	1	cheey	2	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	ol cheey leedaiin shckhaiin okeal okar aralor om shee kay chectham	1	0	0
G762-D019	G762-OL-053	f108v	f108	f108v.18	ol	11	L	1	cheey	10	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am	1	0	0
G762-D020	G762-OL-058	f108v	f108	f108v.31	ol	1	R	1	cheol	2	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	NONE	NONE	ol cheol shed qokedy qokedain checkhed qoteedy otedy qokedy okeea r l kam	1	0	0
G762-D021	G762-PCHEEY-002	f10v	f10	f10v.1	pcheey	4	L	1	sheo	3	SP11	PREPARATION_FULL	DISCOVERY_PREPARATION	MOIST	Feuchtzubereitung	NONE	NONE	paiin daiin sheo pcheey qoty daiin cthor otydy sain	1	0	0
G762-D022	G762-OL-059	f111r	f111	f111r.5	ol	3	R	1	shedy	4	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	saiin sheekshy ol shedy chokchey lkey otain	1	0	0
G762-D023	G762-OL-060	f111r	f111	f111r.20	ol	12	L	1	cho	11	SP01	PREPARATION_BASE	OUTER_CONTROL_PREPARATION	DRY	Trockenansatz	NONE	NONE	qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol l kai	1	0	0
G762-D024	G762-OL-063	f111v	f111	f111v.27	ol	1	R	1	sheey	2	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	1	0	0
G762-D025	G762-OL-067	f112r	f112	f112r.30	ol	6	L	1	chol	5	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	tar ar cheokey okeody chol ol chedy qokedy cheom	1	0	0
G762-D026	G762-OL-067	f112r	f112	f112r.30	ol	6	R	1	chedy	7	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	tar ar cheokey okeody chol ol chedy qokedy cheom	1	0	0
G762-D027	G762-OL-071	f113r	f113	f113r.43	ol	9	R	1	chedy	10	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	1	0	0
G762-D028	G762-OL-080	f114v	f114	f114v.16	ol	4	L	1	chey	3	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	ytchedy qool chey ol aiin chedar chdaiin chdal qokaiin choky chol dam	1	0	0
G762-D029	G762-OL-088	f116r	f116	f116r.20	ol	3	R	1	cheey	4	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	1	0	0
G762-D030	G762-OL-090	f116r	f116	f116r.32	ol	7	L	1	shey	6	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	MOIST	feucht in der Mitte des Grades	NONE	NONE	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	1	0	0
G762-D031	G762-OL-097	f17v	f17	f17v.18	ol	3	R	1	chol	4	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	otor cheeor ol chol dor chr or eees	1	0	0
G762-D032	G762-OL-112	f30v	f30	f30v.2	ol	7	R	1	chy	8	SP02	BEGIN_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Anfang des Grades	NONE	NONE	qotchor chy she kchor chory keor ol chy daiin ctholdy	1	0	0
G762-D033	G762-CKHY-007	f32r	f32	f32r.2	ckhy	4	L	1	sheor	3	SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	MOIST	feuchter Drogenteil	NONE	NONE	okor okchor sheor ckhy dal dshodar qotchol	1	0	0
G762-D034	G762-OL-115	f32v	f32	f32v.11	ol	1	R	1	sho	2	SP01	PREPARATION_BASE	OUTER_CONTROL_PREPARATION	MOIST	feuchter Ansatz	NONE	NONE	ol sho chy	1	0	0
G762-D035	G762-OL-125	f3r	f3	f3r.19	ol	2	R	1	cheor	3	SP10	MATERIAL_PART	DISCOVERY_MATERIAL_PART	DRY	trockener Drogenteil	NONE	NONE	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	1	0	0
G762-D036	G762-OL-127	f40r	f40	f40r.5	ol	5	R	1	chedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	lokar qokar okar okol ol chedy qokchd ar ar or dag	1	0	0
G762-D037	G762-OL-133	f42v	f42	f42v.12	ol	3	L	1	chol	2	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	chotcheey chol ol chaiin oteeaiin chkchy taiin y	1	0	0
G762-D038	G762-OL-138	f4r	f4	f4r.1	ol	4	R	1	sheey	5	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	kodalchy chpady sheol ol sheey qotey doiin chor ytoy	1	0	0
G762-D039	G762-OL-139	f4v	f4	f4v.2	ol	1	R	1	chey	2	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	ol chey chy cthy shkchor sheo cheory choldy	1	0	0
G762-D040	G762-CKHY-018	f6v	f6	f6v.3	ckhy	2	R	1	chol	3	SP08	QUALITY_HEAD	OUTER_CONTROL_STATE_HOST	DRY	trocken	NONE	NONE	qoair ckhy chol oechockhy chekchoy ckhy okol rychos	1	0	0
G762-D041	G762-OL-155	f75r	f75	f75r.12	ol	6	R	1	cheey	7	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	DRY	trocken; genaue Funktion offen	NONE	NONE	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	1	0	0
G762-D042	G762-OL-158	f75r	f75	f75r.26	ol	2	R	1	sheol	3	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	MOIST	feuchtes Material	NONE	NONE	dain ol sheol dain ol qoly dar ajy	1	0	0
G762-D043	G762-OL-163	f75v	f75	f75v.12	ol	5	L	1	chey	4	SP03	MIDDLE_SIMPLE	OUTER_CONTROL_STATE_STAGE	DRY	trocken in der Mitte des Grades	NONE	NONE	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly	1	0	0
G762-D044	G762-OL-167	f75v	f75	f75v.40	ol	10	R	1	sheey	11	SP04	END_SIMPLE_WEAK	OUTER_CONTROL_STATE_STAGE	MOIST	feucht, Endstufe	NONE	NONE	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	1	0	0
G762-D045	G762-OL-171	f75v	f75	f75v.47	ol	5	R	1	shedy	6	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	MOIST	mittlere Feuchtstufe erreicht	NONE	NONE	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	1	0	0
G762-D046	G762-OL-172	f75v	f75	f75v.48	ol	7	R	1	cheedy	8	SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Ende des Grades, abgeschlossen	NONE	NONE	qokear chedy shckhy dol ycheedy saino ol cheedy qokar otar dal daiin	1	0	0
G762-D047	G762-OL-176	f76r	f76	f76r.11	ol	5	L	1	chedy	4	SP06	MIDDLE_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	mittlere Trockenstufe erreicht	NONE	NONE	qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty	1	0	0
G762-D048	G762-OL-176	f76r	f76	f76r.11	ol	5	R	1	chdy	6	SP05	BEGIN_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trockene Anfangsstufe erreicht	NONE	NONE	qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty	1	0	0
G762-D049	G762-OL-183	f77r	f77	f77r.32	ol	4	L	1	cheol	3	SP09	MATERIAL_HEAD	OUTER_CONTROL_MATERIAL	DRY	trockenes Material	NONE	NONE	qor ain cheol ol chealor cheey qeteiiin dary	1	0	0
G762-D050	G762-OL-185	f77r	f77	f77r.43	ol	3	R	1	cheedy	4	SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Ende des Grades, abgeschlossen	NONE	NONE	d chee ol cheedy qotaiin qoteedy qotedy raiin	1	0	0
G762-D051	G762-OL-192	f77v	f77	f77v.29	ol	8	R	1	cheedy	9	SP07	END_CLOSED	OUTER_CONTROL_STATE_STAGE	DRY	trocken am Ende des Grades, abgeschlossen	NONE	NONE	tchadchy lshedy daly dal dsheedy pcheol lfol ol cheedy qoty	1	0	0
