candidate_occurrence_id	page	physical_folio	locus	line_number	section	language	hand	paragraph_start_line	paragraph_end_line	candidate_surface	candidate_ordinal	line_token_count	candidate_line_position	prior_working_candidate_de	prior_role	prior_confidence	written_line_eva	l2_ordinal	l2_surface	l2_status	l2_axes	l2_semantic_candidate_de	l2_semantic_source	l2_unknown_cell	l1_ordinal	l1_surface	l1_status	l1_axes	l1_semantic_candidate_de	l1_semantic_source	l1_unknown_cell	r1_ordinal	r1_surface	r1_status	r1_axes	r1_semantic_candidate_de	r1_semantic_source	r1_unknown_cell	r2_ordinal	r2_surface	r2_status	r2_axes	r2_semantic_candidate_de	r2_semantic_source	r2_unknown_cell
G762-OL-001	f100v	f100	f100v.20	20	P	A	1	0	0	ol	7	8	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	5	saraloaly	NONEXACT	NONE	[saraloaly:?]	GDT734_CELL	1	6	cheor	STATE	DRY|PART|MATERIAL	trockener Drogenteil	GDT762_STATE_PAIR_PRIOR	0	8	chockhar	ELIGIBLE	NONE	[chockhar:?]	GDT734_CELL	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G762-OL-002	f100v	f100	f100v.21	21	P	A	1	0	0	ol	3	10	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	soral okor ol choy ly araroy okar cheeeal cheokeol orey	1	soral	ELIGIBLE	NONE	H2-Ganzform im Feld „Rohstoff- oder Zutatenportion“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	0	2	okor	ELIGIBLE	HOT|AMOUNT|MATERIAL|PREPARATION	heiße Drogenportion im Ansatz	GDT734_COMPLETE_WHOLE	0	4	choy	ELIGIBLE	DRY|PREPARATION	Trockenansatz leicht abschließen	GDT734_COMPLETE_WHOLE	0	5	ly	ELIGIBLE	NONE	H4-Ganzform im Feld „unmarkierte Grund- oder Schlussform“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	0
G762-OL-003	f102v1	f102	f102v1.8	8	P	A	1	0	0	ol	2	10	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	dairn ol chey ctheol qokeor os aiin cheor qokey choky	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	dairn	NONEXACT	NONE	[dairn:?]	GDT734_CELL	1	3	chey	STATE	NONE	trocken in der Mitte des Grades	GDT762_STATE_PAIR_PRIOR	0	4	ctheol	NONEXACT	NONE	Krautdrogenstoff der Mittelstufe	GDT734_COMPLETE_WHOLE	0
G762-OL-004	f102v1	f102	f102v1.10	10	P	A	1	0	0	ol	2	10	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	kochor	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_GDT737_GDT738_COMBINED_QUARANTINE	0	3	ydaiin	ELIGIBLE	NONE	Bezugswert III	GDT734_COMPLETE_WHOLE	0	4	choraiin	ELIGIBLE	NONE	Blüten-/Pflanzenteil, Menge/Klasse III	GDT734_CELL	0
G762-OL-005	f102v1	f102	f102v1.13	13	P	A	1	0	0	ol	2	10	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	toiin	ELIGIBLE	COLD|PREPARATION	kalte Zubereitung, Form III	GDT734_COMPLETE_WHOLE	0	3	daiin	ELIGIBLE	NONE	Qualitätsgrad III	GDT734_CELL	0	4	qkol	ELIGIBLE	NONE	[qkol:?]	GDT734_CELL	1
G762-OL-006	f102v2	f102	f102v2.20	20	P	A	1	0	0	ol	9	12	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	7	qokeey	ELIGIBLE	HOT|END_STAGE	heiß am Ende des Grades	GDT734_COMPLETE_WHOLE	0	8	dol	ELIGIBLE	NONE	Materialmaß	GDT734_COMPLETE_WHOLE	0	10	sheeoy	ELIGIBLE	NONE	[sheeoy:?]	GDT734_CELL	1	11	tody	NONEXACT	NONE	kalten Ansatz fertigstellen	GDT734_COMPLETE_WHOLE	0
G762-OL-007	f102v2	f102	f102v2.22	22	P	A	1	0	0	ol	10	15	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho	8	sheey	STATE	NONE	feucht, Endstufe	GDT762_STATE_PAIR_PRIOR	0	9	qockhy	ELIGIBLE	PREPARATION|BEGIN_STAGE	bereite einen Arzneikompositum-Ansatz in Grundstufe	GDT734_COMPLETE_WHOLE	0	11	keo	NONEXACT	NONE	erhitzter Ansatz, Mittelstufe	GDT734_COMPLETE_WHOLE	0	12	r	NONEXACT	NONE	Wurzel	GDT734_CELL	0
G762-CKHY-001	f102v2	f102	f102v2.31	31	P	A	1	0	0	ckhy	2	9	MIDDLE	Mischung, Anfangsstufe	NOMINAL_PREPARATION_OR_COMPOSITUM_BEGIN_CELL	W1_WEAK_WORKING	oldeey ckhy sheeody eeos sheshe oeeor ykeear chekeey ykory	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	oldeey	ELIGIBLE	NONE	[oldeey:?]	GDT734_CELL	1	3	sheeody	ELIGIBLE	NONE	[sheeody:?]	GDT734_CELL	1	4	eeos	ELIGIBLE	NONE	[eeos:?]	GDT734_CELL	1
G762-OL-008	f102v2	f102	f102v2.32	32	P	A	1	0	0	ol	10	12	MIDDLE	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	8	oky	ELIGIBLE	NONE	erste Wärmestufe	GDT758_COMPLETE_WHOLE	0	9	cheeor	ELIGIBLE	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	GDT734_COMPLETE_WHOLE	0	11	daiin	ELIGIBLE	NONE	Qualitätsgrad III	GDT734_CELL	0	12	sy	ELIGIBLE	NONE	H2-Ganzform im Feld „unmarkierte Grund- oder Schlussform“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	0
G762-OL-009	f103r	f103	f103r.25	25	S	B	3	0	0	ol	12	12	LAST	Ansatz-/Trägerfeld; genaue Stoffart offen	GENERAL_PREPARATION_OR_CARRIER	W1_WEAK_WORKING	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	10	okain	ELIGIBLE	NONE	heißer Ansatz, Grad II	GDT734_COMPLETE_WHOLE	0	11	oteey	ELIGIBLE	COLD|PREPARATION|END_STAGE	kalter Ansatz am Ende des Grades	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
