id	position	locus	group	raw	symbol	clause	status
ZL3b|f112v|f112v.45-f112v.47	1	f112v.45	1	ycheey	INIT	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	2	f112v.45	2	chokeey	CARGOS	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	3	f112v.45	3	okasal	COLOC	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	4	f112v.45	4	tchdy	M	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	5	f112v.45	5	oteol	HOME	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	6	f112v.45	6	chcthy	AT_MOST_ONE	CAPACITY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	7	f112v.45	7	alaiin	BESIDES	CAPACITY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	8	f112v.45	8	char	M	CAPACITY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	9	f112v.45	9	al	EXAMPLE	CAPACITY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	10	f112v.45	10	kamdam	C	CAPACITY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	11	f112v.46	1	ykeey	UNSAFE	SAFETY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	12	f112v.46	2	lor	PAIRS	SAFETY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	13	f112v.46	3	chaiin	FORBIDDEN	SAFETY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	14	f112v.46	4	cheky	WHEN	SAFETY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	15	f112v.46	5	chokain	WITHOUT_AGENT	SAFETY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	16	f112v.46	6	char	M	SAFETY	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	17	f112v.46	7	am	GOAL	GOAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	18	f112v.46	8	chey	FAR_BANK	GOAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	19	f112v.46	9	kain	WITHOUT_HARM	GOAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	20	f112v.46	10	chdal	HARM	GOAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	21	f112v.46	11	okaiin	WITH_TRIP	WITH_OUT	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	22	f112v.46	12	daldy	B	WITH_OUT	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	23	f112v.47	1	[?:e]	TAKE_OUT	WITH_OUT	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	24	f112v.47	2	otar	C	WITH_OUT	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	25	f112v.47	3	aig	THEN	THEN	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	26	f112v.47	4	oaral	THUS	CONCLUSION	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	27	f112v.47	5	alor	ALL	CONCLUSION	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	28	f112v.47	6	aiiin	UNHARMED	CONCLUSION	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	29	f112v.47	7	olkaiin	THERE	CONCLUSION	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	30	f112v.47	8	oty	ATTENDED_BY	CONCLUSION	NEW_ALIAS_HYPOTHESIS
ZL3b|f112v|f112v.45-f112v.47	31	f112v.47	9	ary	M	CONCLUSION	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	1	f9v.5	1	pchor	INIT	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	2	f9v.5	2	ypcheey	CARGOS	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	3	f9v.5	3	qotor	COLOC	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	4	f9v.5	4	ypchy	M	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	5	f9v.5	5	olcfholy	HOME	INITIAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	6	f9v.5	6	t[o:e]	GOAL	GOAL	NEW_ALIAS_HYPOTHESIS
ZL3b|f9v|f9v.5-f9v.12	7	f9v.5	7	ar	FAR_BANK	GOAL	NEW_ALIAS_HYPOTHESIS
