id	partition	groups	known_groups	unknown_types	strict_anchor_eligible	status	endpoint_conflicts	new_aliases	coherent_variants	independent_meaning_capacity
ZL3b|f100r|f100r.12-f100r.15	OTHER_EXPOSED_LEAF	35	1	34	False	SYNTACTIC_EXTENSION_SEMANTICS_UNRESOLVED	0	34	0	0
ZL3b|f100r|f100r.22-f100r.27	OTHER_EXPOSED_LEAF	56	1	46	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f100v|f100v.14-f100v.22	OTHER_EXPOSED_LEAF	79	2	65	False	UNKNOWN_SEARCH_LIMIT	0	0	0	0
ZL3b|f102r1|f102r1.3-f102r1.6	OTHER_EXPOSED_LEAF	28	0	28	False	SYNTACTIC_EXTENSION_SEMANTICS_UNRESOLVED	0	28	0	0
ZL3b|f102r1|f102r1.8-f102r1.11	OTHER_EXPOSED_LEAF	32	2	28	False	CONTRADICTED_ENDPOINT_SCOPE	1	0	0	0
ZL3b|f102r1|f102r1.13-f102r1.17	OTHER_EXPOSED_LEAF	43	1	39	False	UNKNOWN_SEARCH_LIMIT	0	0	0	0
ZL3b|f102v1|f102v1.7-f102v1.14	OTHER_EXPOSED_LEAF	73	4	57	False	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f102v1|f102v1.19-f102v1.24	OTHER_EXPOSED_LEAF	45	2	41	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f102v2|f102v2.17-f102v2.23	OTHER_EXPOSED_LEAF	75	3	59	False	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f102v2|f102v2.30-f102v2.39	OTHER_EXPOSED_LEAF	93	3	73	False	UNKNOWN_SEARCH_LIMIT	0	0	0	0
ZL3b|f103r|f103r.1-f103r.4	OTHER_EXPOSED_LEAF	50	7	42	False	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f103r|f103r.5-f103r.7	OTHER_EXPOSED_LEAF	36	7	29	False	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f103r|f103r.8-f103r.12	OTHER_EXPOSED_LEAF	62	12	46	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103r|f103r.13-f103r.15	OTHER_EXPOSED_LEAF	30	8	22	False	CONTRADICTED_ENDPOINT_SCOPE	4	0	0	0
ZL3b|f103r|f103r.16-f103r.17	OTHER_EXPOSED_LEAF	21	4	17	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103r|f103r.18-f103r.20	OTHER_EXPOSED_LEAF	28	5	19	True	CONTRADICTED_ENDPOINT_SCOPE	4	0	0	0
ZL3b|f103r|f103r.21-f103r.23	OTHER_EXPOSED_LEAF	29	6	23	True	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f103r|f103r.24-f103r.26	OTHER_EXPOSED_LEAF	31	5	26	False	CONTRADICTED_ENDPOINT_SCOPE	4	0	0	0
ZL3b|f103r|f103r.27-f103r.29	OTHER_EXPOSED_LEAF	28	7	20	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103r|f103r.30-f103r.32	OTHER_EXPOSED_LEAF	28	6	20	True	CONTRADICTED_ENDPOINT_SCOPE	4	0	0	0
ZL3b|f103r|f103r.33-f103r.34	OTHER_EXPOSED_LEAF	14	4	10	True	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103r|f103r.35-f103r.36	OTHER_EXPOSED_LEAF	18	6	12	False	CONTRADICTED_ENDPOINT_SCOPE	5	0	0	0
ZL3b|f103r|f103r.37-f103r.39	OTHER_EXPOSED_LEAF	24	5	19	False	CONTRADICTED_ENDPOINT_SCOPE	5	0	0	0
ZL3b|f103r|f103r.40-f103r.42	OTHER_EXPOSED_LEAF	27	6	20	False	CONTRADICTED_ENDPOINT_SCOPE	4	0	0	0
ZL3b|f103r|f103r.43-f103r.44	OTHER_EXPOSED_LEAF	16	3	12	True	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103r|f103r.45-f103r.47	OTHER_EXPOSED_LEAF	28	8	20	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103r|f103r.48-f103r.51	OTHER_EXPOSED_LEAF	37	10	24	False	CONTRADICTED_ENDPOINT_SCOPE	4	0	0	0
ZL3b|f103r|f103r.52-f103r.54	OTHER_EXPOSED_LEAF	25	8	16	False	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f103v|f103v.1-f103v.4	OTHER_EXPOSED_LEAF	43	15	25	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.5-f103v.8	OTHER_EXPOSED_LEAF	39	11	25	True	CONTRADICTED_ENDPOINT_SCOPE	2	0	0	0
ZL3b|f103v|f103v.9-f103v.11	OTHER_EXPOSED_LEAF	28	5	23	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.12-f103v.13	OTHER_EXPOSED_LEAF	24	3	21	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.14-f103v.16	OTHER_EXPOSED_LEAF	32	4	26	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.17-f103v.19	OTHER_EXPOSED_LEAF	28	7	19	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.20-f103v.26	OTHER_EXPOSED_LEAF	70	6	58	False	CONTRADICTED_ENDPOINT_SCOPE	1	0	0	0
ZL3b|f103v|f103v.27-f103v.29	OTHER_EXPOSED_LEAF	29	3	24	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.30-f103v.32	OTHER_EXPOSED_LEAF	29	7	21	False	CONTRADICTED_ENDPOINT_SCOPE	1	0	0	0
ZL3b|f103v|f103v.33-f103v.36	OTHER_EXPOSED_LEAF	36	6	29	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.37-f103v.38	OTHER_EXPOSED_LEAF	17	1	14	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f103v|f103v.39-f103v.42	OTHER_EXPOSED_LEAF	39	5	32	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f103v|f103v.43-f103v.46	OTHER_EXPOSED_LEAF	40	3	33	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f104r|f104r.1-f104r.4	OTHER_EXPOSED_LEAF	45	5	32	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f104r|f104r.5-f104r.9	OTHER_EXPOSED_LEAF	52	5	43	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f104r|f104r.10-f104r.11	OTHER_EXPOSED_LEAF	20	1	19	False	CONTRADICTED_ENDPOINT_SCOPE	1	0	0	0
ZL3b|f104r|f104r.12-f104r.15	OTHER_EXPOSED_LEAF	39	2	36	False	UNKNOWN_SEARCH_LIMIT	0	0	0	0
ZL3b|f104r|f104r.16-f104r.18	OTHER_EXPOSED_LEAF	26	2	24	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f104r|f104r.19-f104r.21	OTHER_EXPOSED_LEAF	29	1	25	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f104r|f104r.22-f104r.26	OTHER_EXPOSED_LEAF	50	1	45	False	UNKNOWN_SEARCH_LIMIT	0	0	0	0
ZL3b|f104r|f104r.27-f104r.29	OTHER_EXPOSED_LEAF	34	0	30	False	UNKNOWN_SEARCH_LIMIT	0	0	0	0
ZL3b|f104r|f104r.30-f104r.33	OTHER_EXPOSED_LEAF	42	1	39	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f104r|f104r.34-f104r.35	OTHER_EXPOSED_LEAF	19	4	15	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f104r|f104r.36-f104r.38	OTHER_EXPOSED_LEAF	25	0	22	False	CONTRADICTED_ENDPOINT_SCOPE	1	0	0	0
ZL3b|f104r|f104r.39-f104r.42	OTHER_EXPOSED_LEAF	35	0	34	False	SYNTACTIC_EXTENSION_SEMANTICS_UNRESOLVED	0	34	0	0
ZL3b|f104r|f104r.43-f104r.45	OTHER_EXPOSED_LEAF	32	8	20	False	CONTRADICTED_ENDPOINT_SCOPE	5	0	0	0
ZL3b|f104v|f104v.1-f104v.5	OTHER_EXPOSED_LEAF	51	7	42	False	CONTRADICTED_RELAXED_FULL_GRAMMAR	0	0	0	0
ZL3b|f104v|f104v.6-f104v.7	OTHER_EXPOSED_LEAF	26	5	19	False	CONTRADICTED_ENDPOINT_SCOPE	3	0	0	0
ZL3b|f104v|f104v.8-f104v.11	OTHER_EXPOSED_LEAF	44	7	35	False	CONTRADICTED_ENDPOINT_SCOPE	1	0	0	0
