event_id	statement_id	record_unit_id	page	field_id	field_position	visible_surface	normalized_master_form	master_card_id	portable_value_de	normalization_rule	field_frame_mode	visible_owner	terminal_status
E039	H3-S001	H3	f11r	F006	1	tshol	tshol	MC098	Kochgut	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E040	H3-S001	H3	f11r	F006	2	schoal	schoal	MC049	Sudansatz	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E041	H3-S001	H3	f11r	F006	3	cfhy	cfhy	MC129	Auswringen	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E042	H3-S001	H3	f11r	F006	4	shfydaiin	shfydaiin	MC111	Stehzeit	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E043	H3-S001	H3	f11r	F006	5	cphy	cphy	MC156	Nachseihen	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E044	H3-S001	H3	f11r	F006	6	shey	cheey	MC119	Klarauszug	R10_PAIRED_ALLOGRAPH	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E045	H3-S001	H3	f11r	F006	7	tchody	tchody	MC037	Endzugabe; Schluss	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	TERMINAL
E046	H3-S002	H3	f11r	F007	1	shoyty	shoyty	MC062	Zugabeteil	MASTER_FORM	LOW_DATA	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E047	H3-S003	H3	f11r	F008	1	dchol	dchol	MC142	vom vorigen	MASTER_FORM	D	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
E048	H3-S003	H3	f11r	F008	2	chy	chey	MC123	dies	R4_Y_REFERENT	D	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NONCLOSE
