dimension	value	count	component_ids	note	status
TOPOLOGY	ACTION_STATE_FORK_WITH_DOWNSTREAM_ACTION_CHAIN	1	M009	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ACTION_WRITTEN_FINISHED_PORTION_PAIR	1	M012	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ACTION_WRITTEN_FINISHED_PREPARATION_PAIR	1	M010	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ACTION_WRITTEN_PROCESSED_MATERIAL_PAIR	1	M011	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	INPUT_ACTION_WRITTEN_RESULT_CHAIN	1	M002	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	ORDERED_REPEATED_COMMON_DESTINATION_FANOUT	1	M006	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	SERIAL_ACTION_OUTPUT_CHAIN	1	M007	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	SINGLE_EDGE	4	M001|M003|M004|M005	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
TOPOLOGY	SINGLE_EDGE_WITH_UNBOUND_QUANTITY_HULL	1	M008	exact occurrence-component topology	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
SUPPORT_PROFILE	A_MINUS_PLUS_B	1	M007	local tiers are not portable defaults	PASS_V78_60_ACTION_NOMINAL_RESULTS__2_NEW_C017_C018__5_NEW_HOLDS__20_OPEN_26_CONTROLS__17_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
