headword_id	headword_de	joint_tuple_id	surface_family	occurrences	event_ids	statement_ids	pages	exact_card_reading_de	codebook_rule	variant_menu_de	apprentice_mnemonic_de	terminal_usage
W01_ZUSATZ	ZUSATZ	0f18de177ed7c878bf95	dl	2	E112|E129	B1-S002|B1-S006	f81v	Zusatz	offene gelernte Gegenstandskarte	allgemeiner Zusatz	Gib den Zusatz zum laufenden Ansatz.	NO
W02_GEFAESS	GEFAESS	b38d70daefd663d74625	ly	1	E159	B1-S018	f81v	Gefaess	drei gelernte Gefaesskarten	allgemein | Empfaenger | Zubereitungsgefaess	Das Bild und die Stelle waehlen die Gefaessform.	NO
W02_GEFAESS	GEFAESS	df1098831679a8ad1b39	os	1	E005	H1-S001	f10r	Gefaess	drei gelernte Gefaesskarten	allgemein | Empfaenger | Zubereitungsgefaess	Das Bild und die Stelle waehlen die Gefaessform.	NO
W02_GEFAESS	GEFAESS	27d97af8c96eb056c2e6	oykchor	1	E032	H2-S003	f10r	Gefaess	drei gelernte Gefaesskarten	allgemein | Empfaenger | Zubereitungsgefaess	Das Bild und die Stelle waehlen die Gefaessform.	NO
W03_KUEHLEN	KUEHLEN	97cc9ac109148723c472	ody	1	E060	H4-S001	f55v	kühlen	gelernter Schlussbefehl	fertiger Klarauszug | abgemessene Portion	Kuehle den bezeichneten Posten und schliesse.	YES
W03_KUEHLEN	KUEHLEN	2e2027b1951d79911e24	tchody	1	E045	H3-S001	f11r	kalt stellen	gelernter Schlussbefehl	fertiger Klarauszug | abgemessene Portion	Kuehle den bezeichneten Posten und schliesse.	YES
W04_ROH	ROH	43eb9aa12959b4d5cdc9	qekey	1	E374	B6-S001	f83r	roh	offene gelernte Zustandskarte	unbehandelter Ausgangsposten	Nimm den Posten im rohen Zustand.	NO
W05_TUCH	TUCH	53cd0637c6820ba5e91f	dain	2	E327|E379	B4-S005|B6-S001	f83r	Tuch	offene gelernte Gegenstandskarte	allgemeines Arbeitstuch	Lege das Tuch am bezeichneten Posten ein.	NO
W06_SCHWENKEN	SCHWENKEN	54e32e9c1414b20640e9	sshkchdy	1	E122	B1-S003	f81v	schwenken	gelernter Schlussbefehl	einmal schwenken oder bewegen	Schwenke den Posten und schliesse.	YES
W07_PFLANZENTEIL	PFLANZENTEIL	65f320e75510b2f38182	dchey	1	E001	H1-S001	f10r	Wurzel	zwei bildgebundene Karten	Wurzel | Staengel	Die Zeichnung waehlt Wurzel oder Staengel.	NO
W07_PFLANZENTEIL	PFLANZENTEIL	ad3581d3144f69a5912d	sh	1	E087	H5-S003	f56r	Staengel	zwei bildgebundene Karten	Wurzel | Staengel	Die Zeichnung waehlt Wurzel oder Staengel.	NO
W08_WASCHEN	WASCHEN	b958a512ca6a3559e86e	lkedy	1	E344	B4-S011	f83r	nachwaschen	gelernter Schlussbefehl	Waschgang | nachwaschen	Fuehre den Waschgang aus und schliesse.	YES
W08_WASCHEN	WASCHEN	7f68f60279efe6b28cd7	rshedy	1	E225	B2-S019	f82r	Waschgang	gelernter Schlussbefehl	Waschgang | nachwaschen	Fuehre den Waschgang aus und schliesse.	YES
W09_AUFTRAGEN	AUFTRAGEN	95987d6f198d6d247511	cheeckhody	1	E086	H5-S002	f56r	auftragen	gelernter Schlussbefehl	bereiteten Posten auftragen	Trage den Posten auf und schliesse.	YES
W10_FUELLEN	FUELLEN	a7af89ab31ce5e247395	ytey	1	E150	B1-S015	f81v	fuellen	offene gelernte Handlungskarte	aktives Gefaess oder Station fuellen	Fuelle den bezeichneten Empfaenger.	NO
W11_KLARLAUF	KLARLAUF	b5df9126607030b95175	cheey|shey	4	E044|E197|E203|E353	H3-S001|B2-S010|B2-S012|B4-S015	f11r|f82r|f83r	Klarlauf	wiederkehrende gelernte Produktkarte	klarer Ablauf oder Klarauszug	Nimm den klaren Lauf als neuen Posten.	NO
W12_TRENNEN	TRENNEN	bdad9f9ea8b80f141496	cfhy	1	E041	H3-S001	f11r	auswringen	gepaart gelernte Handlungskarten	auswringen | nachseihen	Trenne zuerst grob und danach fein.	NO
W12_TRENNEN	TRENNEN	deb377381ceaf55ea310	cphy	1	E043	H3-S001	f11r	nachseihen	gepaart gelernte Handlungskarten	auswringen | nachseihen	Trenne zuerst grob und danach fein.	NO
W13_FRISCHWASSER	FRISCHWASSER	cbb42a4fe68068325d6b	dshedy	1	E189	B2-S007	f82r	Frischwasser	gelernter Schlussbefehl	Frischwasser zugeben und schliessen	Gib Frischwasser zu und schliesse.	YES
W14_VORIGES	VORIGES	d665560c8ff80799a82c	dchol|schol	2	E047|E083	H3-S003|H5-S002	f11r|f56r	Voriges	wiederkehrende gelernte Verweiskarte	vorigen Posten wiederaufnehmen	Nimm den im Record zuletzt aktiven Posten.	NO
W15_TEILEN	TEILEN	db729b598e89e11452e0	ches	1	E216	B2-S016	f82r	teilen	offene gelernte Handlungskarte	aktuellen Posten teilen	Teile den aktuellen Posten.	NO
W16_BEFESTIGEN	BEFESTIGEN	eb2e4bc143f623ee03ac	qokylddy	1	E326	B4-S004	f83r	befestigen	gelernter Schlussbefehl	aktuellen Posten befestigen und schliessen	Befestige den Posten und schliesse.	YES
