event_id	page	record	statement_id	exact_card_id	surface	component_recipe	working_reading_de	terminal_chy	standalone_ch_component	terminal_ch_role	readback_preserved
E001	f10r	H1	H1-S001	PROC001	dchey	CH+E+Y	ENTNEHMEN · KURZ · DIES	NO	YES	SEMANTIC_CH_ELSEWHERE_IN_RECIPE	YES
E004	f10r	H1	H1-S001	PROC004	chty	T+Y	ANWENDEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E007	f10r	H1	H1-S001	PROC007	otytchol	OT+Y+T+CH+OL	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	NO	YES	SEMANTIC_CH_ELSEWHERE_IN_RECIPE	YES
E008	f10r	H1	H1-S001	PROC008	oky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E010	f10r	H1	H1-S001	PROC010	etyd	E+T+Y	KURZ · ANWENDEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E011	f10r	H1	H1-S002	PROC011	qokchy	OK+Y	ANSETZEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E014	f10r	H1	H1-S002	PROC014	cthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E015	f10r	H2	H2-S001	PROC015	ycheor	Y+CH+E+OR	DIES · ENTNEHMEN · KURZ · ANSATZ	NO	YES	SEMANTIC_CH_ELSEWHERE_IN_RECIPE	YES
E016	f10r	H2	H2-S001	PROC014	cthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E019	f10r	H2	H2-S001	PROC018	qoctholy	O+CTH+OL+Y	ARBEITSGANG · BEREITEN · WEITER · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E020	f10r	H2	H2-S001	PROC019	dy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E021	f10r	H2	H2-S001	PROC019	chy	Y	DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E023	f10r	H2	H2-S001	PROC019	shy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E032	f10r	H2	H2-S003	PROC023	oykchor	O+Y+K+OR	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E035	f10r	H2	H2-S003	PROC019	chy	Y	DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E037	f10r	H2	H2-S003	PROC019	dy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E041	f11r	H3	H3-S001	PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E042	f11r	H3	H3-S001	PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E043	f11r	H3	H3-S001	PROC030	cphy	P+Y	FUELLEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E044	f11r	H3	H3-S001	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E046	f11r	H3	H3-S002	PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E048	f11r	H3	H3-S003	PROC019	chy	Y	DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E049	f11r	H3	H3-S003	PROC035	kchy	K+Y	ZUGEBEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E050	f11r	H3	H3-S003	PROC019	dy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E052	f11r	H3	H3-S004	PROC036	qotchy	OT+Y	DANACH · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E054	f11r	H3	H3-S004	PROC014	cthy	CTH+Y	BEREITEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E055	f11r	H3	H3-S004	PROC019	dy	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E058	f55v	H4	H4-S001	PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E059	f55v	H4	H4-S001	PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E062	f55v	H4	H4-S002	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E064	f55v	H4	H4-S003	PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E066	f55v	H4	H4-S003	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E070	f55v	H4	H4-S004	PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E072	f55v	H4	H4-S004	PROC019	y	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E076	f56r	H5	H5-S001	PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E081	f56r	H5	H5-S001	PROC008	choky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E084	f56r	H5	H5-S002	PROC056	choy	HO+Y	ZUTAT · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E085	f56r	H5	H5-S002	PROC008	choky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E089	f56r	H5	H5-S003	PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E090	f56r	H5	H5-S003	PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E091	f56r	H5	H5-S004	PROC011	okchy	OK+Y	ANSETZEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E095	f56r	H5	H5-S005	PROC011	chokchy	OK+Y	ANSETZEN · DIES	YES	NO	NONSEMANTIC_CHY_REFERENT_ALLOGRAPH	YES
E098	f56r	H5	H5-S006	PROC065	otchey	OT+Y	DANACH · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E119	f81v	B1	B1-S002	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E123	f81v	B1	B1-S004	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E128	f81v	B1	B1-S006	PROC075	shckhy	CKH+Y	DURCHLASS · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E132	f81v	B1	B1-S008	PROC019	chey	Y	DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E134	f81v	B1	B1-S008	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E139	f81v	B1	B1-S011	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	ANSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E142	f81v	B1	B1-S012	PROC085	qokey	OK+E+Y	ANSETZEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E145	f81v	B1	B1-S014	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E146	f81v	B1	B1-S014	PROC087	qolky	SOLK+Y	SAMMELSTELLE · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E150	f81v	B1	B1-S015	PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	ANSETZEN · LANG · DIES	NO	NO	Y_REFERENT_WITHOUT_TERMINAL_CHY	YES
