joint_tuple_id	teaching_category	atomic_value_de	component_formula	deck_class	registered_surface_palette	surface_count	occurrences	records	pages	hand_a_bare	hand_b_q_operational	hand_c_s_entry	hand_d_expanded	apprentice_rule_de
00d8ebe3c68294eeac39	INVARIANT_TEACHING_CORE	Zieltransfer	CHD_TRANSFER+AL_TO	PRODUCTIVE_COMPOSITION	chdal	1	1	B5	f83r	chdal	chdal	chdal	chdal	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
0275fbf14e07935b0a45	HAND_VARIABLE_ALLOGRAPH_CARD	Langkontakt	OK_SET+GRADE_2+Y_CURRENT_ITEM	PRODUCTIVE_COMPOSITION	okeey|qokeey	2	7	B1|B2|B3|B4	f81v|f82r|f83r	okeey	qokeey	okeey	qokeey	Identität und Wert gemeinsam lernen; die eigene Hand wählt nur aus der registrierten Palette.
03626ca94cb17800d767	INVARIANT_TEACHING_CORE	Langabsetzen	SHED_SETTLE+GRADE_2+DY_CLOSE	PRODUCTIVE_COMPOSITION	sheedy	1	1	B3	f83r	sheedy	sheedy	sheedy	sheedy	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
04a3877f0fc81b7597c9	INVARIANT_TEACHING_CORE	abziehen	L_OUT+CLOSE_EXACT	PRODUCTIVE_COMPOSITION	ldy	1	2	B2|B3	f82r|f83r	ldy	ldy	ldy	ldy	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
07913ef9b1fb773cd325	HAND_VARIABLE_ALLOGRAPH_CARD	Rücktransfer	OK_SET+CHED_TRANSFER_PREVIOUS_ITEM+CLOSE	PRODUCTIVE_COMPOSITION	okchedy|qokchedy	2	2	B1|B3	f81v|f83r	okchedy	qokchedy	okchedy	qokchedy	Identität und Wert gemeinsam lernen; die eigene Hand wählt nur aus der registrierten Palette.
087a47b5423438cd6b6a	INVARIANT_TEACHING_CORE	Auszugzugabe	OK + CHEO	PRODUCTIVE_COMPOSITION	chokcheo	1	1	H5	f56r	chokcheo	chokcheo	chokcheo	chokcheo	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
08bd5ca0c2ad137a056d	HAND_VARIABLE_ALLOGRAPH_CARD	Kurzkontakt	OK_SET+GRADE_1+Y_CURRENT_ITEM	PRODUCTIVE_COMPOSITION	okey|qokey	2	2	B1|B2	f81v|f82r	okey	qokey	okey	qokey	Identität und Wert gemeinsam lernen; die eigene Hand wählt nur aus der registrierten Palette.
0ab57b7166de99db3a55	INVARIANT_TEACHING_CORE	Abführgut	LCH_WITHDRAW+Y_ITEM	PRODUCTIVE_COMPOSITION	lchy	1	1	B2	f82r	lchy	lchy	lchy	lchy	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
0bdc8b6db811b4e67a63	INVARIANT_TEACHING_CORE	Quellposten	AR_FROM+Y_CURRENT	PRODUCTIVE_COMPOSITION	chary	1	1	B3	f83r	chary	chary	chary	chary	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
0ec6a45e2950e8e7061d	INVARIANT_TEACHING_CORE	Zutatstelle	CHO + AL + Y	PRODUCTIVE_COMPOSITION	chodaly	1	1	H5	f56r	chodaly	chodaly	chodaly	chodaly	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
0f15effeca7ab10bb026	INVARIANT_TEACHING_CORE	Quellabführung	L_OUT+CHED_TRANSFER+AR_FROM	PRODUCTIVE_COMPOSITION	lchedar	1	1	B2	f82r	lchedar	lchedar	lchedar	lchedar	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
0f18de177ed7c878bf95	STABLE_MEMORIZED_TECHNICAL_CARD	Zusatz	WHOLE_CARD	MEMORIZED_WHOLE_CARD	dl	1	2	B1	f81v	dl	dl	dl	dl	Die unteilbare technische Karte mit ihrer einzigen Form auswendig lernen.
10488b911aae52b3b334	HAND_VARIABLE_ALLOGRAPH_CARD	Folgeansatz	OT + OR	PRODUCTIVE_COMPOSITION	otchor|qotchor	2	2	H2|H5	f10r|f56r	otchor	qotchor	otchor	qotchor	Identität und Wert gemeinsam lernen; die eigene Hand wählt nur aus der registrierten Palette.
12efe866f335461823a6	INVARIANT_TEACHING_CORE	Wasserzulauf	CH + AIR	PRODUCTIVE_COMPOSITION	chair	1	1	H1	f10r	chair	chair	chair	chair	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
1322bc176443fc2a8a86	INVARIANT_TEACHING_CORE	Wiedereinsatz	OK + OK + Y	PRODUCTIVE_COMPOSITION	qokokchy	1	1	H5	f56r	qokokchy	qokokchy	qokokchy	qokokchy	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
1496a731803a9f48d2e1	INVARIANT_TEACHING_CORE	Anschluss	R_FRAME+OL_CONTINUE	PRODUCTIVE_COMPOSITION	rol	1	1	B1	f81v	rol	rol	rol	rol	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
1645e612504fcef59ced	HAND_VARIABLE_ALLOGRAPH_CARD	Zugabe	OK+AIN_PORTION	PRODUCTIVE_COMPOSITION	okain|qokain	2	7	B1|B2|B3|B4	f81v|f82r|f83r	okain	qokain	okain	qokain	Identität und Wert gemeinsam lernen; die eigene Hand wählt nur aus der registrierten Palette.
1779decef17481ec2853	INVARIANT_TEACHING_CORE	Kurzsoll	OT_FOLLOW+E_SHORT+AIIN_MEASURE	PRODUCTIVE_COMPOSITION	qotedaiin	1	1	B3	f83r	qotedaiin	qotedaiin	qotedaiin	qotedaiin	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
1b1ffdd869fb1429ad03	INVARIANT_TEACHING_CORE	Fortschluss	OL_CONTINUE+DY_CLOSE	PRODUCTIVE_COMPOSITION	oldy	1	2	B4|H4	f55v|f83r	oldy	oldy	oldy	oldy	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
1bfd786e6b8b63734a59	INVARIANT_TEACHING_CORE	Langsammlung	SOLK_COLLECT+EE_LONG+Y_ITEM	PRODUCTIVE_COMPOSITION	solkeey	1	1	B6	f83r	solkeey	solkeey	solkeey	solkeey	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
204b04837409088c48f9	INVARIANT_TEACHING_CORE	Fortsetzungszubereitung	OL + TCH + Y	PRODUCTIVE_COMPOSITION	oltchy	1	1	H4	f55v	oltchy	oltchy	oltchy	oltchy	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
21ed2873b71e57269c08	INVARIANT_TEACHING_CORE	Zielpassage	CKH_THROUGH+AL_TO	PRODUCTIVE_COMPOSITION	chckhal	1	1	B4	f83r	chckhal	chckhal	chckhal	chckhal	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
22fb87a5a83e5c3fb510	INVARIANT_TEACHING_CORE	Beckenlauf	K_BASIN+AIR_WATER	PRODUCTIVE_COMPOSITION	kair	1	1	B1	f81v	kair	kair	kair	kair	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
232195d6ff2f326322f7	INVARIANT_TEACHING_CORE	Wiedereinsatz	OK_SET+OL_CONTINUE	PRODUCTIVE_COMPOSITION	qokol	1	1	B4	f83r	qokol	qokol	qokol	qokol	Kompositionsregel lernen und die eine registrierte Oberfläche gemeinsam schreiben.
