merged	train_n	real_W_fraction_36	destroyed_W_fraction_12	direct_gain_vs_global_bits	direct_gain_vs_mobile_bits	direction_gain_vs_swapped_bits
dy	603	0.05555555555555555	0.5833333333333334	0.05780593694099423	0.9370232178853914	0.4924104777092422
ok	1084	0.2222222222222222	0.0	0.14769561243094853	0.37401255261771826	0.1262022415381283
ol	1825	1.0	1.0	-0.1361228405697723	0.4813188302689715	0.22748827325695786
aN	1169	0.027777777777777776	0.3333333333333333	0.21313419041377668	1.255866314948359	1.155074683069063
Ce	866	0.1388888888888889	0.16666666666666666	0.4118929763705348	0.7156542329252884	0.7981472082654335
ot	1033	0.027777777777777776	0.16666666666666666	0.09230255412504129	0.2661823509972543	0.07729232858374213
qok	862	0.027777777777777776	0.0	0.44019726162328265	0.7053024416066284	0.1560956185144159
ar	1423	0.9444444444444444	0.3333333333333333	-0.006637203925979662	0.8811271808924008	0.6741514855348176
al	915	0.6944444444444444	0.5833333333333334	-0.23836533659303005	0.21461465777644384	0.22965237762470503
or	1322	0.8611111111111112	0.8333333333333334	-0.031487021729459164	0.5945559206373647	0.3588321072219358
Se	570	0.05555555555555555	0.08333333333333333	0.2397891364353153	0.7517262126732254	0.8857264576657762
aI	597	0.0	0.0	0.0605248542130008	0.4447502904623104	0.6195085075454367
daN	844	0.0	0.25	0.12117632805562506	0.8790344746663596	0.7295729273161173
Ey	505	0.0	0.0	0.44439108643641645	1.0159217928735087	2.0767667056409946
Cedy	732	0.0	0.0	0.15305795136739975	0.4290225441021098	2.1245807304408455
qot	727	0.0	0.0	0.40730019910136783	0.8595977244210322	0.18168770598562267
Cy	671	0.05555555555555555	0.0	-0.007938044739262295	0.5610393600040955	1.582376401832987
Edy	469	0.0	0.0	0.412357997738124	0.6548678055901282	1.9707255189963442
edy	446	0.0	0.0	0.5141767063008117	0.6377783682163539	1.9892323007173927
ody	608	0.0	0.08333333333333333	0.2304110943960842	1.3361739321979103	0.8492550672151464
Col	522	0.0	0.08333333333333333	0.009425756003446528	0.2637221241267329	1.0155086275682166
Cey	521	0.0	0.08333333333333333	0.031125794006158003	0.6028558001937137	1.8295421629919852
ai	264	0.0	0.0	0.6466755433756852	1.1580407446136063	1.1430417607183305
ey	498	0.0	0.0	0.449363116868123	1.001925252635747	1.9013390620107158
od	445	0.0	0.0	-0.36340190018075913	0.2111869342260566	-0.15039758581497975
Sedy	418	0.0	0.0	0.20165534874539226	0.4832888548089308	1.248103603602552
am	408	0.0	0.08333333333333333	0.6239013821788565	1.052082654797633	1.3060337674404128
olk	402	0.0	0.0	0.18233737969671915	1.0772878451451522	0.5387189922346864
yk	396	0.0	0.0	0.10014155671759761	0.45761051286583454	0.6354488237498475
Cor	376	0.0	0.0	0.09459283468323121	0.414653353368617	1.3354292065855236
yt	375	0.0	0.0	0.053505148085897236	0.7982280538120279	0.49495648125270675
qo	371	0.0	0.08333333333333333	0.18244768597532768	0.7700297582470879	0.26304968555710984
Co	364	0.0	0.0	0.13902433240380918	0.5222454026000263	0.3207306222945363
dal	362	0.0	0.25	0.09559937480630465	0.664055911798729	0.464085522572129
dar	341	0.0	0.0	0.1390211884427215	0.821782207470148	0.6132941968396841
Cdy	331	0.0	0.0	0.11590367590363315	0.32161204564083357	1.657751460705996
Ky	273	0.0	0.0	0.3664737247808698	0.8548117972289879	2.202267057617357
air	254	0.0	0.0	0.16580927478123875	0.5435138129217556	1.312910337506595
Ty	251	0.0	0.0	0.13845952182054766	0.5846002941543101	1.7713569815142831
Sey	236	0.0	0.0	0.11889847006687049	0.5972493833580471	1.188382778748772
ky	204	0.0	0.0	0.1136098440137292	0.6003283937022768	1.771537290181948
qokaI	201	0.0	0.0	0.48509678953886587	0.2724004962832563	2.964358576627843
So	201	0.0	0.0	0.009465533940651083	0.3027179347920894	0.609282249061051
op	198	0.0	0.0	0.2435266923805779	0.5947547734367438	0.341082635281045
Sol	195	0.0	0.0	0.07621151950026195	0.3379077637334166	1.0046176605875532
qokaN	190	0.0	0.0	0.44131476390390834	0.1012249539763958	2.6055738675218727
qokEdy	189	0.0	0.0	0.4712389588152526	0.2749204388904607	3.6858312065564944
qokal	187	0.0	0.0	0.30293692533018424	0.18890588912628792	1.982312933263675
qokedy	185	0.0	0.0	0.4884160837859582	0.2850879799001757	4.401182561754924
CE	178	0.0	0.0	0.4104635886238457	0.8825506850739595	1.0857474162491774
eol	173	0.0	0.0	0.39852861333161893	1.0467579977988066	1.3164910760203403
Sy	173	0.0	0.0	0.03048989686385517	0.14570319185625258	1.381228012792111
CEy	171	0.0	0.0	0.25936298599023555	0.6323096997244225	2.4596677500768003
Ceol	167	0.0	0.0	0.10417044384170138	0.41046423198784454	1.819094915459584
daI	165	0.0	0.0	0.24336395574157554	0.49933902429310983	1.039239713530288
os	164	0.0	0.0	0.11658482407434856	0.614052288215386	0.3594641511436836
qol	158	0.0	0.0	0.2843071542030272	0.23965184789730132	1.3573314378185142
lk	156	0.0	0.0	0.45919831177676673	1.0093283544679377	0.6043842850437121
qokEy	149	0.0	0.0	0.481003624070255	0.28712144373941983	3.759103770110262
okaN	144	0.0	0.0	0.37202722216016865	0.6941871592669051	2.1371504508304087
okal	143	0.0	0.0	0.16989009634929564	0.29520807003355687	1.3538993380301108
otal	130	0.0	0.0	0.25844871431657135	0.2690137355761333	1.6567478691754176
oky	129	0.0	0.0	0.12842222229250289	0.08899511404089777	1.9788762353941272
oty	127	0.0	0.0	0.12373269095075123	0.30104918627272714	1.9529047119379213
