rank	left	right	merged	train_n	held_n	train_folio_effective_fraction	global_primary_bits	atomic_primary_bits	direct_primary_bits	swapped_primary_bits	direct_gain_vs_global_bits	direction_gain_vs_swapped_bits	atomic_gain_vs_direct_bits	matched_mobile_mean_bits	direct_gain_vs_matched_mobile_bits	local_mobile_p_le	train_standalone_rate	held_standalone_rate	direct_standalone_prediction	train_chunk_initial_rate	held_chunk_initial_rate	direct_chunk_initial_prediction	train_chunk_final_rate	held_chunk_final_rate	direct_chunk_final_prediction	train_line_initial_rate	held_line_initial_rate	direct_line_initial_prediction	train_line_final_rate	held_line_final_rate	direct_line_final_prediction	train_paragraph_initial_rate	held_paragraph_initial_rate	direct_paragraph_initial_prediction	train_paragraph_final_rate	held_paragraph_final_rate	direct_paragraph_final_prediction
1	d	y	dy	603	204	0.7196009354872442	1.4198920581597458	0.9866078981453897	1.3620861212187516	1.8544965989279938	0.05780593694099423	0.4924104777092422	0.37547822307336187	2.299109339104143	0.9370232178853914	0.1111111111111111	0.19900497512437812	0.14705882352941177	0.02942175703685039	0.30016583747927034	0.18137254901960784	0.6353711790393013	0.8689883913764511	0.9362745098039216	0.7109324758842444	0.013266998341625208	0.00980392156862745	0.20829694323144105	0.30514096185737977	0.3137254901960784	0.2504823151125402	0.0	0.0	0.00480349344978166	0.03316749585406302	0.0392156862745098	0.02990353697749196
2	o	k	ok	1084	625	0.6626025589103258	1.3430107820770827	0.8733051397410048	1.1953151696461342	1.3215174111842625	0.14769561243094853	0.1262022415381283	0.3220100299051294	1.5693277222638524	0.37401255261771826	0.3333333333333333	0.005535055350553505	0.0016	0.01412652090305203	0.8228782287822878	0.8208	0.33584738243123335	0.01107011070110701	0.0096	0.015107212475633527	0.10516605166051661	0.0608	0.10159716060337179	0.0009225092250922509	0.0	0.0043859649122807015	0.014760147601476014	0.008	0.003992901508429458	0.0	0.0	0.0004873294346978557
3	o	l	ol	1825	712	0.6455858167617565	1.3094518048717696	1.2386405377960488	1.445574645441542	1.6730629186984998	-0.1361228405697723	0.22748827325695786	0.20693410764549314	1.9268934757105134	0.4813188302689715	0.2222222222222222	0.12054794520547946	0.14325842696629212	0.031114743996047002	0.3698630136986301	0.4044943820224719	0.33584738243123335	0.5271232876712328	0.5463483146067416	0.16116941529235382	0.03616438356164384	0.02949438202247191	0.10159716060337179	0.06958904109589041	0.04073033707865169	0.04272863568215892	0.0016438356164383563	0.0014044943820224719	0.003992901508429458	0.009315068493150684	0.0028089887640449437	0.005247376311844078
4	a	N	aN	1169	556	0.5873652673300949	1.177027194884544	0.8055277366259621	0.9638930044707674	2.1189676875398304	0.21313419041377668	1.155074683069063	0.1583652678448053	2.2197593194191265	1.255866314948359	0.1111111111111111	0.14285714285714285	0.17625899280575538	0.004482295385275009	0.15397775876817793	0.18705035971223022	0.13440860215053763	0.9563729683490163	0.9766187050359713	0.9618834080717489	0.0	0.0017985611510791368	0.008960573476702509	0.11120615911035073	0.07553956834532374	0.10986547085201794	0.0	0.0017985611510791368	0.0017921146953405018	0.017964071856287425	0.03776978417266187	0.020179372197309416
5	C	e	Ce	866	609	0.6220364518742896	1.529869725983832	1.0678218063546507	1.1179767496132973	1.9161239578787308	0.4118929763705348	0.7981472082654335	0.050154943258646556	1.8336309825385857	0.7156542329252884	0.1111111111111111	0.0	0.0016420361247947454	0.00537563494822902	0.6662817551963048	0.6338259441707718	0.6905255878284924	0.0023094688221709007	0.0016420361247947454	0.020714285714285713	0.008083140877598153	0.013136288998357963	0.023858921161825725	0.0	0.0	0.007857142857142858	0.0	0.0	0.001037344398340249	0.0	0.0	0.0007142857142857143
6	o	t	ot	1033	689	0.6665907706634697	1.2850066592760274	0.8073524687948325	1.1927041051509861	1.2699964337347283	0.09230255412504129	0.07729232858374213	0.38535163635615366	1.4588864561482404	0.2661823509972543	0.4444444444444444	0.003872216844143272	0.0043541364296081275	0.009438350264996781	0.8760890609874153	0.9201741654571843	0.33584738243123335	0.007744433688286544	0.008708272859216255	0.01753393665158371	0.09002904162633107	0.055152394775036286	0.10159716060337179	0.0	0.001451378809869376	0.006221719457013574	0.006776379477250726	0.005805515239477504	0.003992901508429458	0.0	0.001451378809869376	0.0016968325791855204
7	q	ok	qok	862	444	0.6117638237020764	1.2593306755879943	0.6659894373320632	0.8191334139647116	0.9752290324791275	0.44019726162328265	0.1560956185144159	0.15314397663264845	1.52443585557134	0.7053024416066284	0.1111111111111111	0.0034802784222737818	0.009009009009009009	0.007186423628631791	0.9837587006960556	0.9842342342342343	0.9626436781609196	0.0034802784222737818	0.009009009009009009	0.01152073732718894	0.11716937354988399	0.08783783783783784	0.15229885057471265	0.0	0.0	0.0013824884792626728	0.0034802784222737818	0.006756756756756757	0.020114942528735632	0.0	0.0	0.0004608294930875576
8	a	r	ar	1423	766	0.5024355900548707	1.2454283747514516	1.061890295336394	1.2520655786774313	1.926217064212249	-0.006637203925979662	0.6741514855348176	0.19017528334103728	2.133192759569832	0.8811271808924008	0.2222222222222222	0.09838369641602249	0.1122715404699739	0.03333333333333333	0.1595221363316936	0.19321148825065274	0.13440860215053763	0.7477160927617709	0.7480417754569191	0.38	0.0035137034434293743	0.0026109660574412533	0.008960573476702509	0.06605762473647224	0.050913838120104436	0.06	0.0	0.0	0.0017921146953405018	0.008432888264230498	0.006527415143603133	0.004
9	a	l	al	915	476	0.43892821437377205	1.3589087951430012	1.2303573411637874	1.5972741317360313	1.8269265093607363	-0.23836533659303005	0.22965237762470503	0.3669167905722439	1.8118887895124751	0.21461465777644384	0.5555555555555556	0.073224043715847	0.12605042016806722	0.016595178047896366	0.1825136612021858	0.2647058823529412	0.13440860215053763	0.5759562841530055	0.6323529411764706	0.16116941529235382	0.004371584699453552	0.0021008403361344537	0.008960573476702509	0.10710382513661203	0.09453781512605042	0.04272863568215892	0.0	0.0	0.0017921146953405018	0.013114754098360656	0.012605042016806723	0.005247376311844078
10	o	r	or	1322	535	0.757466673153836	1.3203480739831719	1.1993049865503813	1.351835095712631	1.7106672029345669	-0.031487021729459164	0.3588321072219358	0.15253010916224974	1.9463910163499958	0.5945559206373647	0.1111111111111111	0.12859304084720122	0.10467289719626169	0.062497559845887805	0.24735249621785174	0.2504672897196262	0.33584738243123335	0.7307110438729199	0.6504672897196262	0.38	0.028744326777609682	0.029906542056074768	0.10159716060337179	0.06580937972768533	0.037383177570093455	0.06	0.0022692889561270802	0.001869158878504673	0.003992901508429458	0.014372163388804841	0.014953271028037384	0.004
