rank	left	right	merged	held_n	model	feature	held_bits_per_event
1	d	y	dy	204	GLOBAL	standalone	0.6037925531645715
1	d	y	dy	204	GLOBAL	chunk_initial	0.9461627646092563
1	d	y	dy	204	GLOBAL	chunk_final	1.080181333620925
1	d	y	dy	204	GLOBAL	line_initial	0.13937920764660156
1	d	y	dy	204	GLOBAL	line_final	1.2832864211973745
1	d	y	dy	204	GLOBAL	paragraph_initial	0.015648058832535335
1	d	y	dy	204	GLOBAL	paragraph_final	0.2711107275300562
1	d	y	dy	204	GLOBAL	left	6.151776544243791
1	d	y	dy	204	GLOBAL	right	1.4715914075974263
1	d	y	dy	204	GLOBAL	section	2.226768090415792
1	d	y	dy	204	GLOBAL	hand	2.0183666249682646
1	d	y	dy	204	GLOBAL	currier	0.9272654204777269
1	d	y	dy	204	GLOBAL	primary_joint	1.4198920581597458
1	d	y	dy	204	GLOBAL	metadata_joint	1.7241333786205946
1	d	y	dy	204	GLOBAL	all_joint	1.427944096192027
1	d	y	dy	204	ATOMIC	standalone	0.6158095338551317
1	d	y	dy	204	ATOMIC	chunk_initial	0.7366870431919559
1	d	y	dy	204	ATOMIC	chunk_final	0.3770612085851047
1	d	y	dy	204	ATOMIC	line_initial	0.08054993221208044
1	d	y	dy	204	ATOMIC	line_final	0.8976581292788014
1	d	y	dy	204	ATOMIC	paragraph_initial	0.0011947785700574028
1	d	y	dy	204	ATOMIC	paragraph_final	0.23926831875848634
1	d	y	dy	204	ATOMIC	left	4.782454762689047
1	d	y	dy	204	ATOMIC	right	0.7779890118775853
1	d	y	dy	204	ATOMIC	section	2.6362445442017006
1	d	y	dy	204	ATOMIC	hand	2.2001632737539594
1	d	y	dy	204	ATOMIC	currier	0.9320457421251463
1	d	y	dy	204	ATOMIC	primary_joint	0.9866078981453897
1	d	y	dy	204	ATOMIC	metadata_joint	1.922817853360269
1	d	y	dy	204	ATOMIC	all_joint	1.1897605232582547
1	d	y	dy	204	DIRECT	standalone	0.7848319878844694
1	d	y	dy	204	DIRECT	chunk_initial	1.3101890600049182
1	d	y	dy	204	DIRECT	chunk_final	0.5749507417503817
1	d	y	dy	204	DIRECT	line_initial	0.3558541414140565
1	d	y	dy	204	DIRECT	line_final	0.9120451903415525
1	d	y	dy	204	DIRECT	paragraph_initial	0.006946673719009233
1	d	y	dy	204	DIRECT	paragraph_final	0.24065243955905358
1	d	y	dy	204	DIRECT	left	6.406669800996645
1	d	y	dy	204	DIRECT	right	1.0893809219643962
1	d	y	dy	204	DIRECT	section	2.3340627144271298
1	d	y	dy	204	DIRECT	hand	2.0106451097471068
1	d	y	dy	204	DIRECT	currier	0.9641380076494271
1	d	y	dy	204	DIRECT	primary_joint	1.3620861212187516
1	d	y	dy	204	DIRECT	metadata_joint	1.7696152772745546
1	d	y	dy	204	DIRECT	all_joint	1.4158638991215122
1	d	y	dy	204	SWAPPED	standalone	0.7848319878844694
1	d	y	dy	204	SWAPPED	chunk_initial	0.7162555869347895
1	d	y	dy	204	SWAPPED	chunk_final	2.2507598678883705
1	d	y	dy	204	SWAPPED	line_initial	0.2612976648457503
1	d	y	dy	204	SWAPPED	line_final	1.378148502225357
1	d	y	dy	204	SWAPPED	paragraph_initial	0.004181054405342465
1	d	y	dy	204	SWAPPED	paragraph_final	0.31883902343176984
1	d	y	dy	204	SWAPPED	left	7.088794476826164
1	d	y	dy	204	SWAPPED	right	2.8176966148664064
1	d	y	dy	204	SWAPPED	section	2.3340627144271298
1	d	y	dy	204	SWAPPED	hand	2.0106451097471068
1	d	y	dy	204	SWAPPED	currier	0.9641380076494271
