side	stem	children	child_outputs	held_events	direct_side_bits	swapped_side_bits	direction_gain_vs_swapped_bits	children_positive_direction	children_positive_fraction	mobile_null_mean_bits	direct_gain_vs_mobile_bits	mobile_empirical_p_le	stable_stem_side_role	held_weighted_chunk_initial_rate	held_weighted_line_initial_rate	held_weighted_paragraph_initial_rate	held_weighted_chunk_final_rate	held_weighted_line_final_rate	held_weighted_paragraph_final_rate
left	C	8	Ce;Cy;Col;Cor;Co;Cdy;CE;CEy	1608	1.1755363274707598	1.9433197340923054	0.7677834066215456	8	1.0	1.4091445037319934	0.23360817626123365	0.004995004995004995	1	0.5074626865671642	0.018034825870646767	0.0	<NA>	<NA>	<NA>
left	Ce	3	Cedy;Cey;Ceol	789	1.3602843617575402	1.6181012297306734	0.2578168679731332	3	1.0	1.6794614853719454	0.3191771236144052	0.016983016983016984	1	0.40304182509505704	0.0076045627376425855	0.0	<NA>	<NA>	<NA>
left	S	4	Se;So;Sol;Sy	455	0.9513821193672702	1.894131191083601	0.9427490717163307	4	1.0	1.402135826037051	0.45075370666978065	0.000999000999000999	1	0.6703296703296703	0.046153846153846156	0.0	<NA>	<NA>	<NA>
left	a	6	aN;ar;al;aI;ai;am	2597	1.4954868025583872	2.155585454726814	0.6600986521684267	6	1.0	1.9694707734769603	0.47398397091857314	0.000999000999000999	1	0.17674239507123604	0.0015402387370042356	0.0003850596842510589	<NA>	<NA>	<NA>
left	d	5	dy;daN;dal;dar;daI	1140	1.4819739994960286	1.85740361708333	0.3754296175873013	4	0.8	1.8254782891110284	0.3435042896149998	0.000999000999000999	1	0.4245614035087719	0.08333333333333333	0.0043859649122807015	<NA>	<NA>	<NA>
left	e	3	edy;ey;eol	587	1.0862979531516133	2.374895291566129	1.2885973384145157	3	1.0	2.1616279604818507	1.0753300073302374	0.000999000999000999	1	0.008517887563884156	0.0	0.0	<NA>	<NA>	<NA>
left	o	8	ok;ol;ot;or;ody;od;op;os	3251	1.329859567684493	1.4079474200515594	0.07808785236706628	5	0.625	1.5101391099103525	0.1802795422258594	0.08591408591408592	0	0.5299907720701322	0.03875730544447862	0.004306367271608736	<NA>	<NA>	<NA>
left	ok	3	okaN;okal;oky	188	0.6602048815722346	1.588850201814658	0.9286453202424234	3	1.0	0.9852008319179698	0.32499595034573525	0.03196803196803197	1	0.8031914893617021	0.0425531914893617	0.005319148936170213	<NA>	<NA>	<NA>
left	q	4	qok;qot;qo;qol	1075	0.287625347086504	0.4563557989122916	0.1687304518257876	3	0.75	0.924607849700959	0.636982502614455	0.000999000999000999	1	0.9841860465116279	0.07441860465116279	0.005581395348837209	<NA>	<NA>	<NA>
left	qok	6	qokaI;qokaN;qokEdy;qokal;qokedy;qokEy	488	0.1862753228895349	3.1680475776283736	2.981772254738839	6	1.0	0.30751359074127266	0.12123826785173775	0.05094905094905095	0	0.9877049180327869	0.06147540983606557	0.00819672131147541	<NA>	<NA>	<NA>
right	aN	3	daN;qokaN;okaN	551	0.2291906777907431	2.081564792609649	1.8523741148189061	3	1.0	1.6294971106753162	1.4003064328845731	0.000999000999000999	1	<NA>	<NA>	<NA>	0.9891107078039928	0.0780399274047187	0.02722323049001815
right	al	4	dal;qokal;okal;otal	315	1.030046687340262	2.3456114672780486	1.3155647799377865	4	1.0	1.494058045642976	0.4640113583027139	0.000999000999000999	1	<NA>	<NA>	<NA>	0.6666666666666666	0.09206349206349207	0.009523809523809525
right	dy	6	Cedy;Edy;edy;ody;Sedy;Cdy	1625	0.4064128921966039	3.1498244559657165	2.7434115637691123	6	1.0	1.128030508859641	0.721617616663037	0.000999000999000999	1	<NA>	<NA>	<NA>	0.9723076923076923	0.08123076923076923	0.031384615384615386
right	k	4	ok;olk;yk;lk	1175	1.2387522933427964	2.1562533615107045	0.9175010681679081	4	1.0	2.537145318266464	1.2983930249236677	0.000999000999000999	1	<NA>	<NA>	<NA>	0.005957446808510639	0.0	0.0
right	o	3	qo;Co;So	430	1.775832143473204	2.0075154271330176	0.2316832836598135	2	0.6666666666666666	2.3203365879352345	0.5445044444620304	0.000999000999000999	0	<NA>	<NA>	<NA>	0.1511627906976744	0.0	0.0
right	ol	5	Col;Sol;eol;Ceol;qol	436	0.9017678921011846	3.1247226615928914	2.222954769491707	5	1.0	1.3195108715861164	0.4177429794849318	0.058941058941058944	0	<NA>	<NA>	<NA>	0.7706422018348624	0.01834862385321101	0.009174311926605505
right	r	3	ar;or;air	1511	1.0699031203569267	1.7550966078303571	0.6851934874734305	3	1.0	2.085201724838396	1.0152986044814694	0.000999000999000999	1	<NA>	<NA>	<NA>	0.7061548643282595	0.04169424222369292	0.009265387160820648
right	y	12	dy;Ey;Cy;Cey;ey;Ky;Ty;Sey;ky;Sy;oky;oty	1880	0.55114827122353	3.0937541951357694	2.542605923912239	12	1.0	1.4134511497195557	0.8623028784960256	0.001998001998001998	1	<NA>	<NA>	<NA>	0.9521276595744681	0.09521276595744681	0.02021276595744681
