event_id	record_unit_id	statement_id	statement_position	surface	small_value_de	previous_value_de	next_value_de	selection_layer	selection_reason	expected_joint_tuple_id	predicted_joint_tuple_id	recovered
E010	H1	H1-S001	10	etyd	dies kurz fuellen	Mass	STATEMENT_END	RECORD_RENDERER	H1 and B1 order the same atoms differently	a6939862e33ece5a0483	a6939862e33ece5a0483	YES
E013	H1	H1-S002	3	chol	fortsetzen	danach weiter abziehen	bereit	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E027	H2	H2-S002	4	chol	fortsetzen	danach fortsetzen	weiterer Ansatz	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E029	H2	H2-S002	6	chol	fortsetzen	weiterer Ansatz	Mass	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E047	H3	H3-S003	1	dchol	fortsetzen	STATEMENT_START	dies	STATEMENT_POSITION	Herbal statement entry uses resumption card	d665560c8ff80799a82c	d665560c8ff80799a82c	YES
E052	H3	H3-S004	1	qotchy	nächster Posten	STATEMENT_START	weiter ansetzen	RECORD_RENDERER	H3 uses QOTCHY renderer	a48efd6c4491a046ba78	a48efd6c4491a046ba78	YES
E058	H4	H4-S001	3	ykain	eine Portion davon zuführen	Mass	eine Portion davon zuführen	LOCAL_CONTEXT	second immediately repeated portion contracts	403c1592f918c8f23b88	403c1592f918c8f23b88	YES
E059	H4	H4-S001	4	ykan	eine Portion davon zuführen	eine Portion davon zuführen	Arbeitsgang abschließen	LOCAL_CONTEXT	second immediately repeated portion contracts	d929a14ec45749b2e805	d929a14ec45749b2e805	YES
E062	H4	H4-S002	2	chedy	dies umsetzen	Mass	verwahren	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E066	H4	H4-S003	3	cheeky	dies länger wärmen	Auszug aus der Quelle	fortsetzen; Schluss	RECORD_RENDERER	B2 uses CHK-EE order	2c1a5fd92b9e3c762242	2c1a5fd92b9e3c762242	YES
E083	H5	H5-S002	1	schol	fortsetzen	STATEMENT_START	diese Zutat	STATEMENT_POSITION	Herbal statement entry uses resumption card	d665560c8ff80799a82c	d665560c8ff80799a82c	YES
E098	H5	H5-S006	1	otchey	nächster Posten	STATEMENT_START	kurz weiter zuführen	RECORD_RENDERER	H3 uses QOTCHY renderer	faf321940aed922846a9	faf321940aed922846a9	YES
E106	B1	B1-S002	5	ol	fortsetzen	dasselbe	eine Portion	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E110	B1	B1-S002	9	ol	fortsetzen	Stelle	weiter abkuehlen	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E114	B1	B1-S002	13	ol	fortsetzen	weiterer Ansatz	kurz an der Durchlassstelle	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E120	B1	B1-S002	19	schedy	umsetzen; Schluss	durchführen	STATEMENT_END	LOCAL_CONTEXT	short continuation licenses short close card	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	YES
E121	B1	B1-S003	1	qol	fortsetzen	STATEMENT_START	gebuendelt umsetzen; Schluss	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E123	B1	B1-S004	1	chedy	dies umsetzen	STATEMENT_START	fortsetzen	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E124	B1	B1-S004	2	ol	fortsetzen	dies umsetzen	absetzen; Schluss	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E131	B1	B1-S007	1	qokchdy	Ansatz umsetzen; Schluss	STATEMENT_START	STATEMENT_END	LOCAL_CONTEXT	statement start selects short card	87411f84689b4f93a303	87411f84689b4f93a303	YES
E133	B1	B1-S008	2	ol	fortsetzen	dies	kurz wärmen	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E135	B1	B1-S008	4	ol	fortsetzen	kurz wärmen	absetzen; Schluss	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E145	B1	B1-S014	1	chedy	dies umsetzen	STATEMENT_START	dies auffangen	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E148	B1	B1-S014	4	qol	fortsetzen	zum Auslass führen	danach von dort	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E150	B1	B1-S015	1	ytey	dies kurz fuellen	STATEMENT_START	Ansatz umsetzen; Schluss	RECORD_RENDERER	H1 and B1 order the same atoms differently	a7af89ab31ce5e247395	a7af89ab31ce5e247395	YES
E151	B1	B1-S015	2	okchedy	Ansatz umsetzen; Schluss	dies kurz fuellen	STATEMENT_END	LOCAL_CONTEXT	statement start selects short card	07913ef9b1fb773cd325	07913ef9b1fb773cd325	YES
E154	B1	B1-S016	3	qol	fortsetzen	länger ansetzen	absetzen; Schluss	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E158	B1	B1-S017	3	dchdy	umsetzen; Schluss	kurz fortsetzen	STATEMENT_END	LOCAL_CONTEXT	short continuation licenses short close card	d225b7a7b95da7aee437	d225b7a7b95da7aee437	YES
E167	B2	B2-S001	1	dchedy	umsetzen; Schluss	STATEMENT_START	STATEMENT_END	LOCAL_CONTEXT	short continuation licenses short close card	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	YES
E183	B2	B2-S005	7	chkeey	dies länger wärmen	kurz bereit fortsetzen	abführen; Schluss	RECORD_RENDERER	B2 uses CHK-EE order	f0db6d30cd34f4cb2a4d	f0db6d30cd34f4cb2a4d	YES
E239	B3	B3-S005	1	schedy	umsetzen; Schluss	STATEMENT_START	STATEMENT_END	LOCAL_CONTEXT	short continuation licenses short close card	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	YES
E240	B3	B3-S006	1	chedchy	dies umsetzen	STATEMENT_START	an die Stelle setzen	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	5e8441397e7c0faf042b	5e8441397e7c0faf042b	YES
E244	B3	B3-S007	2	chedy	dies umsetzen	bemessen	länger ansetzen; Schluss	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E252	B3	B3-S011	3	chedy	dies umsetzen	verwende dies	dies aus der Quelle nehmen	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E264	B3	B3-S016	2	qokchedy	Ansatz umsetzen; Schluss	hinausfuehren	STATEMENT_END	LOCAL_CONTEXT	statement start selects short card	07913ef9b1fb773cd325	07913ef9b1fb773cd325	YES
E281	B3	B3-S022	1	qotchedy	danach umsetzen; Schluss	STATEMENT_START	STATEMENT_END	RECORD_RENDERER	B5 uses contracted renderer	4de12cf322dfb76ded1e	4de12cf322dfb76ded1e	YES
E283	B3	B3-S024	1	tchedy	umsetzen; Schluss	STATEMENT_START	STATEMENT_END	LOCAL_CONTEXT	short continuation licenses short close card	259b2b3b0bf859882e2c	259b2b3b0bf859882e2c	YES
E284	B3	B3-S025	1	qokchdy	Ansatz umsetzen; Schluss	STATEMENT_START	STATEMENT_END	LOCAL_CONTEXT	statement start selects short card	87411f84689b4f93a303	87411f84689b4f93a303	YES
E287	B3	B3-S026	3	chedy	dies umsetzen	Abfuehrmass	eine Portion zugeben	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E295	B3	B3-S029	1	sol	fortsetzen	STATEMENT_START	dies vollstaendig fuellen	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E301	B3	B3-S030	4	otchedy	danach umsetzen; Schluss	Wasser weiterfuehren	STATEMENT_END	RECORD_RENDERER	B5 uses contracted renderer	4de12cf322dfb76ded1e	4de12cf322dfb76ded1e	YES
E304	B3	B3-S032	2	chedy	dies umsetzen	eine Portion überführen	kurzes Folgemaß	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E319	B4	B4-S003	1	chedy	dies umsetzen	STATEMENT_START	Folgestelle	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E321	B4	B4-S003	3	otchey	nächster Posten	Folgestelle	länger ansetzen	RECORD_RENDERER	H3 uses QOTCHY renderer	faf321940aed922846a9	faf321940aed922846a9	YES
E324	B4	B4-S003	6	tol	fortsetzen	verwende dies	absetzen; Schluss	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E328	B4	B4-S005	2	chedy	dies umsetzen	Tuch	länger ansetzen; Schluss	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E333	B4	B4-S008	2	cheeky	dies länger wärmen	Mass	dies länger halten	RECORD_RENDERER	B2 uses CHK-EE order	2c1a5fd92b9e3c762242	2c1a5fd92b9e3c762242	YES
E342	B4	B4-S011	5	chdy	dies umsetzen	eine Portion zugeben	fortsetzen	LOCAL_CONTEXT	target-setting follower selects expanded current-item form	6f7ff8287eddf4da9fdb	6f7ff8287eddf4da9fdb	YES
E343	B4	B4-S011	6	sol	fortsetzen	dies umsetzen	kurz abführen; Schluss	STATEMENT_POSITION	Herbal statement entry uses resumption card	dcda95c81a5460feb191	dcda95c81a5460feb191	YES
E362	B5	B5-S001	1	otchdy	danach umsetzen; Schluss	STATEMENT_START	STATEMENT_END	RECORD_RENDERER	B5 uses contracted renderer	601b77449028deed39de	601b77449028deed39de	YES
