candidate	parse	position	locus	group	word	lexical_type	hypothetical_value	clause	construction	new_assertions	references	confirmed
DIRECT	0	1	f83r.25	1	qokeedy	ACTION	WEAVE	C1	ACTION_PAIR			False
DIRECT	0	2	f83r.25	2	qolchey	ORDERED_CONTRAST	ORDERED_PAIR	C1	ACTION_PAIR			False
DIRECT	0	3	f83r.25	3	qokeey	ACTION	UNRAVEL	C1	ACTION_PAIR			False
DIRECT	0	4	f83r.25	4	qokedy	CLOTH	CURRENT_CLOTH	C1	ACTION_PAIR			False
DIRECT	0	5	f83r.25	5	chedy	FINISH_PREDICATE	FINISHED	C2	PREREQUISITE			False
DIRECT	0	6	f83r.25	6	otal	INTENDED_SOCIAL_ACT	MARRIAGE	C2	PREREQUISITE			False
DIRECT	0	7	f83r.26	1	otchey	SECRET	UNKNOWN_TO_PUBLIC_AUDIENCE	C3	SECRET_HABIT	E1		False
DIRECT	0	8	f83r.26	2	qokeey	ACTION	UNRAVEL	C3	SECRET_HABIT	E1		False
DIRECT	0	9	f83r.26	3	qoky	WORKER	WOMAN	C3	SECRET_HABIT	E1		False
DIRECT	0	10	f83r.26	4	tol	PUBLIC	PUBLIC_AUDIENCE	C4	PUBLIC_PLEDGE	E2	P1	False
DIRECT	0	11	f83r.26	5	shedy	TIME_PHASE	DAY	C4	PUBLIC_PLEDGE	E2	P1	False
DIRECT	0	12	f83r.26	6	qokylddy	PLEDGE	PLEDGE_LATEST_PREREQUISITE	C4	PUBLIC_PLEDGE	E2	P1	False
DIRECT	0	13	f83r.27	1	dain	UNTIL	PROSPECTIVE_ENDPOINT	C5	UNTIL_HABIT	E3		False
DIRECT	0	14	f83r.27	2	chedy	FINISH_PREDICATE	FINISHED	C5	UNTIL_HABIT	E3		False
DIRECT	0	15	f83r.27	3	qokeedy	ACTION	WEAVE	C5	UNTIL_HABIT	E3		False
DIRECT	0	16	f83r.27	4	shckhedy	ROW	ROW_OF_WOVEN_WORK	C5	UNTIL_HABIT	E3		False
DIRECT	0	17	f83r.27	5	shckhedy	ROW	ROW_OF_WOVEN_WORK	C5	UNTIL_HABIT	E3		False
DIRECT	0	18	f83r.28	1	saiin	FIRST	FIRST_OF_ORDERED_PAIR	C6	RESPECTIVE_TIMES		A1,E3,E1	False
DIRECT	0	19	f83r.28	2	cheeky	SECOND	SECOND_OF_ORDERED_PAIR	C6	RESPECTIVE_TIMES		A1,E3,E1	False
DIRECT	0	20	f83r.28	3	sheey	RESPECTIVELY	PAIR_TIMES	C6	RESPECTIVE_TIMES		A1,E3,E1	False
DIRECT	0	21	f83r.28	4	qokedy	CLOTH	CURRENT_CLOTH	C6	RESPECTIVE_TIMES		A1,E3,E1	False
DIRECT	0	22	f83r.28	5	shedy	TIME_PHASE	DAY	C6	RESPECTIVE_TIMES		A1,E3,E1	False
DIRECT	0	23	f83r.28	6	oldy	TIME_PHASE	NIGHT	C6	RESPECTIVE_TIMES		A1,E3,E1	False
DIRECT	0	24	f83r.29	1	salchedy	HANDMAID	HANDMAID	C7	REPORT_DISCOVERY	E4,E5	E1	False
DIRECT	0	25	f83r.29	2	cheey	INFORM	INFORM_ABOUT_CONCEALED_ACTION	C7	REPORT_DISCOVERY	E4,E5	E1	False
DIRECT	0	26	f83r.29	3	qody	AUDIENCE	WOOERS	C7	REPORT_DISCOVERY	E4,E5	E1	False
DIRECT	0	27	f83r.29	4	kesd	DISCOVER	DISCOVER_CONCEALED_ACTION	C7	REPORT_DISCOVERY	E4,E5	E1	False
DIRECT	0	28	f83r.29	5	oldy	TIME_PHASE	NIGHT	C7	REPORT_DISCOVERY	E4,E5	E1	False
DIRECT	0	29	f83r.30	1	s	THEN	AFTER_PRECEDING_DISCOVERY	C8	THEN_COMPLETE	E6	E5,T1	False
DIRECT	0	30	f83r.30	2	okeedy	COMPULSION	UNDER_COMPULSION	C8	THEN_COMPLETE	E6	E5,T1	False
DIRECT	0	31	f83r.30	3	qokeedy	ACTION	WEAVE	C8	THEN_COMPLETE	E6	E5,T1	False
DIRECT	0	32	f83r.30	4	qoky	WORKER	WOMAN	C8	THEN_COMPLETE	E6	E5,T1	False
DIRECT	0	33	f83r.30	5	saii	COMPLETIVE	REACH_ACTION_ENDPOINT	C8	THEN_COMPLETE	E6	E5,T1	False
REVERSED	0	1	f83r.25	1	qokeedy	ACTION	WEAVE	C1	ACTION_PAIR			False
REVERSED	0	2	f83r.25	2	qolchey	ORDERED_CONTRAST	ORDERED_PAIR	C1	ACTION_PAIR			False
REVERSED	0	3	f83r.25	3	qokeey	ACTION	UNRAVEL	C1	ACTION_PAIR			False
