paragraph	grammar	model	timing	events	input_shifts	conflicts	unequal	missing_assertions	incomplete_actions	row_status
f17r.4-f17r.6	B	D	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	B	D	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	B	H	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	B	H	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	D	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	D	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	H	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	H	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	D	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	D	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	H	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	H	I	6	0	0	0	0	0	recorded
f21r.8-f21r.12	B	D	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	B	D	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	B	H	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	B	H	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	D	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	D	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	H	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	H	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	D	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	D	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	H	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	H	I	24	0	1	0	1	0	recorded
f32v.7-f32v.11	B	D	O	9	0	0	0	0	2	recorded
f32v.7-f32v.11	B	D	I	9	0	0	0	0	2	recorded
f32v.7-f32v.11	B	H	O	9	0	0	0	0	2	recorded
f32v.7-f32v.11	B	H	I	9	0	0	0	0	2	recorded
f32v.7-f32v.11	J	D	O	9	0	0	0	0	2	recorded
f32v.7-f32v.11	J	D	I	9	0	0	0	0	2	recorded
f32v.7-f32v.11	J	H	O	9	0	0	0	0	2	recorded
f32v.7-f32v.11	J	H	I	9	0	0	0	0	2	recorded
f32v.7-f32v.11	M	D	O	9	0	0	0	0	2	recorded
f32v.7-f32v.11	M	D	I	9	0	0	0	0	2	recorded
f32v.7-f32v.11	M	H	O	9	0	0	0	0	2	recorded
f32v.7-f32v.11	M	H	I	9	0	0	0	0	2	recorded
f29v.1-f29v.4	B	D	O	16	0	0	0	0	1	recorded
f29v.1-f29v.4	B	D	I	16	0	0	0	0	1	recorded
f29v.1-f29v.4	B	H	O	16	0	0	0	0	1	recorded
f29v.1-f29v.4	B	H	I	16	0	0	0	0	1	recorded
f29v.1-f29v.4	J	D	O	16	0	0	0	0	1	recorded
f29v.1-f29v.4	J	D	I	16	0	0	0	0	1	recorded
f29v.1-f29v.4	J	H	O	16	0	0	0	0	1	recorded
f29v.1-f29v.4	J	H	I	16	0	0	0	0	1	recorded
f29v.1-f29v.4	M	D	O	16	0	0	0	0	1	recorded
f29v.1-f29v.4	M	D	I	16	0	0	0	0	1	recorded
f29v.1-f29v.4	M	H	O	16	0	0	0	0	1	recorded
f29v.1-f29v.4	M	H	I	16	0	0	0	0	1	recorded
