paragraph	grammar	operation	form	meaning	patient	patient_form	coingredient	rule	debts	shared_run	additional_grammar_assumption	row_status
f21r.8-f21r.12	B	f21r.11:2	chol	erhitze	f21r.11:4	tchol		LOCAL_RIGHT				recorded
f21r.8-f21r.12	B	f21r.12:1	ykeey	erwärme erneut	f21r.12:2	chor		LOCAL_RIGHT				recorded
f21r.8-f21r.12	B	f21r.12:3	sheey	benetze	f21r.12:2	chor		LOCAL_LEFT				recorded
f21r.8-f21r.12	B	f21r.12:6	chol	erhitze	f21r.12:5	chor		LOCAL_LEFT				recorded
f21r.8-f21r.12	J	f21r.11:2	chol	erhitze	f21r.11:4	tchol		LOCAL_RIGHT				recorded
f21r.8-f21r.12	J	f21r.12:1	ykeey	erwärme erneut	f21r.12:2	chor		LOCAL_RIGHT				recorded
f21r.8-f21r.12	J	f21r.12:3	sheey	benetze	f21r.12:2	chor		LOCAL_LEFT				recorded
f21r.8-f21r.12	J	f21r.12:6	chol	erhitze	f21r.12:5	chor		LOCAL_LEFT				recorded
f21r.8-f21r.12	M	f21r.11:2	chol	erhitze	f21r.11:4	tchol		LOCAL_RIGHT				recorded
f21r.8-f21r.12	M	f21r.12:1	ykeey	erwärme erneut	f21r.12:2	chor		LOCAL_RIGHT				recorded
f21r.8-f21r.12	M	f21r.12:3	sheey	benetze	f21r.12:2	chor		LOCAL_LEFT				recorded
f21r.8-f21r.12	M	f21r.12:6	chol	erhitze	f21r.12:5	chor		LOCAL_LEFT				recorded
f32v.7-f32v.11	B	f32v.7:3	she	lasse stehen				MISSING	MISSING_PATIENT			recorded
f32v.7-f32v.11	B	f32v.9:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]				RELATION_LOCAL	MISSING_RELATION_PARTNER			recorded
f32v.7-f32v.11	B	f32v.10:4	chol	erhitze	f32v.10:3	chor		LOCAL_LEFT				recorded
f32v.7-f32v.11	J	f32v.7:3	she	lasse stehen				MISSING	MISSING_PATIENT			recorded
f32v.7-f32v.11	J	f32v.9:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]				RELATION_LOCAL	MISSING_RELATION_PARTNER			recorded
f32v.7-f32v.11	J	f32v.10:4	chol	erhitze	f32v.10:3	chor		LOCAL_LEFT				recorded
f32v.7-f32v.11	M	f32v.7:3	she	lasse stehen				MISSING	MISSING_PATIENT			recorded
f32v.7-f32v.11	M	f32v.9:1	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]				RELATION_LOCAL	MISSING_RELATION_PARTNER			recorded
f32v.7-f32v.11	M	f32v.10:4	chol	erhitze	f32v.10:3	chor		LOCAL_LEFT				recorded
f29v.1-f29v.4	B	f29v.2:3	chol	erhitze	f29v.1:7	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:1;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	B	f29v.2:4	chol	erhitze	f29v.2:5	cthy		LOCAL_RIGHT				recorded
f29v.1-f29v.4	B	f29v.2:6	chey	prüfe	f29v.2:5	cthy		LOCAL_LEFT				recorded
f29v.1-f29v.4	B	f29v.3:1	chol	erhitze	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	B	f29v.3:2	chol	erhitze	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	B	f29v.3:6	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]				RELATION_LOCAL	MISSING_RELATION_PARTNER			recorded
f29v.1-f29v.4	B	f29v.3:9	she	lasse stehen	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;UNREAD_BETWEEN:f29v.3:3;UNREAD_BETWEEN:f29v.3:4;UNREAD_BETWEEN:f29v.3:7;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	J	f29v.2:3	chol	erhitze	f29v.2:5	cthy		SHARED_RIGHT_J		f29v.2:3-4	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f29v.1-f29v.4	J	f29v.2:4	chol	erhitze	f29v.2:5	cthy		SHARED_RIGHT_J		f29v.2:3-4	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f29v.1-f29v.4	J	f29v.2:6	chey	prüfe	f29v.2:5	cthy		LOCAL_LEFT				recorded
f29v.1-f29v.4	J	f29v.3:1	chol	erhitze	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	J	f29v.3:2	chol	erhitze	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	J	f29v.3:6	qotchy	trenne … von … [verbinde … mit … bleibt Rivale]				RELATION_LOCAL	MISSING_RELATION_PARTNER			recorded
f29v.1-f29v.4	J	f29v.3:9	she	lasse stehen	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;UNREAD_BETWEEN:f29v.3:3;UNREAD_BETWEEN:f29v.3:4;UNREAD_BETWEEN:f29v.3:7;IMPLICIT_SUBJECT_CONTINUATION			recorded
f29v.1-f29v.4	M	f29v.2:3	chol	erhitze	f29v.2:5	cthy		SHARED_RIGHT_M		f29v.2:3-4	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f29v.1-f29v.4	M	f29v.2:4	chol	erhitze	f29v.2:5	cthy		SHARED_RIGHT_M		f29v.2:3-4	COMMON_ARGUMENT_OF_ADJACENT_ASSUMED_VERBS	recorded
f29v.1-f29v.4	M	f29v.2:6	chey	prüfe	f29v.2:5	cthy		LOCAL_LEFT				recorded
f29v.1-f29v.4	M	f29v.3:1	chol	erhitze	f29v.2:5	cthy		PARAGRAPH_CARRY	UNREAD_BETWEEN:f29v.2:7;UNREAD_BETWEEN:f29v.2:8;UNREAD_BETWEEN:f29v.2:9;IMPLICIT_SUBJECT_CONTINUATION			recorded
