latent_item	occurrences	interpretation
r	16	ANONYMOUS_OR_LITERAL_EXPLORATORY
c	15	ANONYMOUS_OR_LITERAL_EXPLORATORY
g	15	ANONYMOUS_OR_LITERAL_EXPLORATORY
v	14	ANONYMOUS_OR_LITERAL_EXPLORATORY
o	14	ANONYMOUS_OR_LITERAL_EXPLORATORY
p	13	ANONYMOUS_OR_LITERAL_EXPLORATORY
x	11	ANONYMOUS_OR_LITERAL_EXPLORATORY
u	11	ANONYMOUS_OR_LITERAL_EXPLORATORY
f	10	ANONYMOUS_OR_LITERAL_EXPLORATORY
e	9	ANONYMOUS_OR_LITERAL_EXPLORATORY
a	8	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otaly>	8	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okeody>	7	ANONYMOUS_OR_LITERAL_EXPLORATORY
l	7	ANONYMOUS_OR_LITERAL_EXPLORATORY
z	7	ANONYMOUS_OR_LITERAL_EXPLORATORY
k	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
b	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
j	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okaly>	6	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okody>	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otchdy>	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otody>	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
w	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okary>	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otoldy>	5	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otaldy>	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
<p>	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
<e>	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
<f>	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okeod>	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okchdy>	4	ANONYMOUS_OR_LITERAL_EXPLORATORY
m	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
t	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okor>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<k>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<x>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otoky>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<dary>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<otary>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
i	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okeoly>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okam>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okaldy>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
<okalar>	3	ANONYMOUS_OR_LITERAL_EXPLORATORY
