global_ordinal	locus	token_index	eva	route	component_ordinal	char_start	char_end	surface_segment	component_role	productive
1	f81r.1	1	polchoy	ROLE_COMPOSED_REVIEW	1	0	1	p	P_POWDER	1
1	f81r.1	1	polchoy	ROLE_COMPOSED_REVIEW	2	1	3	ol	OL_MATERIAL	1
1	f81r.1	1	polchoy	ROLE_COMPOSED_REVIEW	3	3	5	ch	CH_DRY	1
1	f81r.1	1	polchoy	ROLE_COMPOSED_REVIEW	4	5	6	o	O_PREP	1
1	f81r.1	1	polchoy	ROLE_COMPOSED_REVIEW	5	6	7	y	Y_START_OR_CLOSE	1
2	f81r.1	2	qokedy	INHERITED_V48	1	0	6	qokedy	INHERITED_V48_LINE_CARD	0
3	f81r.1	3	shol	INHERITED_V48	1	0	4	shol	INHERITED_V48_LINE_CARD	0
4	f81r.1	4	opchedy	INHERITED_V48	1	0	7	opchedy	INHERITED_V48_LINE_CARD	0
5	f81r.1	5	olpchedy	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
5	f81r.1	5	olpchedy	ROLE_COMPOSED_REVIEW	2	1	2	l	L_WOOD	1
5	f81r.1	5	olpchedy	ROLE_COMPOSED_REVIEW	3	2	3	p	P_POWDER	1
5	f81r.1	5	olpchedy	ROLE_COMPOSED_REVIEW	4	3	5	ch	CH_DRY	1
5	f81r.1	5	olpchedy	ROLE_COMPOSED_REVIEW	5	5	6	e	E_MIDDLE	1
5	f81r.1	5	olpchedy	ROLE_COMPOSED_REVIEW	6	6	8	dy	DY_FINISHED	1
6	f81r.1	6	ofshdy	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
6	f81r.1	6	ofshdy	ROLE_COMPOSED_REVIEW	2	1	2	f	F_FLOWER	1
6	f81r.1	6	ofshdy	ROLE_COMPOSED_REVIEW	3	2	4	sh	SH_MOIST	1
6	f81r.1	6	ofshdy	ROLE_COMPOSED_REVIEW	4	4	6	dy	DY_FINISHED	1
7	f81r.1	7	oly	INHERITED_V48	1	0	3	oly	INHERITED_V48_LINE_CARD	0
8	f81r.2	1	dchey	ROLE_COMPOSED_REVIEW	1	0	1	d	D_MEASURE	1
8	f81r.2	1	dchey	ROLE_COMPOSED_REVIEW	2	1	3	ch	CH_DRY	1
8	f81r.2	1	dchey	ROLE_COMPOSED_REVIEW	3	3	4	e	E_MIDDLE	1
8	f81r.2	1	dchey	ROLE_COMPOSED_REVIEW	4	4	5	y	Y_START_OR_CLOSE	1
9	f81r.2	2	lshl	LOCAL_WHOLE_REVIEW	1	0	4	lshl	LEARNED_LSHL_WHOLE	0
10	f81r.2	3	alched	ROLE_COMPOSED_REVIEW	1	0	2	al	AL_RAW_I	1
10	f81r.2	3	alched	ROLE_COMPOSED_REVIEW	2	2	4	ch	CH_DRY	1
10	f81r.2	3	alched	ROLE_COMPOSED_REVIEW	3	4	5	e	E_MIDDLE	1
10	f81r.2	3	alched	ROLE_COMPOSED_REVIEW	4	5	6	d	D_TERM_CLOSE	1
11	f81r.2	4	qokol	INHERITED_V48	1	0	5	qokol	INHERITED_V48_LINE_CARD	0
12	f81r.2	5	chol	INHERITED_V48	1	0	4	chol	INHERITED_V48_LINE_CARD	0
13	f81r.2	6	otar	INHERITED_V48	1	0	4	otar	INHERITED_V48_LINE_CARD	0
14	f81r.2	7	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
15	f81r.2	8	oky	INHERITED_V48	1	0	3	oky	INHERITED_V48_LINE_CARD	0
16	f81r.3	1	qotey	INHERITED_V48	1	0	5	qotey	INHERITED_V48_LINE_CARD	0
17	f81r.3	2	l	INHERITED_V48	1	0	1	l	INHERITED_V48_LINE_CARD	0
18	f81r.3	3	chees	INHERITED_V48	1	0	5	chees	INHERITED_V48_LINE_CARD	0
19	f81r.3	4	olkal	INHERITED_V48	1	0	5	olkal	INHERITED_V48_LINE_CARD	0
20	f81r.3	5	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
21	f81r.3	6	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
22	f81r.3	7	okar	INHERITED_V48	1	0	4	okar	INHERITED_V48_LINE_CARD	0
23	f81r.3	8	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
24	f81r.4	1	dchedy	INHERITED_V48	1	0	6	dchedy	INHERITED_V48_LINE_CARD	0
25	f81r.4	2	qokain	INHERITED_V48	1	0	6	qokain	INHERITED_V48_LINE_CARD	0
26	f81r.4	3	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
27	f81r.4	4	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
28	f81r.4	5	chcthy	INHERITED_V48	1	0	6	chcthy	INHERITED_V48_LINE_CARD	0
29	f81r.4	6	ykeedy	INHERITED_V48	1	0	6	ykeedy	INHERITED_V48_LINE_CARD	0
30	f81r.4	7	al	INHERITED_V48	1	0	2	al	INHERITED_V48_LINE_CARD	0
31	f81r.5	1	qol	INHERITED_V48	1	0	3	qol	INHERITED_V48_LINE_CARD	0
32	f81r.5	2	cheol	INHERITED_V48	1	0	5	cheol	INHERITED_V48_LINE_CARD	0
33	f81r.5	3	okeey	INHERITED_V48	1	0	5	okeey	INHERITED_V48_LINE_CARD	0
34	f81r.5	4	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
35	f81r.5	5	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
36	f81r.5	6	olaiin	INHERITED_V48	1	0	6	olaiin	INHERITED_V48_LINE_CARD	0
37	f81r.5	7	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
38	f81r.5	8	or	INHERITED_V48	1	0	2	or	INHERITED_V48_LINE_CARD	0
39	f81r.5	9	ain	INHERITED_V48	1	0	3	ain	INHERITED_V48_LINE_CARD	0
40	f81r.6	1	sar	INHERITED_V48	1	0	3	sar	INHERITED_V48_LINE_CARD	0
41	f81r.6	2	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
42	f81r.6	3	eses	LOCAL_WHOLE_REVIEW	1	0	4	eses	LEARNED_ES_REPEAT	0
43	f81r.6	4	oteey	INHERITED_V48	1	0	5	oteey	INHERITED_V48_LINE_CARD	0
44	f81r.6	5	shor	INHERITED_V48	1	0	4	shor	INHERITED_V48_LINE_CARD	0
45	f81r.6	6	qokeey	INHERITED_V48	1	0	6	qokeey	INHERITED_V48_LINE_CARD	0
46	f81r.6	7	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
47	f81r.7	1	dshees	ROLE_COMPOSED_REVIEW	1	0	1	d	D_MEASURE	1
47	f81r.7	1	dshees	ROLE_COMPOSED_REVIEW	2	1	3	sh	SH_MOIST	1
47	f81r.7	1	dshees	ROLE_COMPOSED_REVIEW	3	3	5	ee	EE_END	1
47	f81r.7	1	dshees	ROLE_COMPOSED_REVIEW	4	5	6	s	S_TERM_SPECIES	1
48	f81r.7	2	okain	INHERITED_V48	1	0	5	okain	INHERITED_V48_LINE_CARD	0
49	f81r.7	3	chcthy	INHERITED_V48	1	0	6	chcthy	INHERITED_V48_LINE_CARD	0
50	f81r.7	4	otey	INHERITED_V48	1	0	4	otey	INHERITED_V48_LINE_CARD	0
51	f81r.7	5	okain	INHERITED_V48	1	0	5	okain	INHERITED_V48_LINE_CARD	0
52	f81r.8	1	pchedy	INHERITED_V48	1	0	6	pchedy	INHERITED_V48_LINE_CARD	0
53	f81r.8	2	qokeey	INHERITED_V48	1	0	6	qokeey	INHERITED_V48_LINE_CARD	0
54	f81r.8	3	oty	INHERITED_V48	1	0	3	oty	INHERITED_V48_LINE_CARD	0
55	f81r.8	4	qotey	INHERITED_V48	1	0	5	qotey	INHERITED_V48_LINE_CARD	0
56	f81r.8	5	oteey	INHERITED_V48	1	0	5	oteey	INHERITED_V48_LINE_CARD	0
57	f81r.8	6	oly	INHERITED_V48	1	0	3	oly	INHERITED_V48_LINE_CARD	0
58	f81r.9	1	qoteesy	ROLE_COMPOSED_REVIEW	1	0	2	qo	QO_COMMAND	1
58	f81r.9	1	qoteesy	ROLE_COMPOSED_REVIEW	2	2	3	t	T_COLD	1
58	f81r.9	1	qoteesy	ROLE_COMPOSED_REVIEW	3	3	5	ee	EE_END	1
58	f81r.9	1	qoteesy	ROLE_COMPOSED_REVIEW	4	5	6	s	S_TERM_SPECIES	1
58	f81r.9	1	qoteesy	ROLE_COMPOSED_REVIEW	5	6	7	y	Y_START_OR_CLOSE	1
59	f81r.9	2	qotedy	INHERITED_V48	1	0	6	qotedy	INHERITED_V48_LINE_CARD	0
60	f81r.9	3	qokeedy	INHERITED_V48	1	0	7	qokeedy	INHERITED_V48_LINE_CARD	0
61	f81r.9	4	chcphey	ROLE_COMPOSED_REVIEW	1	0	2	ch	CH_DRY	1
61	f81r.9	4	chcphey	ROLE_COMPOSED_REVIEW	2	2	5	cph	CPH_COMPOSITE	1
61	f81r.9	4	chcphey	ROLE_COMPOSED_REVIEW	3	5	6	e	E_MIDDLE	1
61	f81r.9	4	chcphey	ROLE_COMPOSED_REVIEW	4	6	7	y	Y_START_OR_CLOSE	1
62	f81r.10	1	chol	INHERITED_V48	1	0	4	chol	INHERITED_V48_LINE_CARD	0
63	f81r.10	2	dain	INHERITED_V48	1	0	4	dain	INHERITED_V48_LINE_CARD	0
64	f81r.10	3	otedy	INHERITED_V48	1	0	5	otedy	INHERITED_V48_LINE_CARD	0
65	f81r.10	4	cheey	INHERITED_V48	1	0	5	cheey	INHERITED_V48_LINE_CARD	0
66	f81r.10	5	qotain	INHERITED_V48	1	0	6	qotain	INHERITED_V48_LINE_CARD	0
67	f81r.10	6	ly	INHERITED_V48	1	0	2	ly	INHERITED_V48_LINE_CARD	0
68	f81r.11	1	olsheol	INHERITED_V48	1	0	7	olsheol	INHERITED_V48_LINE_CARD	0
69	f81r.11	2	olkedy	INHERITED_V48	1	0	6	olkedy	INHERITED_V48_LINE_CARD	0
70	f81r.11	3	sheckhedy	INHERITED_V48	1	0	9	sheckhedy	INHERITED_V48_LINE_CARD	0
71	f81r.11	4	oltedy	INHERITED_V48	1	0	6	oltedy	INHERITED_V48_LINE_CARD	0
72	f81r.12	1	ychedy	INHERITED_V48	1	0	6	ychedy	INHERITED_V48_LINE_CARD	0
73	f81r.12	2	tedy	INHERITED_V48	1	0	4	tedy	INHERITED_V48_LINE_CARD	0
74	f81r.12	3	ol	INHERITED_V48	1	0	2	ol	INHERITED_V48_LINE_CARD	0
75	f81r.12	4	sheedy	INHERITED_V48	1	0	6	sheedy	INHERITED_V48_LINE_CARD	0
76	f81r.12	5	qokeey	INHERITED_V48	1	0	6	qokeey	INHERITED_V48_LINE_CARD	0
77	f81r.12	6	loly	INHERITED_V48	1	0	4	loly	INHERITED_V48_LINE_CARD	0
78	f81r.13	1	dchol	INHERITED_V48	1	0	5	dchol	INHERITED_V48_LINE_CARD	0
79	f81r.13	2	shedy	INHERITED_V48	1	0	5	shedy	INHERITED_V48_LINE_CARD	0
80	f81r.13	3	qotedy	INHERITED_V48	1	0	6	qotedy	INHERITED_V48_LINE_CARD	0
81	f81r.13	4	qol	INHERITED_V48	1	0	3	qol	INHERITED_V48_LINE_CARD	0
82	f81r.13	5	chedy	INHERITED_V48	1	0	5	chedy	INHERITED_V48_LINE_CARD	0
83	f81r.13	6	chetyry	INHERITED_V48	1	0	7	chetyry	INHERITED_V48_LINE_CARD	0
84	f81r.14	1	qokechedy	INHERITED_V48	1	0	9	qokechedy	INHERITED_V48_LINE_CARD	0
85	f81r.14	2	qolsheedy	ROLE_COMPOSED_REVIEW	1	0	3	qol	QOL_ADD	1
85	f81r.14	2	qolsheedy	ROLE_COMPOSED_REVIEW	2	3	5	sh	SH_MOIST	1
85	f81r.14	2	qolsheedy	ROLE_COMPOSED_REVIEW	3	5	7	ee	EE_END	1
85	f81r.14	2	qolsheedy	ROLE_COMPOSED_REVIEW	4	7	9	dy	DY_FINISHED	1
86	f81r.14	3	or	INHERITED_V48	1	0	2	or	INHERITED_V48_LINE_CARD	0
87	f81r.14	4	ain	INHERITED_V48	1	0	3	ain	INHERITED_V48_LINE_CARD	0
88	f81r.14	5	arol	INHERITED_V48	1	0	4	arol	INHERITED_V48_LINE_CARD	0
89	f81r.14	6	oeeedy	ROLE_COMPOSED_REVIEW	1	0	1	o	O_PREP	1
89	f81r.14	6	oeeedy	ROLE_COMPOSED_REVIEW	2	1	4	eee	EEE_LONG_OR_FINAL	1
