page	locus	visual_block	line_mode	token_count	unknown_before	review_positions	unknown_after	newly_complete	working_translation_de
f81r	f81r.1	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	7	3	3	0	1	Grundansatz aus leicht getrocknetem Pulverstoff: heiß bis Mittelstufe und abgeschlossen; dazu Feuchtmaterial, vollständig getrocknetes Pulverpräparat und fertiggestelltes Holzdrogen-Trockenpulver. Den Blütenfraktionsansatz einweichen, fertigstellen und abseihen.
f81r	f81r.2	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	8	3	3	0	1	Eine Dosis bis zur Mittelstufe trocknen und schließen; eingeweichte Holzdroge und Rohdroge I bis zur Mittelstufe trocknen und abschließen. Dann erhitzen: trockenes Material, kalte Fraktion I im Ansatz und Trockengut der Mittelstufe; heißer Ansatz der Grundstufe.
f81r	f81r.3	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	8	0	0	0	0	Kühlstufe Mitte: gebundene Holzdroge, vollständig getrocknete Kräutermischung und leicht erhitzter Holzdrogenansatz aus Rohstoff I; danach Grundansatz trocken auf Mittelstufe, abgeschlossen, mit erster Heißfraktion und feuchtem Mittelstufenschluss.
f81r	f81r.4	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	7	0	0	0	0	Abgemessene Trockendroge fertigstellen und auf Heizstufe II bringen; Grundansatz, nochmals Grundansatz, mit trockener Krautdroge. Hiervon die heiße Endstufe abschließen; Rohdroge I.
f81r	f81r.5	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	9	0	0	0	0	Getrockneten Drogenstoff zugeben; den Ansatz vollständig erhitzen. Grundansatz, nochmals Grundansatz, dann Drogenstoffmenge III; weiterer Grundansatz: eine Portion, Klassenwert II.
f81r	f81r.6	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	7	1	1	0	1	Erste Samenfraktion im Grundansatz mit zwei Arzneispecies der Mittelstufe; kalt bis Endstufe. Blüten- oder Fruchtstand heiß bis Endstufe, im Grundansatz.
f81r	f81r.7	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	5	1	1	0	1	Eine Charge vollständig eingeweichter Droge abmessen; auf Heizstufe II. Trockene Krautdroge in kaltem Ansatz der Mittelstufe, anschließend wieder Heizstufe II.
f81r	f81r.8	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	0	0	0	0	Getrocknetes Pulver vollständig erhitzen; den Ansatz von kalter Grundstufe über Mittelstufe bis zur Endstufe kühlen, dann abseihen.
f81r	f81r.9	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	4	2	2	0	1	Arzneispecies vollständig abkühlen und abschließen; den kalten Ansatz auf Mittelstufe abschließen, anschließend vollständig erhitzen und schließen; Arzneikompositum bis Mittelstufe trocknen und abschließen.
f81r	f81r.10	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	6	0	0	0	0	Trockenes Material der Qualitätsstufe II: kalter Ansatz auf Mittelstufe abgeschlossen, vollständig getrocknet, Kältestufe II; dazu rohes Drogenholz.
f81r	f81r.11	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	4	0	0	0	0	Holzdroge im Ansatz einweichen; erhitzte Drogenbasis fertigstellen; feuchtes Arzneikompositum und kalte Drogenbasis jeweils auf Mittelstufe abschließen.
f81r	f81r.12	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	0	0	0	0	Eintrag: fertig getrocknete Droge, kalt auf Mittelstufe abgeschlossen. Grundansatz vollständig einweichen und schließen, vollständig erhitzen, dann Holzabsud abseihen.
f81r	f81r.13	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	0	0	0	0	Ein Maß trockenen Materials bis Mittelstufe einweichen und schließen; kalt auf Mittelstufe schließen. Drogenstoff zugeben, auf Mittelstufe trocknen und schließen; getrocknete, abgekühlte Rohwurzel.
f81r	f81r.14	F81R_UPPER_POOL	INHERITED_ACTION_ANCHOR	6	2	2	0	1	Bis Mittelstufe erhitzen und trocknen, dann abschließen; vollständig eingeweichten Drogenstoff zugeben und die Zugabe abschließen. Eine Portion der Klasse II vom Grundauszug, erste Fraktion; Ansatz bis zur langen oder letzten Stufe führen und fertigstellen.
f81r	f81r.15	F81R_UPPER_POOL	NO_INHERITED_ACTION_ANCHOR	5	0	0	0	0	Saatgut, Charge II, im Grundansatz vollständig trocknen und schließen; vollständig erhitzen und schließen; anschließend auf Mittelstufe kühlen und abschließen.
f81r	f81r.16	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	6	3	3	0	1	Pulverstoff trocknen und fertigstellen; getrockneten Pulverstoff nehmen, mit einer heißen Portion. Holzdrogenansatz zu Trockenpulver verarbeiten. Pulveransatz; anschließend eine Portion Arzneispecies der Form I abteilen und abschließen.
f81r	f81r.17	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	7	0	1	0	0	Eintrag: trockene Krautdroge. Den Ansatz vollständig erhitzen und schließen, bis Mittelstufe einweichen, erneut bis Mittelstufe erhitzen und schließen. Grundansatz: trockene abgemessene Fraktion I der Mittelstufe.
f81r	f81r.18	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	6	2	2	0	1	Ansatz vollständig einweichen und fertigstellen; auf Mittelstufe einweichen und schließen. Grundansatz nochmals auf Mittelstufe einweichen und schließen, dann vollständig erhitzen und schließen; zwei Portionen.
f81r	f81r.19	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	5	1	1	0	1	Auf Mittelstufe erhitzen und schließen; vollständig einweichen und schließen; auf Mittelstufe trocknen und schließen; vollständig kühlen und schließen. Ein Maß Holzdrogenansatz.
f81r	f81r.20	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	0	0	0	0	Das fertig getrocknete Pulverpräparat nehmen; Drogenstoff zugeben, bis Mittelstufe trocknen und vollständig erhitzen. Mengen: Zubereitungsdosis III, Wurzeldroge Charge II und eine abgemessene Menge Rohstoff I.
f81r	f81r.21	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	0	0	0	0	Eine Dosis Droge bis Mittelstufe einweichen und schließen; Rohstoffklasse I am Gradanfang erhitzen; Holzdrogenansatz vollständig erhitzen; auf Endstufe kühlen; Drogenbasis bis Mittelstufe einweichen, dann auf Mittelstufe kühlen; Holzstoff.
f81r	f81r.22	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	9	0	0	0	0	Rohstoffklasse I am Gradanfang kühlen und bis Mittelstufe trocknen; Drogenstoff zugeben. Grundansatz, Qualitätsgrad III; weiterer Grundansatz mit abgemessener Trockenfraktion I der Mittelstufe; im Grundansatz abseihen.
f81r	f81r.23	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	6	0	0	0	0	Bis Mittelstufe trocknen; auf Heizstufe II ein Ansatz mit feuchtem Arzneikompositum der Grundstufe und Saatgutzubereitung Form III; erneut bis Mittelstufe trocknen; Drogenholz trocken gebunden, Form I.
f81r	f81r.24	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	2	2	0	1	Pulverfraktion I und fertiggestellter Ansatz; Arzneikompositum bis Mittelstufe einweichen und schließen, mit trockenem Drogenstoff. Rohdroge I kühlen und die erste Fraktion abmessen; auf Mittelstufe kühlen und fertigstellen, dann abseihen.
f81r	f81r.25	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	8	0	1	0	0	Erste Samenfraktion bis Mittelstufe einweichen und schließen; Drogenstoff zugeben. Auf Kältestufe II ansetzen; zweite erhitzte Fraktion und Rohstoffklasse I am Gradanfang; bis Mittelstufe trocknen und schließen, Wertfeld schließen.
f81r	f81r.26	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	7	0	0	0	0	Getrocknetes Pulver auf Mittelstufe erhitzen; Drogenstoff im Ansatz bis Mittelstufe abkühlen; Drogenstoff zugeben, den feuchten Drogenteil bis Mittelstufe einweichen und schließen; Charge Krautdroge fertigstellen.
f81r	f81r.27	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	6	0	0	0	0	Saatgut bis Mittelstufe trocknen; auf Mittelstufe erhitzen und schließen; erhitzte Drogenbasis fertigstellen. Materialmaß bis Mittelstufe erhitzen und trocknen, dann schließen.
f81r	f81r.28	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	7	2	2	0	1	Saatgut bis Mittelstufe erhitzen und fertigstellen; bis Mittelstufe trocknen und schließen. Erste heiße Drogenfraktion bis Mittelstufe trocknen; Kältestufe III, dann kalter Ansatz der Mittelstufe; getrocknetes Drogenholz.
f81r	f81r.29	F81R_LOWER_POOL	INHERITED_ACTION_ANCHOR	9	0	1	0	0	Eintrag: vollständig eingeweicht und geschlossen; leicht angefeuchtet, dann bis Mittelstufe getrocknet. Gebundene Holzdroge mit trockenem Krautgut; hiervon die erste gekühlte Drogenfraktion nehmen; erhitzte Drogenbasis Stufe III im Grundansatz.
f81r	f81r.30	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	8	2	2	0	1	Gewicht: ein Pfund; bis Mittelstufe einweichen und schließen, dann bis Mittelstufe erhitzen und schließen. Eine Samenportion mit erster erhitzter Holzdrogenfraktion im Grundansatz; Heizstufe III; Holzdrogenansatz erhitzen, einweichen und fertigstellen.
f81r	f81r.31	F81R_LOWER_POOL	NO_INHERITED_ACTION_ANCHOR	11	0	0	0	0	Saatgut bis Mittelstufe einweichen und schließen; Grundansatz mit getrocknetem Drogenholz erneut bis Mittelstufe einweichen und schließen, leicht anfeuchten; erhitzte Drogenbasis fertigstellen. Trockenes Drogenmaterial der Mittelstufe: erste Fraktion, eine Portion, Portion IV.
