fold_tag	coordinate_a	coordinate_b	pair_id	selected	eligible	selection_score_bits_per_event	environment_evidence_json	nonwrapper_pair	semantic_state
PHYSICAL_FOLIO:f1	local_frame	inner_d	0-1	0	1	0.000580018002	"{""hand"":{""gain"":10.43318227196378,""passes"":true,""positive"":3,""powered"":5},""register"":{""gain"":4.788628626647121,""passes"":true,""positive"":3,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	local_frame	right_family	0-2	0	0	-0.012846506132	"{""hand"":{""gain"":-106.0607546284061,""passes"":false,""positive"":1,""powered"":5},""register"":{""gain"":-103.69883809836706,""passes"":false,""positive"":1,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	local_frame	dy_closure	0-3	0	1	0.001763775139	"{""hand"":{""gain"":14.561727547841564,""passes"":true,""positive"":4,""powered"":5},""register"":{""gain"":16.125089792269254,""passes"":true,""positive"":3,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	local_frame	b3	0-4	0	0	-0.002588133318	"{""hand"":{""gain"":-19.34226354517972,""passes"":false,""positive"":1,""powered"":5},""register"":{""gain"":-21.36762867673743,""passes"":false,""positive"":2,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	local_frame	canonical_wrapper	0-5	0	1	0.011834445275	"{""hand"":{""gain"":97.7051801896263,""passes"":true,""positive"":4,""powered"":5},""register"":{""gain"":124.32294853520419,""passes"":true,""positive"":4,""powered"":5}}"	0	UNASSIGNED
PHYSICAL_FOLIO:f1	inner_d	right_family	1-2	0	1	0.005952989568	"{""hand"":{""gain"":49.147881874436095,""passes"":true,""positive"":3,""powered"":5},""register"":{""gain"":51.96990771910343,""passes"":true,""positive"":3,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	inner_d	dy_closure	1-3	0	1	0.003455894597	"{""hand"":{""gain"":41.29715962067394,""passes"":true,""positive"":3,""powered"":5},""register"":{""gain"":28.53186579079713,""passes"":true,""positive"":4,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	inner_d	b3	1-4	0	0	-0.000551179844	"{""hand"":{""gain"":1.1945279806587954,""passes"":true,""positive"":3,""powered"":5},""register"":{""gain"":-4.55054079182718,""passes"":false,""positive"":2,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	inner_d	canonical_wrapper	1-5	1	1	0.061902639469	"{""hand"":{""gain"":532.4512161283933,""passes"":true,""positive"":5,""powered"":5},""register"":{""gain"":511.06819145864483,""passes"":true,""positive"":5,""powered"":5}}"	0	UNASSIGNED
PHYSICAL_FOLIO:f1	right_family	dy_closure	2-3	1	1	0.012975723363	"{""hand"":{""gain"":137.6353772148508,""passes"":true,""positive"":4,""powered"":5},""register"":{""gain"":107.12757208295334,""passes"":true,""positive"":3,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	right_family	b3	2-4	0	1	0.000178522794	"{""hand"":{""gain"":11.702906732991272,""passes"":true,""positive"":3,""powered"":5},""register"":{""gain"":1.4738841868260781,""passes"":true,""positive"":3,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	right_family	canonical_wrapper	2-5	0	0	0.010673167355	"{""hand"":{""gain"":88.11766968652518,""passes"":false,""positive"":2,""powered"":5},""register"":{""gain"":110.7944691712319,""passes"":true,""positive"":3,""powered"":5}}"	0	UNASSIGNED
PHYSICAL_FOLIO:f1	dy_closure	b3	3-4	0	1	0.009864144751	"{""hand"":{""gain"":96.5417351858643,""passes"":true,""positive"":5,""powered"":5},""register"":{""gain"":81.43837906188935,""passes"":true,""positive"":4,""powered"":5}}"	1	UNASSIGNED
PHYSICAL_FOLIO:f1	dy_closure	canonical_wrapper	3-5	1	1	0.016324447608	"{""hand"":{""gain"":143.9785057315121,""passes"":true,""positive"":4,""powered"":5},""register"":{""gain"":134.77463945066347,""passes"":true,""positive"":4,""powered"":5}}"	0	UNASSIGNED
PHYSICAL_FOLIO:f1	b3	canonical_wrapper	4-5	0	1	0.004312420006	"{""hand"":{""gain"":41.087532778975515,""passes"":true,""positive"":4,""powered"":5},""register"":{""gain"":35.60333957307708,""passes"":true,""positive"":3,""powered"":5}}"	0	UNASSIGNED
