event_id	record	statement_id	surface	joint_tuple_id	composition	ain_invariant_de	composed_value_de
E058	H4	H4-S001	ykain	403c1592f918c8f23b88	Y_REFERENT+K_HULL+AIN_PORTION	Portion	diese Portion
E059	H4	H4-S001	ykan	d929a14ec45749b2e805	Y_REFERENT+K_HULL+AIN_PORTION	Portion	diese Portion
E073	H4	H4-S004	orain	6afeb5c9ab9f6cbdea0d	OR_BATCH+AIN_PORTION	Portion	eine Portion des Ansatzes
E107	B1	B1-S002	kain	9da1b6ac2c929daea697	AIN_PORTION	Portion	eine Portion
E108	B1	B1-S002	olkain	94df4847b7b16c98394a	OL_CONTINUE+AIN_PORTION	Portion	eine weitere Portion
E127	B1	B1-S006	qokain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E169	B2	B2-S003	qokain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E198	B2	B2-S011	okain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E200	B2	B2-S011	okain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E257	B3	B3-S013	chkain	9da1b6ac2c929daea697	AIN_PORTION	Portion	eine Portion
E288	B3	B3-S026	qokain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E303	B3	B3-S032	chedain	d784b2abcaf1a3703de2	CHED+AIN_PORTION	Portion	eine Portion umsetzen
E341	B4	B4-S011	okain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E352	B4	B4-S015	qokain	1645e612504fcef59ced	OK+AIN_PORTION	Portion	eine Portion zugeben
E354	B4	B4-S015	kain	9da1b6ac2c929daea697	AIN_PORTION	Portion	eine Portion
E358	B4	B4-S016	qolkain	94df4847b7b16c98394a	OL_CONTINUE+AIN_PORTION	Portion	eine weitere Portion
