shol	paragraph	marker	form	direction	grammar	model	timing	governor	companion	location	kind	object	role	status	assertion	before	after	capacity_only	row_status
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	O	f17v.8:1	f17v.9:3	f17v.9:3	BARE_NOMINAL	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	CONSTITUTION:moisture=dry	{}	"{""CONSTITUTION:moisture"":""dry""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	O	f17v.8:1	f17v.9:3	f17v.9:2	QUALITY	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	PHYSICAL:moisture=wet	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	O	f17v.8:1	f17v.9:3	f17v.20:2	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	O	f17v.8:1	f17v.9:3	f17v.20:4	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	I	f17v.8:1	f17v.9:3	f17v.9:3	BARE_NOMINAL	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	CONSTITUTION:moisture=dry	{}	"{""CONSTITUTION:moisture"":""dry""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	I	f17v.8:1	f17v.9:3	f17v.9:2	QUALITY	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	PHYSICAL:moisture=wet	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	I	f17v.8:1	f17v.9:3	f17v.20:2	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	D	I	f17v.8:1	f17v.9:3	f17v.20:4	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	O	f17v.8:1	f17v.9:3	f17v.9:3	BARE_NOMINAL	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	CONSTITUTION:moisture=dry	{}	"{""CONSTITUTION:moisture"":""dry""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	O	f17v.8:1	f17v.9:3	f17v.9:2	QUALITY	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	PHYSICAL:moisture=wet	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	O	f17v.8:1	f17v.9:3	f17v.20:2	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	O	f17v.8:1	f17v.9:3	f17v.20:4	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	I	f17v.8:1	f17v.9:3	f17v.9:3	BARE_NOMINAL	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	CONSTITUTION:moisture=dry	{}	"{""CONSTITUTION:moisture"":""dry""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	I	f17v.8:1	f17v.9:3	f17v.9:2	QUALITY	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	PHYSICAL:moisture=wet	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	I	f17v.8:1	f17v.9:3	f17v.20:2	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	B	H	I	f17v.8:1	f17v.9:3	f17v.20:4	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	J	D	O	f17v.8:1	f17v.9:3	f17v.9:3	BARE_NOMINAL	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	CONSTITUTION:moisture=dry	{}	"{""CONSTITUTION:moisture"":""dry""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	J	D	O	f17v.8:1	f17v.9:3	f17v.9:2	QUALITY	f17v.9:3	COMPANION	INITIAL_CONSTRAINT	PHYSICAL:moisture=wet	"{""CONSTITUTION:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""wet""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	J	D	O	f17v.8:1	f17v.9:3	f17v.20:1	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	J	D	O	f17v.8:1	f17v.9:3	f17v.20:2	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
Q	f17v|f17v.1-f17v.23	f17v.8:3	ol	P	J	D	O	f17v.8:1	f17v.9:3	f17v.20:4	ACTION	f17v.7:4	PATIENT_OR_SECOND	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	NO_NEW_EFFECT_OR_CONFIRMATION	recorded
