group_id	side	population	pair_ordinal	stem	distance_cell	candidate_occurrence_id	candidate_folio	candidate_context	candidate_terminal	control_occurrence_id	control_folio	control_context	control_terminal	pair_outcome	semantic_export_credit
LEFT_QOK4	LEFT	FULL	1	a	0	GDT800-O0666	f108r	qokedy	l	GDT800-O2348	f55r	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	2	a	0	GDT800-O0910	f111v	qokain	m	GDT800-O0817	f111r	ar	m	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	3	a	3	GDT800-O0810	f111r	qokain	l	GDT800-O0360	f105v	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	4	cha	5	GDT800-O1285	f116r	qokain	l	GDT800-O1037	f113r	al	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	5	chea	5	GDT800-O3370	f82r	qokeedy	l	GDT800-O0152	f103r	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	6	cheo	4	GDT800-O1720	f31r	qokedy	l	GDT800-O0240	f104r	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	7	cho	5	GDT800-O4092	f99v	qokeey	l	GDT800-O1001	f112v	al	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	8	da	0	GDT800-O0665	f108r	qokedy	l	GDT800-O2249	f51r	al	m	SUPPORTS_L	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	9	da	0	GDT800-O2924	f77v	qokedy	l	GDT800-O0153	f103v	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	10	da	2	GDT800-O2722	f75v	qokain	l	GDT800-O2681	f75r	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	11	da	4	GDT800-O1874	f39v	qokedy	l	GDT800-O3828	f89r	al	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	12	da	5	GDT800-O1783	f34r	qokedy	l	GDT800-O3364	f82r	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	13	da	5	GDT800-O2710	f75v	qokain	l	GDT800-O0628	f108r	shol	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	14	da	5	GDT800-O2977	f78v	qokedy	l	GDT800-O0510	f107r	al	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	15	lo	0	GDT800-O0595	f107v	qokeedy	l	GDT800-O2867	f77v	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	16	lo	0	GDT800-O2836	f77r	qokeedy	l	GDT800-O1310	f116r	al	m	SUPPORTS_L	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	17	o	0	GDT800-O2898	f77v	qokain	l	GDT800-O1292	f116r	al	m	SUPPORTS_L	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	18	o	0	GDT800-O3057	f79r	qokain	l	GDT800-O1048	f113r	al	m	SUPPORTS_L	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	19	o	1	GDT800-O3179	f80r	qokain	l	GDT800-O0508	f107r	al	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	20	o	1	GDT800-O3282	f81r	qokedy	l	GDT800-O0391	f106r	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	21	o	2	GDT800-O0145	f103r	qokeey	l	GDT800-O3333	f81v	al	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	22	o	4	GDT800-O3020	f78v	qokedy	l	GDT800-O1106	f113v	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	23	o	5	GDT800-O0179	f103v	qokain	l	GDT800-O3303	f81r	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	24	o	5	GDT800-O0661	f108r	qokedy	l	GDT800-O2991	f78v	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	25	o	5	GDT800-O2721	f75v	qokain	l	GDT800-O2790	f76r	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	26	o	5	GDT800-O2809	f76v	qokedy	l	GDT800-O1781	f34r	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	27	o	5	GDT800-O2933	f78r	qokedy	l	GDT800-O0806	f111r	ar	l	TIE	ZERO__FORMAL_MATCHED_PAIR
LEFT_QOK4	LEFT	FULL	28	oka	5	GDT800-O2702	f75v	qokain	l	GDT800-O2987	f78v	shedy	l	TIE	ZERO__FORMAL_MATCHED_PAIR
